,Season,Gameday,Link,Score,Minute,Player
400,2014,16,2407367,-3,37,49571
401,2014,16,2407367,-2,43,39574
402,2014,16,2407367,-1,58,57341
403,2014,16,2407367,-2,80,38902
404,2014,16,2407367,-1,90,27813
405,2014,16,2407367,0,90,27813
406,2014,16,2407370,1,31,59524
407,2014,16,2407370,0,44,42607
408,2014,16,2407370,-1,78,46095
409,2014,17,2407374,1,21,40170
410,2014,17,2407374,0,24,27701
411,2014,17,2407374,-1,90,28673
412,2014,17,2407372,-1,37,27813
413,2014,17,2407372,0,83,57602
414,2014,17,2407375,-1,3,41678
415,2014,17,2407375,0,20,26739
416,2014,17,2407375,1,51,54727
417,2014,17,2407377,1,3,68317
418,2014,17,2407377,2,62,39065
419,2014,17,2407377,1,69,40152
420,2014,17,2407373,-1,11,40674
421,2014,17,2407373,0,16,73112
422,2014,17,2407373,1,78,37125
423,2014,17,2407376,-1,23,67717
424,2014,17,2407376,-2,26,31106
425,2014,17,2407376,-3,39,31106
426,2014,17,2407376,-4,74,45090
427,2014,17,2407376,-5,84,45202
428,2014,17,2407378,1,45,40563
429,2014,17,2407378,2,81,66756
430,2014,17,2407378,1,83,60535
431,2014,17,2407378,0,90,59173
432,2014,18,2407382,1,4,73112
433,2014,18,2407382,2,45,73112
434,2014,18,2407382,3,53,59516
435,2014,18,2407382,2,55,70426
436,2014,18,2407382,3,73,59516
437,2014,18,2407380,1,32,61061
438,2014,18,2407383,1,6,51516
439,2014,18,2407383,2,46,51516
440,2014,18,2407383,3,69,81849
441,2014,18,2407383,4,82,41189
442,2014,18,2407383,5,87,51438
443,2014,18,2407386,-1,1,30891
444,2014,18,2407386,0,62,70281
445,2014,18,2407386,1,64,43169
446,2014,18,2407386,2,70,43169
447,2014,18,2407386,3,88,43169
448,2014,18,2407387,-1,71,41708
449,2014,18,2407388,-1,62,42609
450,2014,18,2407388,-2,78,42609
451,2014,18,2407385,1,43,51072
452,2014,18,2407385,2,69,51072
453,2014,18,2407384,1,39,26143
454,2014,18,2407384,2,42,31579
455,2014,18,2407384,1,45,67196
456,2014,18,2407384,2,90,54727
457,2014,19,2407389,1,67,28673
458,2014,19,2407389,0,72,39266
459,2014,19,2407391,1,23,41708
460,2014,19,2407393,1,26,38679
461,2014,19,2407393,0,77,40170
462,2014,19,2407395,1,58,39574
463,2014,19,2407395,0,88,59516
464,2014,19,2407390,-1,50,54727
465,2014,19,2407392,-1,8,51072
466,2014,19,2407392,0,34,48996
467,2014,19,2407392,-1,52,48790
468,2014,19,2407394,-1,49,29567
469,2014,19,2407397,-1,2,28725
470,2014,19,2407397,-2,72,30521
471,2014,19,2407397,-3,90,50527
472,2014,20,2407398,1,11,30755
473,2014,20,2407399,1,3,73112
474,2014,20,2407399,2,28,59516
475,2014,20,2407399,3,84,59516
476,2014,20,2407400,-1,35,44526
477,2014,20,2407400,-2,42,38351
478,2014,20,2407403,-1,9,46429
479,2014,20,2407403,-2,56,58396
480,2014,20,2407403,-3,72,58396
481,2014,20,2407404,-1,41,28673
482,2014,20,2407404,-2,50,57598
483,2014,20,2407405,1,26,54141
484,2014,20,2407405,2,50,30521
485,2014,20,2407405,1,66,64322
486,2014,20,2407402,1,17,68317
487,2014,20,2407402,2,29,38780
488,2014,20,2407402,1,43,64038
489,2014,20,2407401,1,7,44605
490,2014,20,2407401,2,37,54727
491,2014,20,2407401,1,45,39574
492,2014,20,2407401,0,70,27813
493,2014,21,2407408,-1,1,40170
494,2014,21,2407408,0,50,43511
495,2014,21,2407408,1,55,46429
496,2014,21,2407408,0,57,51516
497,2014,21,2407408,1,71,58396
498,2014,21,2407408,2,78,36929
499,2014,21,2407407,1,21,39317
500,2014,21,2407407,2,23,43592
501,2014,21,2407407,3,36,28673
502,2014,21,2407407,4,47,28673
503,2014,21,2407407,5,55,39317
504,2014,21,2407407,6,56,51570
505,2014,21,2407407,7,69,39686
506,2014,21,2407407,8,88,43592
507,2014,21,2407409,-1,6,73112
508,2014,21,2407409,-2,17,37125
509,2014,21,2407409,-3,29,73112
510,2014,21,2407409,-2,57,63656
511,2014,21,2407409,-1,62,63656
512,2014,21,2407409,-2,63,73112
513,2014,21,2407409,-1,67,63656
514,2014,21,2407409,0,72,57602
515,2014,21,2407409,-1,90,73112
516,2014,21,2407410,1,90,57343
517,2014,21,2407411,1,30,67196
518,2014,21,2407411,0,39,67389
519,2014,21,2407411,1,90,45202
520,2014,21,2407414,1,16,34457
521,2014,21,2407414,0,21,44605
522,2014,21,2407414,1,23,51072
523,2014,21,2407414,2,45,50723
524,2014,21,2407414,1,79,31579
525,2014,21,2407415,1,65,71673
526,2014,21,2407413,-1,14,54250
527,2014,21,2407413,-2,52,70806
528,2014,21,2407412,1,66,54141
529,2014,21,2407412,0,72,40918
530,2014,21,2407412,-1,79,45156
531,2014,22,2407421,-1,25,58396
532,2014,22,2407421,0,32,38779
533,2014,22,2407421,-1,39,48408
534,2014,22,2407421,-2,89,46429
535,2014,22,2407421,-1,90,30414
536,2014,22,2407416,1,61,60323
537,2014,22,2407416,0,90,44448
538,2014,22,2407418,-1,35,39574
539,2014,22,2407418,0,38,43258
540,2014,22,2407418,1,47,51438
541,2014,22,2407418,2,50,51516
542,2014,22,2407419,-1,8,69186
543,2014,22,2407419,0,59,51315
544,2014,22,2407419,-1,84,39190
545,2014,22,2407419,0,90,43627
546,2014,22,2407420,1,25,62798
547,2014,22,2407420,0,39,48998
548,2014,22,2407424,-1,24,51570
549,2014,22,2407424,-2,37,51570
550,2014,22,2407424,-3,63,28673
551,2014,22,2407424,-4,72,39686
552,2014,22,2407424,-5,78,58003
553,2014,22,2407424,-6,86,28673
554,2014,22,2407423,-1,5,59173
555,2014,22,2407423,0,17,69265
556,2014,22,2407422,1,73,50527
557,2014,22,2407422,0,90,73214
558,2014,22,2407417,1,10,73112
559,2014,22,2407417,0,30,49571
560,2014,22,2407417,1,74,73112
561,2014,23,2407425,1,3,27701
562,2014,23,2407425,2,10,39686
563,2014,23,2407425,1,45,69265
564,2014,23,2407425,2,67,28673
565,2014,23,2407425,3,75,51570
566,2014,23,2407426,1,78,58396
567,2014,23,2407426,2,79,48905
568,2014,23,2407426,3,86,46429
569,2014,23,2407427,1,33,25405
570,2014,23,2407429,1,55,48998
571,2014,23,2407429,2,76,34364
572,2014,23,2407430,-1,52,30970
573,2014,23,2407430,0,70,39183
574,2014,23,2407431,1,88,33715
575,2014,23,2407433,1,12,27813
576,2014,23,2407433,0,45,50527
577,2014,23,2407433,1,54,27813
578,2014,23,2407428,1,18,34317
579,2014,23,2407428,2,81,41708
580,2014,23,2407432,1,9,38780
581,2014,23,2407432,0,10,50405
582,2014,23,2407432,1,16,51072
583,2014,23,2407432,0,18,64040
584,2014,23,2407432,1,28,41416
585,2014,23,2407432,0,48,73112
586,2014,23,2407432,-1,51,73112
587,2014,23,2407432,-2,53,50405
588,2014,24,2407434,1,12,38784
589,2014,24,2407434,2,41,60323
590,2014,24,2407434,3,53,60323
591,2014,24,2407434,2,73,48998
592,2014,24,2407436,1,63,71294
593,2014,24,2407437,1,25,72326
594,2014,24,2407437,0,28,30077
595,2014,24,2407437,-1,61,39317
596,2014,24,2407437,-2,72,39317
597,2014,24,2407438,-1,35,51072
598,2014,24,2407435,-1,27,44484
599,2014,24,2407435,-2,67,44484
600,2014,24,2407435,-1,73,51438
601,2014,24,2407435,0,77,63860
602,2014,24,2407441,1,28,87216
603,2014,24,2407441,0,58,27813
604,2014,24,2407441,1,72,42609
605,2014,24,2407441,2,79,78876
606,2014,24,2407441,3,82,69265
607,2014,24,2407441,2,90,27813
608,2014,24,2407442,-1,73,46335
609,2014,24,2407442,-2,84,63656
610,2014,24,2407442,-3,90,63656
611,2014,25,2407444,1,32,82809
612,2014,25,2407444,2,36,69186
613,2014,25,2407444,3,50,57602
614,2014,25,2407444,4,59,69186
615,2014,25,2407447,-1,32,63860
616,2014,25,2407447,-2,89,59462
617,2014,25,2407448,1,22,34364
618,2014,25,2407448,2,81,34364
619,2014,25,2407448,3,87,45202
620,2014,25,2407449,1,21,39175
621,2014,25,2407449,0,40,79543
622,2014,25,2407449,1,81,78878
623,2014,25,2407449,0,90,57147
624,2014,25,2407450,-1,24,39317
625,2014,25,2407450,-2,45,57598
626,2014,25,2407450,-3,76,51570
627,2014,25,2407450,-4,90,51570
628,2014,25,2407451,1,27,27813
629,2014,25,2407451,2,42,67889
630,2014,25,2407451,3,55,39574
631,2014,25,2407451,4,82,27646
632,2014,25,2407445,1,19,59516
633,2014,25,2407445,2,78,60044
634,2014,25,2407445,3,85,64040
635,2014,25,2407446,1,43,41708
636,2014,25,2407446,2,75,41708
637,2014,26,2407458,-1,84,39477
638,2014,26,2407455,-1,19,58396
639,2014,26,2407455,0,31,39183
640,2014,26,2407455,-1,57,44389
641,2014,26,2407455,-2,61,58396
642,2014,26,2407455,-1,82,39183
643,2014,26,2407456,1,71,58107
644,2014,26,2407456,2,84,43169
645,2014,26,2407457,-1,51,57341
646,2014,26,2407457,0,63,48288
647,2014,26,2407457,1,66,48288
648,2014,26,2407457,2,80,73087
649,2014,26,2407459,-1,27,68317
650,2014,26,2407459,0,88,25350
651,2014,26,2407453,-1,35,57602
652,2014,26,2407454,1,7,34415
653,2014,26,2407454,0,61,46533
654,2014,26,2407452,-1,30,44484
655,2014,26,2407452,-2,77,44484
656,2014,27,2407462,1,7,34255
657,2014,27,2407462,2,44,29567
658,2014,27,2407462,3,56,29567
659,2014,27,2407462,4,63,34255
660,2014,27,2407463,1,41,60044
661,2014,27,2407463,0,44,39152
662,2014,27,2407463,1,65,60044
663,2014,27,2407463,2,76,51275
664,2014,27,2407465,1,17,45090
665,2014,27,2407465,0,26,41678
666,2014,27,2407465,-1,31,41708
667,2014,27,2407465,-2,36,44484
668,2014,27,2407465,-3,51,41708
669,2014,27,2407468,1,27,29031
670,2014,27,2407468,2,54,39574
671,2014,27,2407468,1,69,54141
672,2014,27,2407468,0,82,46081
673,2014,27,2407469,1,37,40563
674,2014,27,2407461,-1,36,51570
675,2014,27,2407466,1,68,46921
676,2014,27,2407466,2,88,48635
677,2014,28,2407474,1,75,26794
678,2014,28,2407474,0,83,46921
679,2014,28,2407470,1,15,51570
680,2014,28,2407470,2,66,51570
681,2014,28,2407470,3,82,39317
682,2014,28,2407472,1,1,37166
683,2014,28,2407472,2,32,44484
684,2014,28,2407472,3,67,46276
685,2014,28,2407472,2,77,48408
686,2014,28,2407473,-1,15,63656
687,2014,28,2407473,-2,60,29567
688,2014,28,2407473,-3,73,64038
689,2014,28,2407473,-2,78,59462
690,2014,28,2407473,-1,90,59462
691,2014,28,2407478,1,48,43606
692,2014,28,2407478,0,52,74860
693,2014,28,2407478,1,60,40918
694,2014,28,2407476,-1,10,54958
695,2014,28,2407476,-2,73,50405
696,2014,28,2407477,1,20,25350
697,2014,28,2407477,2,54,69265
698,2014,28,2407477,1,70,34364
699,2014,28,2407477,2,78,64523
700,2014,28,2407477,1,88,65936
701,2014,28,2407475,1,15,30970
702,2014,28,2407475,0,50,68317
703,2014,28,2407475,1,70,48288
704,2014,28,2407475,0,86,65365
705,2014,28,2407475,1,90,48288
706,2014,29,2407479,1,48,48905
707,2014,29,2407479,2,55,58396
708,2014,29,2407479,3,80,44389
709,2014,29,2407480,1,20,46596
710,2014,29,2407480,2,40,68578
711,2014,29,2407480,3,49,46335
712,2014,29,2407480,4,70,29567
713,2014,29,2407483,-1,38,48418
714,2014,29,2407483,-2,90,37075
715,2014,29,2407487,-1,39,63860
716,2014,29,2407487,-2,45,63860
717,2014,29,2407487,-1,81,51660
718,2014,29,2407487,-2,84,51516
719,2014,29,2407487,-1,90,58107
720,2014,29,2407482,1,7,31579
721,2014,29,2407482,0,22,48288
722,2014,29,2407482,1,73,54727
723,2014,29,2407485,1,84,51072
724,2014,29,2407481,-1,53,79543
725,2014,29,2407481,0,78,59516
726,2014,30,2407491,1,28,60522
727,2014,30,2407491,2,31,60522
728,2014,30,2407489,1,24,58396
729,2014,30,2407489,2,32,44389
730,2014,30,2407492,-1,2,65936
731,2014,30,2407492,0,24,39183
732,2014,30,2407492,-1,83,45090
733,2014,30,2407493,1,24,48288
734,2014,30,2407493,2,27,39152
735,2014,30,2407493,1,58,43169
736,2014,30,2407493,0,85,43169
737,2014,30,2407494,1,11,22646
738,2014,30,2407494,2,19,49504
739,2014,30,2407494,1,25,54727
740,2014,30,2407494,0,69,31579
741,2014,30,2407494,1,71,49504
742,2014,30,2407495,-1,60,68578
743,2014,30,2407495,0,83,80844
744,2014,30,2407488,1,80,27701
745,2014,30,2407496,1,25,39657
746,2014,30,2407496,2,27,34246
747,2014,30,2407496,1,45,68317
748,2014,30,2407496,0,76,66522
749,2014,30,2407490,1,90,41678
750,2014,31,2407497,1,9,28674
751,2014,31,2407497,0,22,39152
752,2014,31,2407497,-1,51,84612
753,2014,31,2407497,0,78,28674
754,2014,31,2407497,1,89,38779
755,2014,31,2407499,1,24,73112
756,2014,31,2407499,2,45,59307
757,2014,31,2407499,1,47,38679
758,2014,31,2407499,0,58,77416
