,Gameday,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
2864,0.382352941176,0.222222222222,0.125,0.0,0.2,0.0,0.0,0.583333333333,0.424242424242,0.45,0.5,0.30303030303,0.314285714286,0.6,0.285714285714,0.166666666667,0.142857142857,0.0,0.0
2865,0.382352941176,0.333333333333,0.125,0.0,0.4,0.0,0.0,0.194444444444,0.636363636364,0.1,0.4375,0.515151515152,0.257142857143,0.1,0.5,0.0,0.142857142857,0.0,0.0
2866,0.382352941176,0.666666666667,0.0,0.0,0.4,0.0,0.0,0.583333333333,0.272727272727,0.6,0.125,0.363636363636,0.228571428571,0.35,0.214285714286,0.0,0.285714285714,0.0,0.0
2867,0.382352941176,0.111111111111,0.0,0.0,0.2,0.0,0.0,0.0277777777778,0.212121212121,0.0,0.0,0.787878787879,0.457142857143,0.1,0.214285714286,0.333333333333,0.142857142857,0.0,0.0
2868,0.382352941176,0.0,0.5,1.0,0.0,0.6,1.0,0.5,0.393939393939,0.25,0.375,0.242424242424,0.457142857143,0.3,0.285714285714,0.333333333333,0.142857142857,0.0,0.0
2869,0.382352941176,0.333333333333,0.125,0.0,0.0,0.2,1.0,0.444444444444,0.242424242424,0.3,0.125,0.575757575758,0.714285714286,0.25,0.357142857143,0.333333333333,0.428571428571,0.0,0.0
2870,0.411764705882,0.111111111111,0.375,1.0,0.0,0.4,1.0,0.388888888889,0.393939393939,0.15,0.375,0.636363636364,0.514285714286,0.3,0.214285714286,0.333333333333,0.142857142857,0.0,0.0
2871,0.411764705882,0.333333333333,0.375,0.5,0.4,0.2,0.0,0.5,0.484848484848,0.3,0.5,0.30303030303,0.4,0.4,0.428571428571,0.333333333333,0.142857142857,0.0,0.0
2872,0.411764705882,0.111111111111,0.125,0.5,0.0,0.0,0.5,0.5,0.242424242424,0.3,0.1875,0.272727272727,0.314285714286,0.45,0.357142857143,0.166666666667,0.285714285714,0.0,0.0
2873,0.411764705882,0.444444444444,0.125,0.0,0.4,0.2,0.0,0.388888888889,0.242424242424,0.45,0.1875,0.30303030303,0.371428571429,0.25,0.285714285714,0.166666666667,0.0,0.0,0.0
2874,0.411764705882,0.0,0.0,0.5,0.0,0.0,0.5,0.361111111111,0.515151515152,0.2,0.1875,0.606060606061,0.314285714286,0.2,0.5,0.5,0.285714285714,0.0,0.333333333333
2875,0.411764705882,0.222222222222,0.125,0.0,0.4,0.0,0.0,0.388888888889,0.454545454545,0.4,0.3125,0.69696969697,0.485714285714,0.15,0.5,0.666666666667,0.285714285714,0.0,0.333333333333
2876,0.411764705882,0.222222222222,0.0,0.0,0.4,0.0,0.0,0.666666666667,0.121212121212,0.45,0.0625,0.424242424242,0.371428571429,0.45,0.0714285714286,0.0,0.428571428571,0.0,0.0
2877,0.411764705882,0.0,0.0,0.5,0.0,0.0,0.5,0.25,0.363636363636,0.05,0.125,0.484848484848,0.342857142857,0.2,0.5,0.333333333333,0.142857142857,0.0,0.0
2878,0.411764705882,0.444444444444,0.0,0.0,0.6,0.0,0.0,0.222222222222,0.333333333333,0.2,0.3125,0.636363636364,0.4,0.15,0.285714285714,0.5,0.428571428571,0.0,0.0
2879,0.441176470588,0.333333333333,0.125,0.0,0.0,0.0,0.5,0.361111111111,0.666666666667,0.3,0.375,0.393939393939,0.342857142857,0.15,0.642857142857,0.166666666667,0.285714285714,0.0,0.0
2880,0.441176470588,0.222222222222,0.125,0.0,0.2,0.2,0.5,0.277777777778,0.242424242424,0.2,0.125,0.545454545455,0.428571428571,0.4,0.142857142857,0.166666666667,0.428571428571,0.0,0.333333333333
2881,0.441176470588,0.111111111111,0.375,1.0,0.0,0.2,1.0,0.555555555556,0.333333333333,0.35,0.375,0.575757575758,0.514285714286,0.1,0.214285714286,0.333333333333,0.142857142857,0.0,0.0
2882,0.441176470588,0.333333333333,0.125,0.0,0.0,0.0,0.5,0.722222222222,0.212121212121,0.4,0.0625,0.242424242424,0.371428571429,0.3,0.285714285714,0.166666666667,0.142857142857,0.0,0.0
2883,0.441176470588,0.111111111111,0.25,1.0,0.0,0.2,1.0,0.611111111111,0.424242424242,0.4,0.375,0.424242424242,0.4,0.45,0.357142857143,0.5,0.285714285714,0.0,0.0
2884,0.441176470588,0.111111111111,0.125,0.5,0.2,0.0,0.0,0.333333333333,0.212121212121,0.2,0.125,0.545454545455,0.457142857143,0.2,0.357142857143,0.333333333333,0.285714285714,0.0,0.0
2885,0.441176470588,0.111111111111,0.125,0.5,0.0,0.0,0.5,0.25,0.212121212121,0.1,0.125,0.333333333333,0.514285714286,0.1,0.0714285714286,0.333333333333,0.142857142857,0.0,0.0
2886,0.441176470588,0.0,0.125,1.0,0.0,0.0,0.5,0.611111111111,0.666666666667,0.4,0.5,0.515151515152,0.514285714286,0.35,0.428571428571,0.333333333333,0.571428571429,0.0,0.0
2887,0.441176470588,0.0,0.125,1.0,0.0,0.2,1.0,0.416666666667,0.575757575758,0.15,0.25,0.575757575758,0.257142857143,0.5,0.5,0.666666666667,0.428571428571,0.0,0.0
2888,0.470588235294,0.111111111111,0.125,0.5,0.0,0.2,1.0,0.527777777778,0.151515151515,0.45,0.25,0.333333333333,0.6,0.5,0.285714285714,0.166666666667,0.571428571429,0.0,0.0
2889,0.470588235294,0.555555555556,0.0,0.0,0.2,0.0,0.0,0.388888888889,0.181818181818,0.3,0.125,0.393939393939,0.542857142857,0.2,0.142857142857,0.0,0.285714285714,0.0,0.0
2890,0.470588235294,0.222222222222,0.125,0.0,0.2,0.0,0.0,0.611111111111,0.454545454545,0.3,0.3125,0.515151515152,0.342857142857,0.3,0.357142857143,0.333333333333,0.142857142857,0.0,0.0
2891,0.470588235294,0.0,0.0,0.5,0.0,0.0,0.5,0.166666666667,0.333333333333,0.2,0.125,0.333333333333,0.342857142857,0.25,0.142857142857,0.166666666667,0.142857142857,0.0,0.0
2892,0.470588235294,0.111111111111,0.0,0.0,0.2,0.0,0.0,0.388888888889,0.575757575758,0.25,0.125,0.545454545455,0.542857142857,0.15,0.714285714286,0.166666666667,0.428571428571,0.0,0.0
2893,0.470588235294,0.444444444444,0.125,0.0,0.2,0.2,0.5,0.666666666667,0.0909090909091,0.55,0.125,0.121212121212,0.0857142857143,0.7,0.0714285714286,0.0,0.0,0.0,0.333333333333
2894,0.470588235294,0.0,0.5,1.0,0.0,0.4,1.0,0.277777777778,0.272727272727,0.15,0.3125,0.545454545455,0.342857142857,0.2,0.214285714286,0.666666666667,0.142857142857,0.0,0.0
2895,0.470588235294,0.111111111111,0.125,0.5,0.2,0.0,0.0,0.277777777778,0.363636363636,0.3,0.1875,0.515151515152,0.257142857143,0.3,0.285714285714,0.5,0.285714285714,0.0,0.0
2896,0.470588235294,0.222222222222,0.0,0.0,0.0,0.0,0.5,0.388888888889,0.272727272727,0.4,0.25,0.424242424242,0.628571428571,0.2,0.285714285714,0.333333333333,0.142857142857,0.0,0.0
2897,0.5,0.0,0.125,1.0,0.0,0.2,1.0,0.166666666667,0.606060606061,0.05,0.6875,0.30303030303,0.285714285714,0.25,0.357142857143,0.0,0.0,0.0,0.0
2898,0.5,0.0,0.125,1.0,0.0,0.0,0.5,0.305555555556,0.272727272727,0.15,0.125,0.363636363636,0.514285714286,0.3,0.214285714286,0.333333333333,0.428571428571,0.0,0.0
2899,0.5,0.222222222222,0.0,0.0,0.2,0.0,0.0,0.194444444444,0.151515151515,0.25,0.0,0.424242424242,0.342857142857,0.3,0.142857142857,0.0,0.0,0.0,0.0
2900,0.5,0.333333333333,0.125,0.0,0.4,0.2,0.0,0.25,0.515151515152,0.3,0.4375,0.212121212121,0.285714285714,0.05,0.214285714286,0.166666666667,0.142857142857,0.5,0.0
2901,0.5,0.222222222222,0.125,0.0,0.0,0.2,1.0,0.388888888889,0.424242424242,0.3,0.1875,0.30303030303,0.428571428571,0.3,0.428571428571,0.5,0.142857142857,0.0,0.0
2902,0.5,0.222222222222,0.125,0.0,0.2,0.2,0.5,0.444444444444,0.333333333333,0.3,0.25,0.424242424242,0.571428571429,0.3,0.214285714286,0.5,0.714285714286,0.0,0.0
2903,0.5,0.111111111111,0.0,0.0,0.2,0.0,0.0,0.444444444444,0.545454545455,0.15,0.0625,0.424242424242,0.314285714286,0.15,0.0714285714286,0.166666666667,0.285714285714,0.0,0.0
2904,0.5,0.0,0.125,1.0,0.0,0.0,0.5,0.388888888889,0.515151515152,0.1,0.4375,0.393939393939,0.4,0.2,0.428571428571,0.0,0.285714285714,0.0,0.0
2905,0.5,0.333333333333,0.25,0.0,0.2,0.2,0.5,0.361111111111,0.454545454545,0.25,0.375,0.363636363636,0.571428571429,0.05,0.357142857143,0.166666666667,0.571428571429,0.5,0.0
2906,0.529411764706,0.111111111111,0.25,1.0,0.0,0.2,1.0,0.194444444444,0.606060606061,0.05,0.3125,0.636363636364,0.314285714286,0.1,0.5,0.666666666667,0.285714285714,0.0,0.0
2907,0.529411764706,0.111111111111,0.125,0.5,0.2,0.0,0.0,0.138888888889,0.515151515152,0.15,0.5,0.484848484848,0.428571428571,0.1,0.642857142857,0.333333333333,0.285714285714,0.0,0.0
2908,0.529411764706,0.111111111111,0.0,0.0,0.2,0.0,0.0,0.25,0.212121212121,0.2,0.25,0.636363636364,0.457142857143,0.15,0.0714285714286,0.333333333333,0.285714285714,0.0,0.0
2909,0.529411764706,0.111111111111,0.375,1.0,0.2,0.2,0.5,0.416666666667,0.484848484848,0.2,0.5,0.272727272727,0.371428571429,0.4,0.357142857143,0.0,0.142857142857,0.0,0.0
2910,0.529411764706,0.333333333333,0.25,0.0,0.0,0.2,1.0,0.333333333333,0.545454545455,0.3,0.6875,0.393939393939,0.571428571429,0.15,0.214285714286,0.333333333333,0.0,0.0,0.0
2911,0.529411764706,0.111111111111,0.375,1.0,0.0,0.2,1.0,0.277777777778,0.363636363636,0.15,0.25,0.363636363636,0.285714285714,0.15,0.0714285714286,0.166666666667,0.142857142857,0.0,0.0
2912,0.529411764706,0.111111111111,0.375,1.0,0.2,0.2,0.5,0.555555555556,0.515151515152,0.2,0.375,0.424242424242,0.371428571429,0.65,0.0714285714286,0.166666666667,0.428571428571,0.0,0.0
2913,0.529411764706,0.0,0.0,0.5,0.0,0.0,0.5,0.333333333333,0.333333333333,0.1,0.3125,0.454545454545,0.542857142857,0.3,0.142857142857,0.333333333333,0.428571428571,0.0,0.0
2914,0.529411764706,0.111111111111,0.25,1.0,0.2,0.2,0.5,0.361111111111,0.393939393939,0.25,0.3125,0.393939393939,0.6,0.3,0.285714285714,0.333333333333,0.714285714286,0.0,0.0
2915,0.558823529412,0.222222222222,0.125,0.0,0.0,0.0,0.5,0.666666666667,0.393939393939,0.55,0.3125,0.363636363636,0.4,0.5,0.285714285714,0.166666666667,0.428571428571,0.0,0.0
2916,0.558823529412,0.111111111111,0.0,0.0,0.2,0.0,0.0,0.361111111111,0.363636363636,0.1,0.4375,0.393939393939,0.314285714286,0.4,0.285714285714,0.0,0.285714285714,0.0,0.0
2917,0.558823529412,0.0,0.25,1.0,0.0,0.2,1.0,0.166666666667,0.333333333333,0.1,0.4375,0.393939393939,0.571428571429,0.1,0.642857142857,0.5,0.285714285714,0.0,0.0
2918,0.558823529412,0.333333333333,0.0,0.0,0.2,0.0,0.0,0.388888888889,0.212121212121,0.3,0.125,0.30303030303,0.6,0.3,0.428571428571,0.0,0.428571428571,0.0,0.0
2919,0.558823529412,0.0,0.0,0.5,0.0,0.0,0.5,0.194444444444,0.393939393939,0.1,0.375,0.545454545455,0.228571428571,0.2,0.142857142857,0.333333333333,0.285714285714,0.0,0.0
2920,0.558823529412,0.333333333333,0.375,0.5,0.0,0.4,1.0,0.444444444444,0.363636363636,0.3,0.25,0.575757575758,0.457142857143,0.3,0.428571428571,0.5,0.428571428571,0.0,0.0
2921,0.558823529412,0.222222222222,0.0,0.0,0.2,0.0,0.0,0.805555555556,0.151515151515,0.45,0.125,0.333333333333,0.314285714286,0.5,0.142857142857,0.166666666667,0.142857142857,0.0,0.0
