,Link,Home_Player01,Home_Player02,Home_Player03,Home_Player04,Home_Player05,Home_Player06,Home_Player07,Home_Player08,Home_Player09,Home_Player10,Home_Player11,Away_Player01,Away_Player02,Away_Player03,Away_Player04,Away_Player05,Away_Player06,Away_Player07,Away_Player08,Away_Player09,Away_Player10,Away_Player11
35,677967,362,25272,26110,29683,1618,23586,21998,21698,1666,25031,24314,22067,29616,5002,22652,1056,28494,30514,25274,23859,29757,144
36,677968,22067,29616,28722,30278,1056,28494,23859,26449,29757,23421,29567,26566,26148,22905,22707,26171,24972,6000,1714,21882,22907,22934
37,677969,23621,25181,27621,363,261,294,263,22714,25271,25173,27472,362,25272,26110,246,1618,29683,313,27701,21998,1666,25031
38,677970,22921,26807,31650,27975,25298,1665,1833,71,24618,24843,27558,30711,22019,215,22675,23357,437,25415,202,25301,30194,24378
39,677971,1321,23506,1685,9113,29719,512,235,1654,30895,26483,28615,404,22689,29763,27327,152,22054,29338,24762,24058,30755,27744
40,677972,1344,28274,242,25553,1131,34255,24850,23504,22814,25733,9079,21382,22832,21471,22824,30521,22928,25869,26604,25266,26912,9039
41,677973,22920,23091,31089,22837,27630,23695,1281,22708,22797,23753,24866,22747,27508,430,25632,307,25475,29324,30054,29781,26228,1185
42,677974,22930,23832,29619,221,22098,22042,24746,33625,27336,463,25041,46,1331,23848,24358,259,224,30648,30893,22587,26539,25496
43,677975,303,28296,1099,1604,34347,33864,24552,25338,30197,1313,34352,95,22807,197,22803,25017,26480,22057,9110,26563,22575,22645
44,677976,213,26536,9076,21801,28129,29722,999,23475,23141,26143,23263,988,9071,29735,26454,26794,1588,23156,21927,24533,23709,27646
45,677679,988,26454,29735,1445,9071,1588,23156,21927,24533,23709,9126,95,22807,197,25017,29034,27515,26480,9110,26144,27823,22645
46,677671,25381,25465,9076,24197,28129,999,367,22632,320,26143,378,22067,27713,5002,25949,384,23859,27457,29757,25274,30176,144
47,677672,303,22823,1604,31157,28296,22682,23209,22664,24552,1313,25338,46,23848,28279,24358,21890,259,224,24806,29700,25496,22838
48,677673,22528,24285,26788,22241,25982,427,22042,24746,22098,27336,25041,153,27812,25632,420,27508,430,25475,1667,1185,26228,27607
49,677675,1344,28274,222,25553,242,1131,24850,23504,22819,28275,25733,404,22689,29763,27327,152,22054,21887,24058,26401,24786,27744
50,677676,1321,24055,23506,9113,1331,1341,26084,30895,26483,24795,287,22806,22556,21734,25003,23357,22675,437,25415,202,24378,22574
51,677677,64,1665,27975,22044,25169,26807,1833,1507,63,24843,27628,362,25204,26110,28,313,510,21998,1666,21698,22802,25031
52,677674,22920,23091,22837,24392,21963,23695,1281,24866,22797,9122,23753,21974,22833,22824,24393,376,1641,25040,28564,29171,9039,26912
53,677678,23621,25181,22714,363,261,294,263,111,25271,24364,27472,1242,1690,22905,21910,9053,6000,22052,1823,21882,24773,22934
54,677680,1242,1690,22905,21910,9053,6000,22052,1714,21882,24773,29846,64,1665,27975,22044,25169,71,1833,21805,1507,63,24843
55,677681,362,25204,26110,28,313,510,368,1666,21998,21698,25031,1321,23506,1685,9113,30895,1341,512,26084,26483,24795,287
56,677684,21974,21471,29516,22824,24393,1641,376,25040,29171,9039,29746,22528,24285,26788,22241,25982,427,22042,24746,22098,27336,25041
57,677686,46,23848,28279,24358,21890,259,24806,224,29700,22838,25496,988,26454,29735,1445,27616,1588,23156,21927,24533,23709,9126
58,677687,95,197,22803,25017,26144,9110,27515,28011,26563,22057,22645,25381,26536,21801,24197,1043,999,367,28129,23141,320,378
59,677688,22067,27713,5002,25949,384,23859,27457,29757,25274,30176,144,23621,25181,22714,363,261,294,263,111,25271,24364,27472
60,677682,22806,22556,21734,25003,23357,22675,437,202,25415,24378,22574,1344,28274,222,25553,242,22814,1131,24850,22819,28275,25733
61,677685,153,27508,27812,25632,420,430,25475,1667,1185,26228,27607,303,30533,1604,31157,22719,22664,28296,22682,25338,1313,465
62,677683,404,22689,29763,27327,152,22054,26401,27789,27744,26682,26128,22920,23777,31089,24392,21963,23695,1281,23091,22797,9122,24866
63,677689,25381,26536,9076,24197,26759,367,999,22632,23141,320,378,23621,25181,22714,27621,26870,294,263,111,25271,24364,25173
64,677690,303,30533,1604,31157,22719,28296,22682,25338,26778,30197,1313,21974,22832,22833,22824,376,1641,29516,25040,26604,25266,9039
65,677692,22920,23777,22837,24392,21963,23695,1281,23091,22797,9122,23753,22806,22556,21734,25003,23357,22675,437,202,25415,22574,24378
66,677693,1344,1131,28274,25553,26109,242,23504,22814,22819,28275,25733,362,313,26110,28,23586,510,21998,21698,1666,22802,25031
67,677694,1321,24055,1685,9113,1331,26084,1341,512,30895,26483,24795,1242,1690,22905,21910,9053,22052,6000,22074,1823,21882,26119
68,677695,64,25314,27975,22044,1665,1833,71,21805,1507,24843,63,22067,27713,5002,25949,384,23859,27457,29757,25274,30176,144
69,677696,95,197,22803,25017,27515,26480,22807,29034,26144,22057,22645,46,23848,28279,27511,21890,259,24806,224,29700,22838,24840
70,677691,22528,24285,26788,221,25982,427,22042,24746,22098,27336,25041,404,22689,29763,27327,152,22054,26401,27789,24589,27744,1757
71,677697,988,26454,29735,1445,30894,1588,23156,21927,24533,23709,9126,153,27812,307,25632,27508,25475,22729,430,420,1185,27607
72,677698,1242,26148,22905,21910,9053,22052,6000,1714,1823,21882,22934,1344,1131,28274,25553,26109,242,23504,22814,22819,25733,28275
73,677699,362,25204,26110,28,23187,510,1666,313,21698,22801,25031,22920,23777,31089,24392,21963,23695,1281,23091,9122,22797,23753
74,677679,988,26454,29735,1445,9071,1588,23156,21927,24533,23709,9126,95,22807,197,25017,29034,27515,26480,9110,26144,27823,22645
75,677671,25381,25465,9076,24197,28129,999,367,22632,320,26143,378,22067,27713,5002,25949,384,23859,27457,29757,25274,30176,144
76,677672,303,22823,1604,31157,28296,22682,23209,22664,24552,1313,25338,46,23848,28279,24358,21890,259,224,24806,29700,25496,22838
77,677673,22528,24285,26788,22241,25982,427,22042,24746,22098,27336,25041,153,27812,25632,420,27508,430,25475,1667,1185,26228,27607
78,677675,1344,28274,222,25553,242,1131,24850,23504,22819,28275,25733,404,22689,29763,27327,152,22054,21887,24058,26401,24786,27744
79,677676,1321,24055,23506,9113,1331,1341,26084,30895,26483,24795,287,22806,22556,21734,25003,23357,22675,437,25415,202,24378,22574
80,677677,64,1665,27975,22044,25169,26807,1833,1507,63,24843,27628,362,25204,26110,28,313,510,21998,1666,21698,22802,25031
81,677674,22920,23091,22837,24392,21963,23695,1281,24866,22797,9122,23753,21974,22833,22824,24393,376,1641,25040,28564,29171,9039,26912
82,677678,23621,25181,22714,363,261,294,263,111,25271,24364,27472,1242,1690,22905,21910,9053,6000,22052,1823,21882,24773,22934
83,677680,1242,1690,22905,21910,9053,6000,22052,1714,21882,24773,29846,64,1665,27975,22044,25169,71,1833,21805,1507,63,24843
84,677681,362,25204,26110,28,313,510,368,1666,21998,21698,25031,1321,23506,1685,9113,30895,1341,512,26084,26483,24795,287
85,677684,21974,21471,29516,22824,24393,1641,376,25040,29171,9039,29746,22528,24285,26788,22241,25982,427,22042,24746,22098,27336,25041
86,677686,46,23848,28279,24358,21890,259,24806,224,29700,22838,25496,988,26454,29735,1445,27616,1588,23156,21927,24533,23709,9126
87,677687,95,197,22803,25017,26144,9110,27515,28011,26563,22057,22645,25381,26536,21801,24197,1043,999,367,28129,23141,320,378
88,677688,22067,27713,5002,25949,384,23859,27457,29757,25274,30176,144,23621,25181,22714,363,261,294,263,111,25271,24364,27472
89,677682,22806,22556,21734,25003,23357,22675,437,202,25415,24378,22574,1344,28274,222,25553,242,22814,1131,24850,22819,28275,25733
90,677685,153,27508,27812,25632,420,430,25475,1667,1185,26228,27607,303,30533,1604,31157,22719,22664,28296,22682,25338,1313,465
91,677683,404,22689,29763,27327,152,22054,26401,27789,27744,26682,26128,22920,23777,31089,24392,21963,23695,1281,23091,22797,9122,24866
92,677689,25381,26536,9076,24197,26759,367,999,22632,23141,320,378,23621,25181,22714,27621,26870,294,263,111,25271,24364,25173
93,677690,303,30533,1604,31157,22719,28296,22682,25338,26778,30197,1313,21974,22832,22833,22824,376,1641,29516,25040,26604,25266,9039
94,677692,22920,23777,22837,24392,21963,23695,1281,23091,22797,9122,23753,22806,22556,21734,25003,23357,22675,437,202,25415,22574,24378
95,677693,1344,1131,28274,25553,26109,242,23504,22814,22819,28275,25733,362,313,26110,28,23586,510,21998,21698,1666,22802,25031
96,677694,1321,24055,1685,9113,1331,26084,1341,512,30895,26483,24795,1242,1690,22905,21910,9053,22052,6000,22074,1823,21882,26119
97,677695,64,25314,27975,22044,1665,1833,71,21805,1507,24843,63,22067,27713,5002,25949,384,23859,27457,29757,25274,30176,144
98,677696,95,197,22803,25017,27515,26480,22807,29034,26144,22057,22645,46,23848,28279,27511,21890,259,24806,224,29700,22838,24840
99,677691,22528,24285,26788,221,25982,427,22042,24746,22098,27336,25041,404,22689,29763,27327,152,22054,26401,27789,24589,27744,1757
100,677697,988,26454,29735,1445,30894,1588,23156,21927,24533,23709,9126,153,27812,307,25632,27508,25475,22729,430,420,1185,27607
101,677698,1242,26148,22905,21910,9053,22052,6000,1714,1823,21882,22934,1344,1131,28274,25553,26109,242,23504,22814,22819,25733,28275
102,677699,362,25204,26110,28,23187,510,1666,313,21698,22801,25031,22920,23777,31089,24392,21963,23695,1281,23091,9122,22797,23753
103,677700,22806,22556,21734,25003,23357,437,22675,202,22574,25301,24378,22528,24285,26788,221,25982,427,22042,24746,22098,27336,25041
104,677702,21974,22832,22833,22824,376,1641,25040,22928,25266,9039,26912,988,26454,29735,1445,9071,1588,23156,21927,24533,23709,9126
105,677703,153,27508,27812,25632,420,430,25475,1667,29781,1185,27607,95,42,22803,25017,27515,22807,26480,9110,26144,22057,27823
106,677705,23621,25181,22714,363,26870,294,263,111,25271,27472,25173,64,25314,27975,22044,31650,1833,24618,21805,25169,63,24843
107,677706,22067,27713,5002,25949,1056,28722,27457,29757,25274,30176,144,1321,24055,29031,9113,29719,26084,512,26483,30895,28615,24795
108,677701,404,22689,29763,27327,152,22054,26401,24589,27744,24786,27967,303,22719,1604,31157,28294,28296,22682,24552,26778,30197,1313
109,677704,46,23848,28279,27511,21890,259,24806,224,29700,25120,24840,25381,9076,26536,24197,999,23475,367,26759,23141,378,26143
110,677707,25381,9076,26536,24197,999,23475,26759,29255,23141,378,26143,64,25314,27975,22044,31650,71,1665,26807,24618,63,24843
111,677709,22528,24285,26788,221,25982,427,22042,26534,27336,27703,25041,362,313,26110,28,23187,120,27701,510,21698,22801,25031
112,677710,22920,23777,31089,24392,21963,23695,1281,23091,9122,22797,24866,1242,26148,22905,21910,9053,6000,22074,22052,1823,22934,21882
113,677711,1344,1131,28274,25553,26109,242,23504,22819,22814,9079,25733,22067,27713,5002,25949,384,28722,27457,23859,1056,29757,30176
114,677713,46,23848,27511,28279,24358,21890,224,24806,29700,25120,24840,153,27812,307,25632,25475,430,22729,420,26228,1185,27607
115,677714,95,22807,22803,25017,29034,27515,28020,26563,9110,22057,22575,21974,22832,22833,22824,376,1641,26604,22928,25266,9039,26912
116,677715,988,26454,29735,1445,9071,21927,30514,23156,24533,27646,9126,404,22689,29763,27327,152,22054,21887,26401,27789,27744,24786
117,677708,303,241,1604,31157,28296,22682,26778,25338,24552,30197,1313,22806,22556,21734,25003,23357,437,22675,202,25415,26570,24378
118,677712,1321,24055,1685,9113,29719,512,26084,26483,30895,287,28615,23621,25181,22714,363,26870,294,263,111,25271,24364,27472
119,677717,362,313,26110,28,23187,120,1666,510,21698,24314,25031,303,241,1604,31157,28296,22719,22682,25338,30197,25278,1313
120,677718,22806,22556,21734,25003,23357,22675,437,202,25415,30865,24378,988,26454,29735,1445,9071,21927,23156,27616,24533,27646,9126
121,677719,404,22689,29763,29338,26401,22054,21887,24589,27744,26682,26128,95,22807,22803,25017,29034,27515,28020,9110,26563,22575,22057
122,677720,21974,22832,22833,22824,376,1641,25040,22928,26604,9039,25266,46,27511,28279,24358,21890,23848,29700,24806,1759,25120,24840
123,677721,153,25475,27812,25632,420,430,307,29781,1185,27607,26228,213,1043,9076,26536,24197,999,23475,26143,23141,22888,378
124,677723,23621,25181,22714,363,26870,294,263,111,25271,27472,24364,1344,28274,26564,26109,242,24850,1131,22814,22819,28275,25733
125,677724,22067,23859,5002,22652,384,28722,27457,29757,1056,23421,30176,22920,23777,31089,24392,21963,23695,1281,23091,22797,9122,24866
126,677716,1242,1690,22905,21910,26171,28329,6000,1823,22052,21882,22934,22528,24285,26788,221,25982,427,22042,26534,27336,27703,25041
127,677722,64,25314,27975,22044,1665,31650,1833,63,1507,24843,27558,1321,24055,1685,9113,1331,512,29719,31095,26483,30895,287
128,677725,25381,9076,26536,24197,1043,23475,28129,23141,320,26143,378,1321,23506,1685,9113,29719,512,26084,30895,26483,31095,287
129,677726,303,241,1604,31157,28296,22682,24552,25338,30197,25278,1313,1242,26148,22905,21910,9053,22052,28329,6000,1823,21882,22934
130,677727,22528,24285,26788,221,25982,427,22098,24746,27336,27703,25041,22067,29616,5002,22652,1056,28722,27457,29757,23859,30176,144
131,677729,1344,1131,28274,222,26109,242,23504,22814,22819,28275,25733,64,25314,27975,22044,30896,31650,1833,1507,63,27558,24843
132,677730,153,27508,27812,25632,420,25475,307,29781,1185,27607,26228,21974,22832,22833,22824,21471,1641,25040,22928,26604,25266,9039
133,677731,46,23848,28279,24358,259,24806,21890,224,1759,25120,24840,404,22689,29763,27327,152,21887,26401,24762,24786,30755,26128
134,677733,988,9071,29735,1445,26794,23156,21927,27616,24533,9126,23709,362,374,26110,28,313,23586,510,21998,1666,21698,25031
135,677728,22920,23091,31089,24392,21963,23695,1281,31101,9122,22797,24866,23621,25181,22714,363,26870,294,263,111,25271,27472,24364
136,677732,95,28307,197,25017,29034,27515,22807,9110,26563,22057,22575,22806,22556,21734,25003,23357,22675,437,25415,30865,24378,26570
137,677734,1242,1690,22905,22707,9053,22052,28329,6000,1823,22934,26119,988,9071,29735,26454,27616,1588,23156,21927,24533,23709,26356
138,677735,362,374,26110,28,313,23586,27701,510,21998,1666,25031,95,22807,22803,25017,29034,26144,27515,9110,22575,22057,22645
139,677736,22806,22556,21734,22028,23357,437,22675,202,30865,22574,24378,46,23848,23766,27511,28279,29700,30893,24806,24840,25496,25120
140,677739,1321,23506,1685,9113,29719,512,26084,1654,30895,26483,287,1344,222,25553,1131,26109,242,23504,22819,22814,28275,25733
141,677740,64,25314,27975,63,25169,31650,1833,24618,1507,24843,27558,22920,23091,31089,24392,21963,23695,1281,22797,31101,9122,24866
142,677741,23621,25181,22714,363,26870,294,263,111,25271,27472,24364,22528,24285,26788,221,25982,427,26534,27703,24746,22098,25041
143,677742,22067,23859,5002,22652,1056,27457,28722,29757,25274,30176,144,303,241,1604,28296,22719,22823,31157,23209,26778,30197,25278
144,677737,404,22689,29763,27327,152,26401,21887,24762,24058,24786,26128,153,27508,27812,25632,420,25475,430,29781,26228,1185,27607
145,677738,21974,22832,22833,22824,21471,29516,25040,22928,26604,25266,9039,25381,9076,26536,24197,25465,1043,23475,26759,23141,23263,378
146,677743,25381,9076,26536,24197,26759,999,23475,25465,23141,23263,378,1344,28274,222,25553,1131,26109,26389,22819,22814,25733,28275
147,677745,22930,22241,26482,221,22098,427,22042,24746,27703,27336,25041,64,25314,31650,27975,25298,1665,1833,71,63,24843,27558
148,677746,22920,23777,31089,24392,21963,23695,1281,23091,22797,9122,24866,1321,23506,1685,9113,29719,512,26084,1654,26483,30895,287
149,677747,21974,24393,22833,22824,21471,29516,25040,22928,26604,29746,25266,404,22689,29763,27327,152,26401,22054,24762,24058,24786,26128
150,677748,153,27508,27812,307,420,25475,430,29781,1185,27607,26228,22806,22556,21734,30898,23357,22675,437,25415,202,22574,24378
151,677749,46,23848,23766,27511,30893,28279,24806,29700,24840,22838,25496,362,374,246,28,313,25272,23586,27701,510,22801,25031
152,677751,988,9071,29735,1588,26794,30798,21927,27616,24533,23709,9126,22067,28494,23859,30278,1056,27457,28722,29757,30176,23421,144
153,677744,303,241,31157,1604,22719,28296,23209,25338,24552,30197,1313,23621,25181,22714,363,26870,294,24849,111,25271,25173,27472
154,677750,95,28020,22803,25017,29034,27515,9110,26563,22057,22575,22645,1242,1690,22905,22707,9053,21882,28329,6000,1823,26119,22934
155,677753,362,25204,26110,246,313,25272,23586,510,27701,24314,25031,153,27508,27812,25632,420,25475,430,29781,1185,27607,26228
156,677754,22806,22556,21734,22028,23357,437,22675,25400,202,24378,22574,21974,22832,22833,22824,22102,29516,25040,22928,25266,29746,26912
157,677755,404,24058,29763,27327,152,22054,26401,24762,1757,26128,27744,25381,26536,9076,24197,26759,25465,999,23475,23141,378,23263
158,677757,1321,23506,29031,1685,29719,1341,26084,1654,26483,30895,287,22930,22241,26482,221,25982,26534,22042,22098,24746,27336,25041
159,677752,1242,26148,22905,22707,26171,22074,22052,28329,1823,21882,22934,46,23848,23766,27511,21890,24806,1759,29700,224,24840,25496
160,677756,1344,28274,222,25553,242,26109,1131,22819,22814,25733,9079,22920,23777,31089,24392,21963,23695,1281,23091,22797,9122,24866
161,677758,64,25314,31650,27975,25298,1665,1833,71,63,24843,27558,303,241,31157,1604,28296,22719,23209,25338,24552,465,30197
162,677759,23621,25181,27055,363,26870,294,263,111,25271,25173,27472,988,22169,29735,1588,26794,9071,21927,27616,24533,23709,9126
163,677760,22067,29616,5002,30278,1056,27457,28722,29757,23859,30176,144,95,28020,22803,197,29034,27515,9110,26563,22057,22645,22575
164,677762,303,241,174,22719,23209,28296,26778,25338,24552,30197,1313,1321,23506,29031,1685,29719,512,1654,31095,30895,26483,28615
165,677763,22930,22241,29619,221,25982,22042,26534,22098,24746,27336,25041,1344,24972,28274,222,26109,242,23504,24850,1131,9079,25733
166,677764,404,22689,29763,27327,152,22054,26401,24762,24058,1757,26128,22806,22556,22675,22028,23357,25415,437,25400,202,22574,24378
167,677765,21974,22832,22833,21471,376,29516,25040,22928,25266,9039,29746,362,25204,26110,246,23187,25272,23586,1666,21698,25031,24314
168,677766,153,25475,27812,25632,420,430,307,29781,1185,27607,26228,1242,26148,22905,22707,9053,28329,22074,22052,1823,26119,22934
169,677768,95,22807,22803,25017,29034,27515,9110,26563,22057,22645,22575,23621,25181,363,27055,26870,294,24849,24967,25271,24364,27472
170,677769,988,22169,29735,1588,9071,26794,25463,21927,24533,23709,9126,64,25314,31650,27975,25298,1665,1833,71,63,24843,27558
171,677761,25381,26536,9076,23475,28129,999,1043,23141,29255,23263,378,22920,23091,31089,24392,21963,23695,1281,26351,22797,9122,24866
172,677767,46,23848,23766,27511,224,24806,28279,29700,24840,25120,22838,22067,29616,28722,22652,1056,27457,25274,29757,23859,30176,144
173,677770,1242,1690,22905,22707,9053,6000,21882,22052,1823,22934,26119,21974,22832,22833,22824,376,29516,25040,22928,25266,29746,9039
174,677771,362,374,246,29683,313,1666,23586,27701,510,24314,25031,404,22689,29763,27327,152,22054,26401,24058,24762,26128,1757
175,677772,22806,22556,21734,25003,22028,437,22675,202,22574,26570,24378,25381,26536,9076,21801,28129,999,23475,320,23141,29255,23263
176,677773,22920,23777,31089,24392,21963,23695,1281,23091,22797,9122,24866,22930,22241,29619,221,25982,22042,26534,22098,24746,27336,25041
177,677774,1344,24972,29041,25553,26109,242,22819,22814,1131,28275,25733,303,23209,241,31157,33864,28296,22682,25338,24552,30197,1313
178,677775,1321,24055,29031,9113,29719,512,31095,1654,30895,26483,28615,988,9071,29735,1588,26794,21927,25463,23156,24533,23709,9126
179,677776,64,25314,31650,27975,25298,1665,1833,71,63,27558,24843,95,22807,197,22803,9110,27515,26144,26563,22057,22645,22575
180,677777,23621,25181,22714,363,26870,294,263,111,25271,25173,27472,46,23848,28279,24358,224,24806,30648,29700,24840,25120,25496
181,677779,25381,26536,9076,21801,28129,999,23475,29255,23141,23263,378,22930,26482,29619,221,28457,26534,22042,22098,24746,27336,25041
182,677780,303,241,1604,23209,33864,28296,22682,24552,25338,465,1313,22920,22858,23777,24392,21963,23695,1281,23091,22797,9122,24866
183,677782,404,22689,29763,27327,152,22054,26401,24762,24058,26128,1757,1242,1690,22905,22707,9053,22052,1714,6000,1823,26119,22934
184,677783,21974,22832,22833,22824,376,24790,25040,22928,25266,9039,29746,22067,30278,28722,22652,1056,27457,25274,23859,29757,30176,144
185,677784,153,27508,27812,25632,420,22729,430,25475,26228,1185,27607,23621,263,22714,363,26870,294,24967,24849,25271,25173,27472
186,677786,95,22807,197,22803,29034,27515,9110,26563,22057,22575,22645,1321,24055,29031,9113,29719,512,31095,1654,30895,26483,28615
187,677787,988,9071,29735,1588,26794,21927,25463,23156,24533,23709,9126,1344,24972,222,25553,26109,242,23504,1131,22814,9079,25733
188,677781,22806,22556,21734,25003,22028,25415,437,202,22574,26570,24378,362,25272,26110,246,313,23586,1666,510,27701,24314,25031
189,677785,46,23848,28279,24358,24806,30893,224,29700,22838,24840,25496,64,25314,31650,27975,25298,1665,1833,71,24618,63,27558
190,677788,1242,1690,22905,22707,26171,1714,6000,22052,1823,22934,26119,22806,22556,21734,25003,22028,437,25415,22574,202,26570,24378
191,677789,362,25272,26110,246,313,23586,1666,27701,510,24314,25031,25381,26536,9076,24197,28129,999,3009,23475,1490,23141,26143
192,677790,22930,26482,29619,221,25982,22042,26534,22098,24746,29460,27336,303,28296,241,1604,23209,31157,22682,24552,25338,465,1313
193,677791,22920,23091,23777,24392,21963,23695,1281,26351,22797,9122,24866,988,9071,29735,1588,26794,21927,25463,23156,24533,23709,9126
194,677792,1344,1131,28274,25553,26109,242,23504,22819,22814,9079,25733,95,42,22803,25017,29034,26480,22057,9110,26563,22575,22645
195,677793,1321,29031,9113,24055,30895,512,1654,235,26483,28615,287,46,21890,23848,23766,259,28279,224,24806,29700,25120,24840
196,677795,23621,22714,27055,363,26870,294,27621,111,25271,25173,24364,21974,22832,22833,21471,22824,24790,25040,22928,25266,29746,9039
197,677794,64,25314,31650,27975,25298,1665,1833,71,24618,63,27558,153,27508,27812,25632,420,22729,430,25475,26228,1185,27607
198,677796,22067,5002,28722,22652,1056,27457,25274,23859,29757,144,30176,404,22689,29763,27327,152,22054,26401,24762,24058,26128,1757
199,677797,25381,26536,9076,21801,28129,999,23475,23141,29255,23263,378,303,28296,241,31157,28294,26778,22682,25338,24552,465,1313
200,677798,362,374,26110,29683,313,23586,1666,21698,368,25031,24314,1242,1690,22905,22707,26171,22052,6000,1714,1823,26119,22934
201,677799,22806,22556,21734,25003,23357,22675,25415,25400,26570,30865,24378,22067,27713,5002,22652,384,28722,27457,23859,29757,1056,144
