,Link,Home_Player01,Home_Player02,Home_Player03,Home_Player04,Home_Player05,Home_Player06,Home_Player07,Home_Player08,Home_Player09,Home_Player10,Home_Player11,Away_Player01,Away_Player02,Away_Player03,Away_Player04,Away_Player05,Away_Player06,Away_Player07,Away_Player08,Away_Player09,Away_Player10,Away_Player11
202,677801,21974,22832,22833,22824,376,24790,25040,22102,25266,9039,29746,64,25314,31650,27975,25298,1665,1833,71,24618,63,27558
203,677802,153,25961,25632,22729,25475,430,307,420,29781,27607,26228,1321,24055,29031,9113,29719,512,26084,1654,30895,26483,28615
204,677803,46,21890,23848,23766,259,28279,24806,224,29700,25120,22838,1344,28274,222,25553,1131,26109,242,24850,9079,22814,25733
205,677805,988,26454,29735,1588,9071,21927,25463,23156,24533,23709,9126,22930,26482,29619,221,25982,26534,22042,22098,24746,25041,29460
206,677800,404,22689,29763,27327,26401,22054,21887,24762,24058,26128,1757,23621,25181,22714,363,26870,294,24967,263,25271,25173,27472
207,677804,95,26144,22803,25017,29034,27515,9110,26563,22057,22575,22645,22920,23777,31089,24392,21963,23695,1281,23091,22797,9122,24866
208,677807,303,241,31157,1604,28296,22682,23209,24552,25338,30197,1313,988,26454,29735,1588,9071,21927,25463,23156,24533,26356,23709
209,677809,22920,23777,31089,24392,21963,23695,1281,23091,22797,9122,24866,46,21890,23848,24358,259,28279,224,24806,29700,25120,24840
210,677810,1344,28274,222,25553,1131,26109,24972,22819,24850,25733,9079,153,27508,27812,307,420,430,25475,1667,29781,27607,1185
211,677811,1321,23506,29031,9113,29719,1341,260,1654,30895,26483,28615,21974,22833,22824,376,22928,29516,24790,30521,26604,26912,9039
212,677812,64,26807,25314,27975,25298,1665,1833,71,24618,24843,27558,404,22689,29763,27327,152,22054,26401,24762,24058,1757,26128
213,677813,23621,25181,22714,363,26870,294,24967,263,25271,25173,27472,22010,22556,21734,25003,23357,22675,30865,25400,26570,22574,30194
214,677814,22067,27713,28722,22652,1056,23859,27457,29757,25274,30176,144,362,25272,26110,246,313,23586,1666,510,27701,25031,24314
215,677806,213,999,9076,21801,28129,3009,23475,29255,23141,23263,378,1242,26148,22905,22707,26171,22052,1714,6000,1823,22934,21882
216,677808,22930,26482,29619,221,25982,33625,22042,22098,24746,27336,25041,95,26144,22803,25017,29034,27515,9110,26563,22057,22645,22575
217,677815,1242,1690,22905,22707,9053,22052,6000,1823,21882,26681,22934,22067,23859,30278,22652,1056,28722,28494,30176,29757,25274,144
218,677816,362,374,26110,29683,23187,23586,1666,510,21698,24314,25031,23621,22714,363,27055,25181,263,26870,24967,25271,25173,27472
219,677817,22806,22556,21734,25003,23357,22675,437,202,30865,22574,24378,64,30896,31650,27975,25298,26807,1833,71,24618,27558,63
220,677818,404,22689,29763,27327,152,22054,26401,24762,24058,26128,1757,1321,23506,29031,1685,29719,512,260,1654,30895,26483,28615
221,677821,46,21890,23848,24358,259,28279,25496,224,29700,25120,24840,22930,26788,29619,26482,22098,33625,22042,26534,24746,25041,27336
222,677822,95,26144,22803,25017,9110,22807,27515,26563,22057,22645,22575,303,28296,31157,1099,28294,33864,26778,23209,24552,465,1313
223,677823,988,22169,29735,26454,9071,26794,21927,27616,23156,23709,27646,213,1043,9076,26536,28129,999,23475,23141,26143,29255,378
224,677819,23826,22833,22824,376,22832,25040,24790,22928,26604,29746,9039,1344,28274,222,25553,23504,242,24850,26109,1131,9079,25733
225,677820,153,27508,27812,25632,420,25475,430,29781,1185,27607,26228,22920,23777,31089,24392,21963,25172,1281,23091,22797,9122,24866
226,677830,362,313,26110,246,1618,23586,510,21698,368,24314,25031,64,30896,22044,27975,25298,1665,1833,27476,63,27558,24843
227,677824,22067,27713,28722,22652,1056,23859,27457,29757,25274,30176,144,213,26536,9076,21801,1738,999,3009,23475,1043,26143,22888
228,677825,46,21890,23848,24358,259,30893,24806,28279,29700,25120,24840,303,28296,25431,31157,34347,1099,25338,23209,24552,1313,34352
229,677826,153,27508,27812,25632,420,25475,430,29781,26494,27607,26228,22930,23832,221,22241,22098,22042,33625,26534,28465,25041,463
230,677827,21382,24393,24523,22824,30521,25869,22928,127,26604,9039,29746,22920,23091,31089,22837,24392,23695,1281,23753,22797,9122,24866
231,677831,1242,1690,22905,22707,9053,24972,6000,22052,1823,22934,26119,23621,27055,27621,363,263,294,261,24967,25271,27472,25173
232,677832,95,26144,22803,25017,29034,27515,22057,9110,26563,22575,22645,988,22169,29735,1445,26794,21927,25463,23156,24533,9126,23709
233,677828,404,22689,29763,27327,26401,22054,21887,24762,27744,1757,26128,1344,1131,28274,222,26109,242,23504,22814,22819,9079,25733
234,677829,22010,22556,21734,25003,23357,22675,437,202,22574,26570,24378,1321,23506,1685,9113,29719,512,26084,1654,30895,26483,28615
235,677833,64,25314,22044,27975,25298,1665,21805,71,24618,24843,63,1242,26148,22905,22707,9053,22052,24972,6000,1823,22934,26681
236,677835,1344,1131,28274,222,26109,242,23504,22814,22819,9079,25733,22010,25415,21734,25003,22028,22675,437,25400,22574,24378,26570
237,677836,22920,23091,22837,24392,30014,23695,31089,22708,22797,9122,24866,404,22689,29763,27327,34365,21887,22054,26401,24762,27744,1757
238,677837,22930,24285,221,22241,22098,22042,33625,26534,26073,463,25041,21382,24393,24523,22833,30619,25869,22928,127,25875,9039,29746
239,677838,303,28296,25431,31157,34347,22682,22664,23209,24552,25338,1313,153,22729,27812,25632,420,25475,430,29766,26228,1185,26494
240,677840,213,26536,9076,21801,1738,999,23475,3009,23141,23263,26143,95,22803,25017,26144,29034,27515,9110,22057,26563,22575,22645
241,677841,23621,25181,27055,363,261,263,24967,27621,25271,25173,27472,1669,27713,28722,22652,1056,27457,28494,23859,29757,144,23421
242,677834,1321,23506,1685,9113,512,26084,30895,1654,26483,260,28615,362,510,26110,246,313,23586,1666,27701,368,24314,25031
243,677839,988,22169,29735,1445,26794,1588,25463,23156,24533,23709,9126,46,21890,23848,24358,259,28279,30893,224,29700,25496,25120
244,677842,23621,25181,22714,363,1762,263,294,111,25271,25173,27472,213,26536,9076,21801,1738,999,3009,23475,320,26143,23263
245,677844,404,22689,29763,27327,34365,26401,22054,24762,27744,1757,27236,22930,22241,29619,221,22098,22042,33625,26534,26073,463,25041
246,677845,22010,22556,21734,22675,23357,437,25400,202,22574,26570,24378,22920,23091,22837,24392,27630,23695,1281,23949,22797,9122,24866
247,677846,362,510,26110,246,313,1666,23586,27701,21698,25031,29270,1344,1131,28274,222,26109,242,23504,22814,22819,25733,9079
248,677847,1242,26148,22905,22707,9053,22052,24972,6000,1823,21882,22934,1321,23506,1685,9113,29719,512,26084,1654,30895,235,28615
249,677848,1669,27713,5002,22652,1056,28494,30514,25274,29757,144,23421,64,25314,31650,27975,25298,1665,21805,71,1833,63,27558
250,677849,46,1331,23848,24358,259,28279,30893,29700,22587,25120,24840,95,26144,28011,25017,28307,27515,26480,26563,27823,22645,22575
251,677843,21382,24393,24523,22824,30521,25869,22928,127,25875,9039,29746,303,28296,25431,31157,34347,22682,23209,22664,24552,25338,1313
252,677850,153,22729,25961,27812,420,25475,430,307,26494,1185,26228,988,9071,26454,1445,27616,1588,23156,21927,24533,23709,9126
253,677853,22930,23832,29619,221,22098,22042,33625,26534,26073,463,25041,22010,22556,21734,22675,23357,25415,437,25400,30865,26570,24378
254,677854,303,28296,241,31157,34347,22664,22682,24552,25338,1313,34352,404,22689,29338,27327,34365,22054,21887,26401,24762,1757,27236
255,677855,988,9071,29735,26454,27616,1588,23156,21927,24533,23709,30611,21382,24393,24523,22824,30521,25869,22928,127,26604,29746,9039
256,677856,95,22807,197,28011,29034,26480,9110,26563,22057,22575,22645,153,22729,25961,27812,420,430,25475,29324,30054,1185,27607
257,677857,213,26536,9076,24197,1738,3009,23475,1043,26143,320,23263,46,21890,23848,27511,1331,24806,30893,29700,224,22587,24840
258,677858,64,25314,31650,27975,25298,26807,21805,71,1833,63,27558,23621,22714,27621,1762,25181,294,261,24967,263,25271,24364
259,677859,1321,1685,9113,23506,30895,512,1341,260,1654,235,28615,1669,27713,30278,22652,1056,30514,28722,26449,29757,23859,30176
260,677851,1344,1131,28274,222,26109,242,23504,22814,25345,25733,9079,1242,26148,22905,22707,26171,1714,6000,24972,21882,22907,22934
261,677852,22920,23777,22837,24392,27630,23695,1281,23091,23949,9122,24866,362,313,26110,246,1618,1666,25272,23586,510,29270,25031
262,677860,64,25314,31650,27975,25298,1665,1833,71,24618,63,27558,213,26536,9076,24197,1738,999,3009,23475,320,26143,23263
263,677861,22010,22556,21734,25003,23357,25415,437,25400,30865,26570,24378,303,241,25431,31157,23209,28296,22682,26778,24552,25338,25278
264,677862,362,25272,26110,246,1618,29683,313,21698,368,24314,25031,22930,23832,29619,221,22098,22042,33625,26534,26073,463,25041
265,677863,1242,26148,22905,22707,9053,22052,6000,24972,1823,26119,26472,22920,23777,22837,24392,27630,23695,1281,23091,23949,9122,24866
266,677864,1669,27713,28722,25949,1056,27457,28494,23859,29757,23421,30176,1344,1131,29041,222,26109,242,23504,22819,22814,25733,9079
267,677866,153,27508,27812,25632,307,25475,430,29781,1185,27607,26228,46,1331,23848,27511,259,28279,224,29700,22587,22838,24840
268,677868,404,22689,29338,27327,21887,22054,26401,24762,24058,1757,27236,988,9071,29735,26454,27616,1588,23156,21927,24533,27646,30611
269,677865,23621,25181,27621,363,22714,294,24967,263,25271,25173,27472,1321,24055,1685,9113,29719,512,26084,30895,1654,26483,24795
270,677867,21382,24393,24523,22824,30521,25869,22928,127,25875,26912,9039,95,30610,28011,25017,29034,27515,9110,26480,22057,22575,22645
271,677869,22930,23832,29619,221,22098,22042,24746,26534,26073,463,25041,1242,26148,22905,22707,9053,22052,24972,6000,1823,26472,26119
272,677870,29740,28296,25431,31157,34347,33864,22664,24552,25338,23209,30197,362,25272,26110,246,1618,29683,313,21698,21998,24314,25031
273,677871,988,9071,29735,26454,26794,1588,21927,27616,24533,23709,27646,22010,22556,21734,25003,23357,25415,437,30865,25400,26570,24378
274,677873,46,23766,24358,259,1331,24806,28279,29700,22587,22838,25496,21382,24393,24523,22824,30521,25869,22928,127,25040,25875,9039
275,677874,213,26536,9076,24197,1738,999,3009,23475,320,26143,23263,153,27508,27812,25632,420,25475,430,307,29781,27607,26228
276,677875,1321,23506,1685,9113,512,26084,30895,1654,260,26483,24795,64,25314,31650,27975,25298,1665,1833,71,24618,63,27558
277,677877,22920,23091,31089,24392,21963,23695,1281,9122,22797,23949,24866,1669,27713,5002,25949,1056,27457,28494,23421,29757,23859,30176
278,677872,95,30610,22803,25017,29034,26480,9110,26563,22057,22645,27823,404,22689,29338,27327,34365,22054,21887,24762,27744,1757,25410
279,677876,1344,1131,29041,28274,26109,242,23504,22814,22819,9079,25733,23621,25181,27621,363,22714,294,24967,263,25271,25173,27472
280,677879,1242,26148,22905,22707,26171,22052,6000,24972,1823,26119,22934,303,34347,25431,31157,28294,22664,22682,26778,24552,23209,25338
281,677881,23621,25181,27621,363,22714,294,263,24967,25271,27472,25173,22920,23777,22837,24392,21963,31089,1281,23091,22797,9122,34341
282,677882,22921,25314,22044,27975,25298,26807,1833,71,63,25206,27558,1344,29041,242,26109,1131,34255,22814,22819,23504,9079,25733
283,677883,21382,24393,24523,21471,30521,25869,22928,127,25040,25875,9039,153,27508,25961,25632,307,430,25475,29781,26228,27607,1185
284,677884,404,24310,29763,27327,152,22054,26401,24762,27744,24786,26128,46,1331,23848,23766,259,24806,28279,26539,25496,22587,25120
285,677885,22806,22556,21734,25003,23357,437,25415,25400,30865,26570,24378,95,22807,22803,25017,29034,27515,9110,26563,22057,22575,22645
286,677886,362,25272,26110,246,27701,29683,313,510,1666,25031,24314,988,9071,29735,26454,26794,1588,23156,21927,24533,23709,27646
287,677878,1321,23506,1685,9113,512,26084,235,30895,26483,260,24795,213,26536,21801,24197,1738,3009,999,23141,320,29255,26143
288,677880,1769,23859,28722,25949,1056,28494,27457,30514,29757,23421,30176,22930,23832,29619,221,22098,22042,24746,26534,27336,463,26073
289,677887,988,22169,29735,1445,26794,1588,23156,21927,24533,27646,9126,1242,26148,22905,22707,26171,1823,24972,6000,22052,22907,26119
290,677889,46,1331,23848,23766,259,24806,28279,26539,22587,25496,24840,22806,22556,25003,22028,23357,215,437,25400,202,24378,30194
291,677890,153,27508,27812,25632,307,430,25475,29324,30054,27607,26228,404,22689,29763,27327,29338,26401,22054,21887,24762,24786,27744
292,677891,213,26536,9076,24197,1738,3009,999,23475,29749,23263,26143,21382,24393,24523,21471,30521,25869,22928,127,25040,9039,29746
293,677892,1344,1131,29041,26109,31116,242,24850,22819,23504,22814,9079,1321,23506,1685,9113,29719,512,26084,235,30895,26483,24795
294,677893,22920,23777,22837,24392,21963,23695,1281,23091,23949,9122,24866,22921,25314,31650,27975,30896,26807,1833,71,63,25206,27558
295,677895,303,25431,31157,23209,1099,28294,22664,30197,25338,1313,34352,1769,23859,25949,22652,1056,27457,28494,30514,29757,30176,144
296,677888,95,22807,22803,25017,29034,26480,9110,26563,22057,22575,22645,362,25272,26110,29683,1618,23586,313,21998,1666,24314,29270
297,677894,22930,23832,29619,221,22098,22042,24746,26534,26073,463,25041,23621,25181,27621,363,22714,294,263,24967,25271,27472,25173
298,677896,1344,34255,29041,242,26109,1131,23504,22814,22819,9079,25733,213,26536,9076,24197,1738,999,3009,23475,320,29255,26143
299,677898,22921,26807,31650,27975,25298,1665,1833,71,63,25206,27558,22930,26788,29619,23832,22098,22042,24746,26534,26073,25041,463
300,677899,1321,23506,29031,9113,29719,512,26084,1654,235,26483,28615,22920,23777,22837,24392,21963,23695,1281,23091,23949,9122,24866
301,677900,404,22689,29763,27327,34365,29338,24058,24310,24762,27236,24786,21382,22832,24523,21471,30619,25869,22928,127,9039,30521,29746
302,677901,22806,22556,25003,22028,23357,215,25400,202,30194,22574,24378,153,27508,25961,27812,307,430,25475,29324,30054,27607,26228
303,677902,362,25272,26110,246,1618,29683,21998,21698,1666,24314,25031,46,1331,23848,23766,259,24806,28279,26539,22587,25496,24840
304,677904,1769,25949,28722,22652,27457,23859,30514,25274,1056,29757,23421,988,9071,29735,26454,27616,1588,23156,21927,24533,9126,27646
305,677897,23621,25181,1762,363,22714,294,24849,24967,25271,27472,25173,303,25431,1099,31157,26778,22664,33864,24552,25338,30197,1313
306,677903,1242,26148,22905,22707,26171,6000,22052,1823,21882,22907,22934,95,22807,22803,25017,29034,26480,9110,26144,26563,22575,22645
307,677905,46,1331,23848,24358,259,30648,24806,29700,224,25496,24840,1242,26148,22905,22707,26171,6000,22052,1823,22907,21882,22934
308,677906,153,27508,25961,25632,307,430,25475,29324,26494,26228,1185,362,25272,26110,246,1618,29683,510,27701,1666,25031,24314
309,677908,213,26536,9076,24197,1738,999,3009,23475,320,23263,26143,404,22689,29763,27327,29338,22054,26401,24762,24058,27744,1757
310,677909,22920,23777,22837,24392,21963,23695,1281,9122,23949,22708,34392,1344,34255,28274,242,26109,1131,23504,22814,22819,9079,25733
311,677911,303,31157,1099,1604,34347,33864,23209,25338,24552,34352,1313,22921,25314,22044,27975,25298,26807,1833,71,63,24843,25206
312,677912,988,9071,29735,1445,26794,21927,25463,23156,24533,9126,23709,23621,263,1762,363,22714,294,24849,24967,25271,27472,25173
313,677913,95,22807,22803,25017,29034,26480,9110,26563,22057,22575,22645,22067,29616,27713,28722,384,22652,27457,1056,23859,29757,29567
314,677907,21382,22832,24523,21471,30619,25869,22928,127,9039,30521,29746,22806,22556,25003,22028,23357,215,22675,25400,202,24378,30194
315,677910,22930,23832,29619,221,22098,22042,24746,26534,27336,463,26073,1321,23506,29031,9113,512,26084,30895,26483,260,28615,31106
316,677915,1321,23506,29031,1685,30895,512,26084,1654,26483,31106,287,303,30533,1604,1099,34347,22664,33864,25338,24552,1313,34352
317,677916,1344,34255,28274,242,26109,1131,24850,23504,22814,9079,25733,22930,23832,29619,221,22098,22042,33625,26534,27336,28465,26073
318,677917,22806,22556,25003,22028,23357,22675,25415,202,30194,22574,24378,404,22689,29763,27327,29338,22054,26401,24762,24058,27744,25410
319,677918,362,25272,26110,246,1618,29683,313,27701,1666,25031,29270,21382,24393,24523,21471,30619,25040,22928,127,30521,25266,9039
320,677919,1242,26148,22905,22707,26171,6000,22052,1823,21882,22907,22934,153,27508,25961,25632,307,22729,430,25475,29324,30054,1185
321,677921,23621,25181,27621,1762,22714,294,263,24967,25271,27472,25173,95,22807,22803,28011,29034,27515,9110,22057,26563,27823,22645
322,677922,22921,25314,22044,27975,25298,26807,1833,71,24618,30925,27558,988,9071,1445,26454,27616,21927,25463,23156,24533,23709,9126
323,677914,22920,22858,22837,24392,21963,23695,23949,22797,22708,9122,34392,213,26536,9076,21801,1738,999,23475,3009,29255,26143,378
324,677920,22067,29616,28722,22652,1056,27457,28494,23859,29757,23421,29567,46,1331,23848,24358,259,24806,28279,29700,22587,25496,24840
325,677923,21382,24393,22824,21471,30521,22928,127,26604,25875,9039,29746,26566,26148,22905,22707,26171,6000,22052,1823,21882,22907,26119
326,677924,404,22689,29763,27327,152,22054,29338,26401,24762,24058,25410,362,25272,26110,246,313,29683,27701,510,21698,25031,24314
327,677926,22930,23832,29619,221,22098,22042,24746,26534,27336,26073,25041,22920,23777,22837,24392,21963,23695,1281,26351,22797,9122,24866
328,677927,303,30533,31157,33864,1099,28294,22664,25338,24552,1313,34352,1344,1131,28274,25553,26109,242,34255,23504,22814,25733,9079
329,677928,988,9071,29735,1445,26794,21927,25463,23156,24533,27646,9126,1321,23506,1685,9113,29719,512,26084,1654,30895,26483,28615
330,677929,95,22807,197,25017,28011,27515,26144,9110,22575,22057,22645,22921,26807,22044,27975,25298,1665,71,21805,24618,27558,24843
331,677930,46,1331,23848,28279,29700,30648,24806,26539,22587,25496,25120,23621,25181,27621,363,22714,294,263,24967,25271,27472,25173
332,677925,213,9076,21801,26536,1738,999,23475,3009,29255,26143,378,22806,25415,25003,22028,23357,22675,30865,202,30194,24378,25400
333,677932,22930,23832,29619,221,22098,22042,24746,26534,27336,26073,25041,213,25465,9076,21801,28129,999,23475,3009,29255,26143,23263
334,677933,22920,23777,22837,24392,21963,23695,1281,22858,22797,23949,30191,303,31157,1099,30533,34347,33864,26778,24552,30197,1313,465
335,677934,362,25272,26110,29683,1618,23586,510,21698,1666,25031,24314,22806,22556,215,22028,23357,25415,25400,202,30865,30194,25301
336,677935,26566,26148,22905,22707,26171,6000,22052,1823,21882,22907,22934,404,22689,29763,27327,152,22054,26401,24762,24058,27744,25410
337,677937,23621,22714,27621,363,26870,294,263,24967,25271,27472,24364,153,22729,25961,25632,307,25475,430,30054,29324,26228,1185
338,677938,22921,26807,31650,27975,25298,1665,21805,71,24618,24843,27558,46,1331,23848,28279,259,30648,24806,25496,22587,29700,25120
339,677939,1321,23506,1685,9113,29719,512,26084,1654,30895,26483,28615,95,22807,197,25017,9110,26480,27515,26563,22057,22645,22575
340,677936,22067,29616,28722,22652,1056,27457,28494,23859,29757,23421,29567,21382,24393,24523,22824,30521,25869,22928,30619,26604,29746,9039
341,677940,1344,29041,25553,28274,1131,34255,24850,9079,23504,22814,25733,988,22169,29735,26454,9071,21927,25463,23156,24533,23709,9126
342,677941,22010,22556,25003,22028,23357,22675,25415,202,25400,30194,24378,26566,26148,22905,22707,26171,24972,6000,1823,22052,22907,22934
343,677942,213,26536,9076,21801,1738,999,23475,3009,29255,26143,23263,27824,25272,26110,246,1618,23586,510,21698,1666,24314,25031
344,677943,1579,31157,30533,1604,34347,33864,25338,24552,30197,465,34352,22930,33625,29619,23832,25982,22042,24746,26534,27336,26073,25041
345,677944,988,9071,29735,26454,27616,21927,25463,23156,24533,23709,9126,22920,25172,22837,24392,23091,31089,1281,22858,23949,24866,30191
346,677945,26535,22807,22803,25017,28011,26144,26480,22057,26563,9110,22575,1344,1131,28274,25553,26109,242,34255,23504,22814,25733,9079
347,677946,46,1331,23848,28279,259,30648,24806,224,22587,29700,24840,1321,23506,1685,9113,29719,1341,26084,1654,30895,26483,28615
348,677948,21382,24393,21471,22824,30521,22928,25869,26604,127,29746,9039,23621,22714,27621,363,26870,294,24849,24967,25271,27472,25173
349,677947,153,27508,25961,25632,22729,430,25475,29324,26228,1185,27607,22921,25314,31650,27975,25298,1665,21805,71,24618,24843,63
350,677949,404,22689,29763,27327,152,26401,22054,24762,24058,30755,27744,22067,29616,28722,22652,1056,27457,25274,23859,29757,29567,23421
351,677950,303,23209,30533,1604,34347,33864,25338,26778,30197,1313,34352,213,26536,9076,21801,28129,23475,999,1738,23141,23263,26143
352,677951,26566,26148,22905,22707,26171,6000,24972,1823,22907,22052,22934,27824,25272,26110,246,1618,29683,21998,27701,1666,368,25031
353,677952,22067,29616,5002,22652,1056,27457,28494,23859,29757,23421,144,30711,22556,25003,22675,22028,25415,437,202,30865,30194,24378
354,677953,23621,25181,1762,363,26870,294,24967,22714,25271,25173,27472,404,22689,29763,27327,152,26401,22054,24762,24058,30755,27744
355,677955,1321,23506,1685,9113,29719,512,26084,1654,30895,26483,28615,153,27508,25961,25632,307,430,22729,29324,26228,27607,1185
356,677956,1344,34255,29041,28274,31116,242,24850,23504,22814,25733,9079,46,1331,23848,28279,29700,24806,30648,224,22587,25496,24840
357,677957,22920,23777,31089,22837,27630,23695,1281,23091,22797,26351,24866,26535,26144,197,22803,25017,27515,26480,22057,26563,9110,22575
358,677954,22921,26807,31650,27975,25298,1665,1833,71,63,24843,27558,21382,24393,21471,22824,30521,22928,25869,26604,30619,26912,9039
359,677958,22930,23832,29619,221,22098,22042,24746,26534,27336,26073,25041,988,9071,29735,26454,27616,21927,25463,23156,24533,23709,9126
360,677959,26566,26148,21910,22707,26171,24972,6000,1823,21882,22907,22934,213,26536,9076,21801,28129,999,23475,26143,23141,23263,378
361,677960,988,9071,29735,26454,27616,21927,25463,23156,24533,23709,32627,303,31157,30533,1099,23209,22664,34347,25338,24552,34352,465
362,677961,26535,26144,197,22803,9110,26480,27515,26563,22057,22645,22575,22930,23832,29619,221,22098,22042,24746,26534,27336,463,25041
363,677962,46,23766,28279,23848,259,30648,224,24806,29700,22838,25496,22920,23777,31089,22837,21963,23695,1281,23091,22797,23753,30191
364,677963,153,27508,25961,307,22729,430,29324,25475,29781,26228,1185,1344,1131,28274,25553,34255,242,24850,23504,22814,25733,9079
365,677964,21382,22832,21471,22824,30521,25869,22928,25040,26604,29746,9039,1321,23506,1685,9113,29719,512,30895,1654,235,26483,24795
366,677965,404,22689,29763,27327,152,22054,29338,24762,24058,27744,26128,22921,26807,31650,27975,25298,1665,1833,71,24618,24843,63
367,677966,22806,22556,25003,22675,22028,437,25415,25400,202,30194,24378,23621,25181,27055,363,26870,294,263,27472,25271,25173,24364
368,677967,362,25272,26110,29683,1618,23586,21998,21698,1666,25031,24314,22067,29616,5002,22652,1056,28494,30514,25274,23859,29757,144
369,677968,22067,29616,28722,30278,1056,28494,23859,26449,29757,23421,29567,26566,26148,22905,22707,26171,24972,6000,1714,21882,22907,22934
370,677969,23621,25181,27621,363,261,294,263,22714,25271,25173,27472,362,25272,26110,246,1618,29683,313,27701,21998,1666,25031
371,677970,22921,26807,31650,27975,25298,1665,1833,71,24618,24843,27558,30711,22019,215,22675,23357,437,25415,202,25301,30194,24378
372,677971,1321,23506,1685,9113,29719,512,235,1654,30895,26483,28615,404,22689,29763,27327,152,22054,29338,24762,24058,30755,27744
373,677972,1344,28274,242,25553,1131,34255,24850,23504,22814,25733,9079,21382,22832,21471,22824,30521,22928,25869,26604,25266,26912,9039
374,677973,22920,23091,31089,22837,27630,23695,1281,22708,22797,23753,24866,22747,27508,430,25632,307,25475,29324,30054,29781,26228,1185
375,677974,22930,23832,29619,221,22098,22042,24746,33625,27336,463,25041,46,1331,23848,24358,259,224,30648,30893,22587,26539,25496
376,677975,303,28296,1099,1604,34347,33864,24552,25338,30197,1313,34352,95,22807,197,22803,25017,26480,22057,9110,26563,22575,22645
377,677976,213,26536,9076,21801,28129,29722,999,23475,23141,26143,23263,988,9071,29735,26454,26794,1588,23156,21927,24533,23709,27646
378,677679,988,26454,29735,1445,9071,1588,23156,21927,24533,23709,9126,95,22807,197,25017,29034,27515,26480,9110,26144,27823,22645
379,677671,25381,25465,9076,24197,28129,999,367,22632,320,26143,378,22067,27713,5002,25949,384,23859,27457,29757,25274,30176,144
380,677672,303,22823,1604,31157,28296,22682,23209,22664,24552,1313,25338,46,23848,28279,24358,21890,259,224,24806,29700,25496,22838
381,677673,22528,24285,26788,22241,25982,427,22042,24746,22098,27336,25041,153,27812,25632,420,27508,430,25475,1667,1185,26228,27607
382,677675,1344,28274,222,25553,242,1131,24850,23504,22819,28275,25733,404,22689,29763,27327,152,22054,21887,24058,26401,24786,27744
383,677676,1321,24055,23506,9113,1331,1341,26084,30895,26483,24795,287,22806,22556,21734,25003,23357,22675,437,25415,202,24378,22574
384,677677,64,1665,27975,22044,25169,26807,1833,1507,63,24843,27628,362,25204,26110,28,313,510,21998,1666,21698,22802,25031
385,677674,22920,23091,22837,24392,21963,23695,1281,24866,22797,9122,23753,21974,22833,22824,24393,376,1641,25040,28564,29171,9039,26912
386,677678,23621,25181,22714,363,261,294,263,111,25271,24364,27472,1242,1690,22905,21910,9053,6000,22052,1823,21882,24773,22934
387,677680,1242,1690,22905,21910,9053,6000,22052,1714,21882,24773,29846,64,1665,27975,22044,25169,71,1833,21805,1507,63,24843
388,677681,362,25204,26110,28,313,510,368,1666,21998,21698,25031,1321,23506,1685,9113,30895,1341,512,26084,26483,24795,287
389,677684,21974,21471,29516,22824,24393,1641,376,25040,29171,9039,29746,22528,24285,26788,22241,25982,427,22042,24746,22098,27336,25041
390,677686,46,23848,28279,24358,21890,259,24806,224,29700,22838,25496,988,26454,29735,1445,27616,1588,23156,21927,24533,23709,9126
391,677687,95,197,22803,25017,26144,9110,27515,28011,26563,22057,22645,25381,26536,21801,24197,1043,999,367,28129,23141,320,378
392,677688,22067,27713,5002,25949,384,23859,27457,29757,25274,30176,144,23621,25181,22714,363,261,294,263,111,25271,24364,27472
393,677682,22806,22556,21734,25003,23357,22675,437,202,25415,24378,22574,1344,28274,222,25553,242,22814,1131,24850,22819,28275,25733
394,677685,153,27508,27812,25632,420,430,25475,1667,1185,26228,27607,303,30533,1604,31157,22719,22664,28296,22682,25338,1313,465
395,677683,404,22689,29763,27327,152,22054,26401,27789,27744,26682,26128,22920,23777,31089,24392,21963,23695,1281,23091,22797,9122,24866
396,677689,25381,26536,9076,24197,26759,367,999,22632,23141,320,378,23621,25181,22714,27621,26870,294,263,111,25271,24364,25173
397,677690,303,30533,1604,31157,22719,28296,22682,25338,26778,30197,1313,21974,22832,22833,22824,376,1641,29516,25040,26604,25266,9039
398,677692,22920,23777,22837,24392,21963,23695,1281,23091,22797,9122,23753,22806,22556,21734,25003,23357,22675,437,202,25415,22574,24378
399,677693,1344,1131,28274,25553,26109,242,23504,22814,22819,28275,25733,362,313,26110,28,23586,510,21998,21698,1666,22802,25031
400,677694,1321,24055,1685,9113,1331,26084,1341,512,30895,26483,24795,1242,1690,22905,21910,9053,22052,6000,22074,1823,21882,26119
401,677695,64,25314,27975,22044,1665,1833,71,21805,1507,24843,63,22067,27713,5002,25949,384,23859,27457,29757,25274,30176,144
402,677696,95,197,22803,25017,27515,26480,22807,29034,26144,22057,22645,46,23848,28279,27511,21890,259,24806,224,29700,22838,24840
403,677691,22528,24285,26788,221,25982,427,22042,24746,22098,27336,25041,404,22689,29763,27327,152,22054,26401,27789,24589,27744,1757
404,677697,988,26454,29735,1445,30894,1588,23156,21927,24533,23709,9126,153,27812,307,25632,27508,25475,22729,430,420,1185,27607
405,677698,1242,26148,22905,21910,9053,22052,6000,1714,1823,21882,22934,1344,1131,28274,25553,26109,242,23504,22814,22819,25733,28275
