Season,Gameday,KID,GradeAvg
2006,23,81,3.54545454545
2006,23,78,4.04545454545
2006,23,10,4.18181818182
2006,23,12,4.27272727273
2006,23,32,4.22727272727
2006,23,14,3.22727272727
2006,23,24,4.45454545455
2006,23,8,3.5
2006,23,110,3.54545454545
2006,23,15,3.40909090909
2006,23,4,3.95454545455
2006,23,2,3.77272727273
2006,23,9,3.5
2006,24,2,4.27272727273
2006,24,12,3.27272727273
2006,24,29,4.04545454545
2006,24,14,3.54545454545
2006,24,10,3.31818181818
2006,24,81,4.36363636364
2006,24,9,2.68181818182
2006,24,11,3.81818181818
2006,24,24,3.54545454545
2006,24,15,3.63636363636
2006,24,32,3.09090909091
2006,24,58,4.27272727273
2006,24,4,2.95454545455
2006,24,8,4.45454545455
2006,24,110,3.81818181818
2006,24,30,3.95454545455
2006,24,17,3.95454545455
2006,24,78,3.27272727273
2006,25,81,3.5
2006,25,32,3.54545454545
2006,25,58,3.45454545455
2006,25,2,3.81818181818
2006,25,15,3.27272727273
2006,25,29,4.0
2006,25,8,2.95454545455
2006,25,17,4.22727272727
2006,25,30,3.27272727273
2006,25,10,4.36363636364
2006,25,11,3.68181818182
2006,25,24,3.63636363636
2006,25,78,4.18181818182
2006,25,110,3.2
2006,25,14,3.09090909091
2006,25,4,4.13636363636
2006,25,12,3.5
2006,25,9,3.63636363636
2006,26,29,3.72727272727
2006,26,78,3.45454545455
2006,26,32,3.31818181818
2006,26,14,4.27272727273
2006,26,58,3.5
2006,26,12,3.72727272727
2006,26,17,3.5
2006,26,81,3.5
2006,26,2,3.5
2006,26,11,3.63636363636
2006,26,110,3.27272727273
2006,26,10,4.40909090909
2006,26,24,3.45454545455
2006,26,8,3.90909090909
2006,26,9,3.5
2006,26,15,3.22727272727
2006,26,4,3.04545454545
2006,26,30,3.68181818182
2006,27,10,3.36363636364
2006,27,17,4.22727272727
2006,27,78,3.77272727273
2006,27,4,3.59090909091
2006,27,14,3.04545454545
2006,27,2,4.27272727273
2006,27,30,3.72727272727
2006,27,9,3.31818181818
2006,27,81,3.18181818182
2006,27,29,3.90909090909
2006,27,15,3.81818181818
2006,27,32,3.5
2006,27,11,3.45454545455
2006,27,110,3.68181818182
2006,27,8,2.95454545455
2006,27,58,4.18181818182
2006,27,12,3.22727272727
2006,27,24,4.13636363636
2006,28,58,3.5
2006,28,14,3.45454545455
2006,28,110,4.68181818182
2006,28,17,2.45454545455
2006,28,12,5.09090909091
2006,28,11,2.90909090909
2006,28,2,2.90909090909
2006,28,15,4.22727272727
2006,28,24,3.59090909091
2006,28,30,4.18181818182
2006,28,29,4.18181818182
2006,28,10,3.5
2006,28,32,3.95454545455
2006,28,78,3.27272727273
2006,28,4,3.31818181818
2006,28,81,3.59090909091
2006,28,9,4.54545454545
2006,28,8,2.72727272727
2006,29,15,4.09090909091
2006,29,12,4.22727272727
2006,29,30,4.77272727273
2006,29,2,2.5
2006,29,8,3.45454545455
2006,29,29,3.45454545455
2006,29,11,3.68181818182
2006,29,58,3.90909090909
2006,29,10,4.0
2006,29,32,3.59090909091
2006,29,78,3.40909090909
2006,29,24,3.90909090909
2006,29,81,3.68181818182
2006,29,110,3.81818181818
2006,29,17,3.90909090909
2006,29,4,3.13636363636
2006,29,14,3.36363636364
2006,29,9,3.81818181818
2006,30,4,2.86363636364
2006,30,110,3.59090909091
2006,30,11,2.18181818182
2006,30,14,4.95454545455
2006,30,29,4.04545454545
2006,30,17,3.22727272727
2006,30,9,2.77272727273
2006,30,81,4.18181818182
2006,30,24,4.09090909091
2006,30,10,3.40909090909
2006,30,32,4.77272727273
2006,30,8,2.5
2006,30,2,2.86363636364
2006,30,78,4.18181818182
2006,30,58,3.59090909091
2006,30,15,4.0
2006,30,12,3.95454545455
2006,30,30,3.13636363636
2006,31,8,2.59090909091
2006,31,2,4.13636363636
2006,31,14,4.40909090909
2006,31,12,2.81818181818
2006,31,110,4.5
2006,31,29,2.68181818182
2006,31,15,3.90909090909
2006,31,11,3.31818181818
2006,31,30,4.27272727273
2006,31,58,3.04545454545
2006,31,17,3.13636363636
2006,31,32,3.86363636364
2006,31,81,3.72727272727
2006,31,24,3.5
2006,31,10,3.22727272727
2006,31,4,3.54545454545
2006,31,78,3.59090909091
2006,31,9,3.72727272727
2006,32,58,3.0
2006,32,78,4.72727272727
2006,32,15,4.04545454545
2006,32,14,4.22727272727
2006,32,24,4.27272727273
2006,32,17,3.40909090909
2006,32,2,3.22727272727
2006,32,81,3.95454545455
2006,32,11,2.95454545455
2006,32,30,4.04545454545
2006,32,12,4.59090909091
2006,32,8,3.36363636364
2006,32,32,2.59090909091
2006,32,110,5.04545454545
2006,32,29,4.77272727273
2006,32,4,2.81818181818
2006,32,9,3.90909090909
2006,32,10,3.68181818182
2006,33,78,5.0
2006,33,14,2.95454545455
2006,33,81,4.09090909091
2006,33,12,3.27272727273
2006,33,17,2.86363636364
2006,33,2,4.54545454545
2006,33,29,4.0
2006,33,9,3.18181818182
2006,33,8,3.18181818182
2006,33,11,2.59090909091
2006,33,30,2.81818181818
2006,33,15,4.5
2006,33,10,3.40909090909
2006,33,58,4.13636363636
2006,33,4,4.04545454545
2006,33,32,3.13636363636
2006,33,110,4.09090909091
2006,33,24,3.90909090909
2006,34,24,3.81818181818
2006,34,4,3.13636363636
2006,34,32,3.40909090909
2006,34,29,3.0
2006,34,9,3.13636363636
2006,34,17,3.68181818182
2006,34,58,3.81818181818
2006,34,81,3.31818181818
2006,34,14,2.90909090909
2006,34,30,4.5
2006,34,2,2.45454545455
2006,34,10,4.36363636364
2006,34,15,4.18181818182
2006,34,8,3.86363636364
2006,34,12,2.77272727273
2006,34,110,4.81818181818
2006,34,11,3.22727272727
2006,34,78,3.68181818182
2007,1,11,3.31818181818
2007,1,2,3.40909090909
2007,1,14,2.40909090909
2007,1,3,4.68181818182
2007,1,9,3.40909090909
2007,1,78,3.59090909091
2007,1,8,3.36363636364
2007,1,4,3.77272727273
2007,1,58,3.90909090909
2007,1,12,3.09090909091
2007,1,32,3.31818181818
2007,1,29,4.13636363636
2007,1,24,4.54545454545
2007,1,10,2.95454545455
2007,1,81,4.13636363636
2007,1,6,3.09090909091
2007,1,17,4.5
2007,1,1,2.5
2007,2,6,3.59090909091
2007,2,58,3.45454545455
2007,2,2,2.45454545455
2007,2,17,4.77272727273
2007,2,4,4.31818181818
2007,2,14,2.86363636364
2007,2,29,3.5
2007,2,11,3.95454545455
2007,2,10,3.68181818182
2007,2,32,3.72727272727
2007,2,3,4.27272727273
2007,2,81,3.5
2007,2,1,4.13636363636
2007,2,24,3.27272727273
2007,2,12,2.77272727273
2007,2,9,3.31818181818
2007,2,78,4.31818181818
2007,2,8,3.36363636364
2007,3,8,3.63636363636
2007,3,12,4.36363636364
2007,3,11,3.27272727273
2007,3,1,3.27272727273
2007,3,14,2.27272727273
2007,3,58,4.59090909091
2007,3,9,2.13636363636
2007,3,6,4.77272727273
2007,3,81,4.13636363636
2007,3,4,3.86363636364
2007,3,17,3.18181818182
2007,3,78,4.86363636364
2007,3,10,3.86363636364
2007,3,29,3.86363636364
2007,3,32,3.22727272727
2007,3,3,4.5
2007,3,24,3.45454545455
2007,3,2,3.5
2007,4,2,3.36363636364
2007,4,9,3.18181818182
2007,4,4,2.63636363636
2007,4,32,4.0
2007,4,29,3.40909090909
2007,4,24,4.0
2007,4,58,3.54545454545
2007,4,8,4.13636363636
2007,4,78,3.63636363636
2007,4,81,4.13636363636
2007,4,3,3.90909090909
2007,4,17,3.59090909091
2007,4,1,3.0
2007,4,10,4.18181818182
2007,4,12,3.27272727273
2007,4,14,3.68181818182
2007,4,6,2.95454545455
2007,4,11,3.5
2007,5,17,2.5
2007,5,4,4.63636363636
2007,5,11,3.09090909091
2007,5,78,4.22727272727
2007,5,14,3.59090909091
2007,5,2,3.27272727273
2007,5,9,3.45454545455
2007,5,8,3.68181818182
2007,5,81,3.68181818182
2007,5,58,3.27272727273
2007,5,10,3.0
2007,5,3,4.77272727273
2007,5,32,2.68181818182
2007,5,12,4.40909090909
2007,5,24,4.0
2007,5,6,3.04545454545
2007,5,1,4.31818181818
2007,5,29,3.77272727273
2007,6,8,3.86363636364
2007,6,32,3.5
2007,6,2,3.0
2007,6,10,4.68181818182
2007,6,4,2.5
2007,6,11,4.5
2007,6,12,3.59090909091
2007,6,81,3.86363636364
2007,6,29,3.04545454545
2007,6,17,4.09090909091
2007,6,78,3.86363636364
2007,6,24,3.68181818182
2007,6,3,3.0
2007,6,1,4.77272727273
2007,6,58,4.18181818182
2007,6,9,2.81818181818
2007,6,6,4.27272727273
2007,6,14,3.27272727273
2007,7,17,4.81818181818
2007,7,12,2.63636363636
2007,7,29,4.45454545455
2007,7,3,3.04545454545
2007,7,24,3.5
2007,7,4,3.68181818182
2007,7,1,4.40909090909
2007,7,2,2.68181818182
2007,7,11,3.31818181818
2007,7,8,3.68181818182
2007,7,14,2.90909090909
2007,7,78,4.40909090909
2007,7,81,3.54545454545
2007,7,9,3.45454545455
2007,7,10,4.31818181818
2007,7,58,3.59090909091
2007,7,32,3.45454545455
2007,7,6,3.22727272727
2007,8,2,3.09090909091
2007,8,29,3.72727272727
2007,8,4,2.36363636364
2007,8,10,5.54545454545
2007,8,9,2.86363636364
2007,8,14,2.77272727273
2007,8,12,3.5
2007,8,24,3.77272727273
2007,8,8,3.72727272727
2007,8,81,3.68181818182
2007,8,6,3.0
2007,8,17,4.90909090909
2007,8,3,3.18181818182
2007,8,11,4.0
2007,8,58,3.45454545455
2007,8,1,3.95454545455
2007,8,78,3.95454545455
2007,8,32,3.86363636364
2007,9,17,3.90909090909
2007,9,8,3.86363636364
2007,9,11,4.36363636364
2007,9,58,3.18181818182
2007,9,2,4.04545454545
2007,9,6,2.72727272727
2007,9,29,4.22727272727
2007,9,78,3.90909090909
2007,9,10,4.0
2007,9,12,3.22727272727
2007,9,24,3.77272727273
2007,9,3,4.09090909091
2007,9,1,3.81818181818
2007,9,4,3.31818181818
2007,9,14,2.63636363636
2007,9,81,4.68181818182
2007,9,32,3.27272727273
2007,9,9,3.68181818182
2007,10,78,4.63636363636
2007,10,1,4.09090909091
2007,10,4,3.0
2007,10,29,4.09090909091
2007,10,9,3.27272727273
2007,10,17,3.31818181818
2007,10,81,2.86363636364
2007,10,32,4.18181818182
2007,10,8,4.04545454545
2007,10,14,3.22727272727
2007,10,3,3.95454545455
2007,10,2,4.0
2007,10,12,2.59090909091
2007,10,11,5.54545454545
2007,10,58,3.59090909091
2007,10,24,3.95454545455
2007,10,6,3.40909090909
2007,10,10,3.77272727273
2007,11,32,3.81818181818
2007,11,58,3.68181818182
2007,11,11,3.22727272727
2007,11,9,3.27272727273
2007,11,2,3.31818181818
2007,11,4,3.40909090909
2007,11,29,3.22727272727
2007,11,8,4.45454545455
2007,11,10,4.22727272727
2007,11,78,4.22727272727
2007,11,24,2.72727272727
2007,11,81,4.63636363636
2007,11,3,4.09090909091
2007,11,6,3.68181818182
2007,11,17,3.31818181818
2007,11,14,3.77272727273
2007,11,1,3.86363636364
2007,11,12,3.13636363636
2007,12,78,3.31818181818
2007,12,2,4.04545454545
2007,12,4,3.09090909091
2007,12,3,3.90909090909
2007,12,14,3.5
2007,12,32,4.36363636364
2007,12,9,2.77272727273
2007,12,10,4.68181818182
2007,12,81,3.31818181818
2007,12,11,3.04545454545
2007,12,12,3.27272727273
2007,12,29,4.04545454545
2007,12,58,3.22727272727
2007,12,17,4.0
2007,12,8,3.09090909091
2007,12,24,3.86363636364
2007,12,6,3.22727272727
2007,12,1,3.72727272727
2007,13,1,4.09090909091
2007,13,8,3.40909090909
2007,13,11,2.77272727273
2007,13,14,4.54545454545
2007,13,2,3.95454545455
2007,13,12,3.45454545455
2007,13,4,2.5
2007,13,6,4.27272727273
2007,13,17,3.72727272727
2007,13,32,3.72727272727
2007,13,29,3.40909090909
2007,13,58,3.77272727273
2007,13,3,3.54545454545
2007,13,78,4.40909090909
2007,13,10,3.54545454545
2007,13,81,3.5
2007,13,24,3.36363636364
2007,13,9,2.86363636364
2007,14,6,2.90909090909
2007,14,29,4.18181818182
2007,14,14,2.86363636364
2007,14,24,4.09090909091
2007,14,9,3.31818181818
2007,14,1,4.0
2007,14,8,3.0
2007,14,10,4.63636363636
2007,14,58,4.04545454545
2007,14,2,3.18181818182
2007,14,78,4.09090909091
2007,14,4,3.31818181818
2007,14,32,4.18181818182
2007,14,11,3.0
2007,14,81,3.22727272727
2007,14,17,4.45454545455
2007,14,12,3.13636363636
2007,14,3,3.95454545455
2007,15,3,4.54545454545
2007,15,58,3.54545454545
2007,15,11,3.90909090909
2007,15,17,3.0
2007,15,2,3.72727272727
2007,15,8,4.09090909091
2007,15,4,2.81818181818
2007,15,12,3.72727272727
2007,15,29,4.5
2007,15,9,2.90909090909
2007,15,78,3.31818181818
2007,15,6,4.31818181818
2007,15,24,3.90909090909
2007,15,32,3.54545454545
2007,15,10,3.45454545455
2007,15,14,3.54545454545
2007,15,1,3.63636363636
2007,15,81,3.90909090909
2007,16,17,2.59090909091
2007,16,10,5.0
2007,16,11,3.18181818182
2007,16,24,3.72727272727
2007,16,14,4.09090909091
2007,16,1,3.59090909091
2007,16,12,3.90909090909
2007,16,78,3.86363636364
2007,16,8,3.45454545455
2007,16,6,3.36363636364
2007,16,58,3.36363636364
2007,16,4,3.68181818182
2007,16,32,2.72727272727
2007,16,2,3.90909090909
2007,16,9,2.5
2007,16,3,4.63636363636
2007,16,81,2.68181818182
2007,16,29,4.5
2007,17,78,3.13636363636
2007,17,58,5.09090909091
2007,17,2,3.5
2007,17,81,3.81818181818
2007,17,4,2.81818181818
2007,17,9,4.54545454545
2007,17,29,3.36363636364
2007,17,14,3.54545454545
2007,17,10,3.09090909091
2007,17,11,4.45454545455
2007,17,24,2.59090909091
2007,17,17,4.77272727273
2007,17,6,3.13636363636
2007,17,12,3.04545454545
2007,17,3,3.22727272727
2007,17,8,4.45454545455
2007,17,1,4.22727272727
2007,17,32,3.54545454545
2007,18,3,3.86363636364
2007,18,14,3.63636363636
2007,18,78,3.86363636364
2007,18,9,3.36363636364
2007,18,6,3.04545454545
2007,18,81,3.95454545455
2007,18,1,3.36363636364
2007,18,17,3.72727272727
2007,18,12,3.90909090909
2007,18,58,3.22727272727
2007,18,29,4.86363636364
2007,18,32,2.63636363636
2007,18,10,3.90909090909
2007,18,24,3.0
2007,18,2,3.09090909091
2007,18,11,3.95454545455
2007,18,4,3.45454545455
2007,18,8,3.45454545455
2007,19,32,2.90909090909
2007,19,10,4.04545454545
2007,19,9,3.09090909091
2007,19,12,3.13636363636
2007,19,11,4.5
2007,19,29,3.18181818182
2007,19,8,4.27272727273
2007,19,78,4.0
2007,19,58,4.0
2007,19,6,3.40909090909
2007,19,81,4.13636363636
2007,19,3,3.77272727273
2007,19,24,3.22727272727
2007,19,1,4.36363636364
2007,19,17,3.81818181818
2007,19,2,3.18181818182
2007,19,14,3.22727272727
2007,19,4,3.54545454545
2007,20,2,3.77272727273
2007,20,24,3.27272727273
2007,20,1,4.04545454545
2007,20,11,3.40909090909
2007,20,6,3.22727272727
2007,20,9,3.40909090909
2007,20,4,3.36363636364
2007,20,81,4.09090909091
2007,20,78,4.40909090909
2007,20,17,3.54545454545
2007,20,29,3.72727272727
2007,20,10,4.13636363636
2007,20,3,3.5
2007,20,32,4.04545454545
2007,20,58,3.63636363636
2007,20,14,2.86363636364
2007,20,12,3.09090909091
2007,20,8,4.31818181818
2007,21,8,3.09090909091
2007,21,58,4.45454545455
2007,21,9,3.04545454545
2007,21,2,3.77272727273
2007,21,32,3.40909090909
2007,21,4,3.77272727273
2007,21,24,3.5
2007,21,29,3.40909090909
2007,21,11,3.27272727273
2007,21,6,3.90909090909
2007,21,17,3.90909090909
2007,21,3,4.0
2007,21,10,4.59090909091
2007,21,1,3.68181818182
2007,21,14,3.63636363636
2007,21,12,3.27272727273
2007,21,81,4.04545454545
2007,21,78,4.0
2007,22,29,2.90909090909
2007,22,1,4.95454545455
2007,22,2,4.59090909091
2007,22,14,3.0
2007,22,58,3.63636363636
2007,22,81,4.31818181818
2007,22,4,3.13636363636
2007,22,17,3.63636363636
2007,22,3,4.09090909091
2007,22,10,3.81818181818
2007,22,6,2.86363636364
2007,22,24,4.27272727273
2007,22,8,3.18181818182
2007,22,9,3.81818181818
2007,22,12,3.18181818182
2007,22,32,4.18181818182
2007,22,78,4.0
2007,22,11,3.63636363636
2007,23,17,3.81818181818
2007,23,29,3.40909090909
2007,23,10,4.22727272727
2007,23,2,3.31818181818
2007,23,11,3.54545454545
2007,23,4,4.36363636364
2007,23,32,3.40909090909
2007,23,8,4.04545454545
2007,23,24,3.18181818182
2007,23,78,4.77272727273
2007,23,14,2.86363636364
2007,23,6,3.63636363636
2007,23,1,3.90909090909
2007,23,3,3.68181818182
2007,23,81,3.54545454545
2007,23,12,3.72727272727
2007,23,9,2.68181818182
2007,23,58,4.36363636364
2007,24,2,3.86363636364
2007,24,1,4.0
2007,24,8,3.40909090909
2007,24,11,3.5
2007,24,78,2.54545454545
2007,24,14,4.63636363636
2007,24,12,3.27272727273
2007,24,17,3.36363636364
2007,24,3,3.63636363636
2007,24,29,3.68181818182
2007,24,58,3.81818181818
2007,24,10,3.59090909091
2007,24,6,4.09090909091
2007,24,32,3.0
2007,24,9,2.95454545455
2007,24,81,3.90909090909
2007,24,4,3.40909090909
2007,24,24,3.0
2007,25,32,3.40909090909
2007,25,78,3.86363636364
2007,25,14,2.45454545455
2007,25,9,4.18181818182
2007,25,24,3.59090909091
2007,25,12,4.22727272727
2007,25,81,4.13636363636
2007,25,8,3.86363636364
2007,25,1,4.36363636364
2007,25,58,3.86363636364
2007,25,17,3.45454545455
2007,25,6,3.72727272727
2007,25,11,3.09090909091
2007,25,3,3.95454545455
2007,25,29,3.72727272727
2007,25,2,3.68181818182
2007,25,10,3.45454545455
2007,25,4,3.77272727273
2007,26,3,4.09090909091
2007,26,24,3.45454545455
2007,26,6,3.36363636364
2007,26,2,3.81818181818
2007,26,81,3.04545454545
2007,26,14,3.72727272727
2007,26,8,3.63636363636
2007,26,17,3.59090909091
2007,26,12,4.68181818182
2007,26,10,3.72727272727
2007,26,9,4.36363636364
2007,26,32,3.27272727273
2007,26,4,4.31818181818
2007,26,1,3.22727272727
2007,26,58,3.40909090909
2007,26,11,3.36363636364
2007,26,78,3.40909090909
2007,26,29,3.45454545455
2007,27,1,4.40909090909
2007,27,78,3.36363636364
2007,27,29,3.72727272727
2007,27,4,3.54545454545
2007,27,32,4.31818181818
2007,27,81,3.0
2007,27,11,3.45454545455
2007,27,12,3.77272727273
2007,27,24,2.77272727273
2007,27,58,3.13636363636
2007,27,10,3.68181818182
2007,27,6,4.22727272727
2007,27,2,3.31818181818
2007,27,3,3.81818181818
2007,27,17,4.31818181818
2007,27,9,3.77272727273
2007,27,14,3.15
2007,27,8,4.0
2007,28,4,2.59090909091
2007,28,2,3.40909090909
2007,28,8,4.18181818182
2007,28,29,3.81818181818
2007,28,78,3.5
2007,28,10,4.04545454545
2007,28,58,4.09090909091
2007,28,32,3.90909090909
2007,28,6,3.95454545455
2007,28,3,3.36363636364
2007,28,12,4.86363636364
2007,28,1,3.5
2007,28,9,2.59090909091
2007,28,11,4.5
2007,28,14,2.27272727273
2007,28,17,5.54545454545
2007,28,81,3.40909090909
2007,28,24,4.04545454545
2007,29,3,3.86363636364
2007,29,4,3.54545454545
2007,29,29,4.13636363636
2007,29,12,3.95454545455
2007,29,24,4.0
2007,29,8,3.90909090909
2007,29,2,2.45454545455
2007,29,78,5.0
2007,29,32,3.77272727273
2007,29,14,3.77272727273
2007,29,10,3.27272727273
2007,29,9,4.13636363636
2007,29,11,2.59090909091
2007,29,81,4.63636363636
2007,29,17,4.77272727273
2007,29,58,2.90909090909
2007,29,1,4.31818181818
2007,29,6,3.5
2007,30,32,3.54545454545
2007,30,17,3.36363636364
2007,30,12,4.31818181818
2007,30,2,3.36363636364
2007,30,6,3.72727272727
2007,30,4,3.54545454545
2007,30,58,3.54545454545
2007,30,29,3.90909090909
2007,30,81,3.40909090909
2007,30,10,4.04545454545
2007,30,78,3.86363636364
2007,30,3,4.13636363636
2007,30,8,3.90909090909
2007,30,1,3.36363636364
2007,30,14,3.0
2007,30,11,3.86363636364
2007,30,9,3.81818181818
2007,30,24,3.40909090909
2007,31,17,4.0
2007,31,81,3.72727272727
2007,31,3,4.81818181818
2007,31,12,2.68181818182
2007,31,10,3.68181818182
2007,31,8,3.81818181818
2007,31,2,3.5
2007,31,58,3.54545454545
2007,31,4,3.13636363636
2007,31,78,4.09090909091
2007,31,11,2.59090909091
2007,31,32,5.0
2007,31,29,3.59090909091
2007,31,6,3.90909090909
2007,31,24,3.22727272727
2007,31,14,4.13636363636
2007,31,1,3.72727272727
2007,31,9,3.72727272727
2007,32,17,2.90909090909
2007,32,11,3.72727272727
2007,32,8,3.68181818182
2007,32,2,2.63636363636
2007,32,6,3.27272727273
2007,32,78,3.36363636364
2007,32,58,3.0
2007,32,3,4.63636363636
2007,32,12,3.45454545455
2007,32,4,3.22727272727
2007,32,9,4.36363636364
2007,32,29,3.5
2007,32,14,2.63636363636
2007,32,10,4.31818181818
2007,32,32,3.63636363636
2007,32,24,3.31818181818
2007,32,81,2.77272727273
2007,32,1,4.31818181818
2007,33,24,2.63636363636
2007,33,11,4.95454545455
2007,33,1,4.22727272727
2007,33,14,3.31818181818
2007,33,3,4.5
2007,33,9,3.5
2007,33,29,3.59090909091
2007,33,81,4.04545454545
2007,33,78,3.45454545455
2007,33,12,4.59090909091
2007,33,6,4.40909090909
2007,33,8,3.04545454545
2007,33,10,3.54545454545
2007,33,17,3.95454545455
2007,33,4,2.63636363636
2007,33,58,4.95454545455
2007,33,2,3.86363636364
2007,33,32,3.95454545455
2007,34,81,3.86363636364
2007,34,2,3.18181818182
2007,34,9,3.63636363636
2007,34,4,3.45454545455
2007,34,14,2.0
2007,34,29,5.13636363636
2007,34,11,4.40909090909
2007,34,10,3.40909090909
2007,34,58,3.22727272727
2007,34,78,4.63636363636
2007,34,17,3.72727272727
2007,34,24,3.22727272727
2007,34,12,2.45454545455
2007,34,6,5.5
2007,34,8,3.40909090909
2007,34,3,3.18181818182
2007,34,32,2.63636363636
2007,34,1,4.04545454545
2008,1,14,3.81818181818
2008,1,12,3.5
2008,1,2,2.81818181818
2008,1,58,4.63636363636
2008,1,24,3.45454545455
2008,1,16,4.09090909091
2008,1,9,3.90909090909
2008,1,17,3.27272727273
2008,1,6,3.13636363636
2008,1,8,4.54545454545
2008,1,78,4.68181818182
2008,1,3209,3.0
2008,1,10,3.5
2008,1,4,4.0
2008,1,32,3.86363636364
2008,1,29,3.09090909091
2008,1,15,4.27272727273
2008,1,11,2.90909090909
2008,2,58,4.31818181818
2008,2,78,4.22727272727
2008,2,4,3.27272727273
2008,2,2,3.40909090909
2008,2,12,4.0
2008,2,6,3.59090909091
2008,2,11,4.31818181818
2008,2,9,3.0
2008,2,29,3.59090909091
2008,2,10,3.95454545455
2008,2,17,3.54545454545
2008,2,14,3.90909090909
2008,2,3209,2.72727272727
2008,2,15,4.5
2008,2,8,3.45454545455
2008,2,24,3.54545454545
2008,2,16,3.72727272727
2008,2,32,4.18181818182
2008,3,6,4.27272727273
2008,3,16,3.54545454545
2008,3,2,3.36363636364
2008,3,8,4.09090909091
2008,3,24,3.36363636364
2008,3,32,3.31818181818
2008,3,9,3.04545454545
2008,3,3209,3.95454545455
2008,3,78,4.09090909091
2008,3,17,3.45454545455
2008,3,10,3.86363636364
2008,3,12,3.54545454545
2008,3,15,2.31818181818
2008,3,4,5.0
2008,3,14,2.68181818182
2008,3,29,4.63636363636
2008,3,11,3.54545454545
2008,3,58,4.09090909091
2008,4,4,3.40909090909
2008,4,78,4.18181818182
2008,4,12,3.09090909091
2008,4,9,3.36363636364
2008,4,29,3.54545454545
2008,4,24,3.63636363636
2008,4,17,4.0
2008,4,2,3.81818181818
2008,4,3209,3.13636363636
2008,4,11,3.5
2008,4,16,4.18181818182
2008,4,14,3.18181818182
2008,4,58,2.77272727273
2008,4,15,3.90909090909
2008,4,8,3.04545454545
2008,4,10,4.36363636364
2008,4,32,4.36363636364
2008,4,6,4.27272727273
2008,5,9,2.13636363636
2008,5,58,5.18181818182
2008,5,14,5.40909090909
2008,5,4,2.77272727273
2008,5,2,3.68181818182
2008,5,32,4.18181818182
2008,5,78,4.13636363636
2008,5,8,3.81818181818
2008,5,10,3.68181818182
2008,5,16,4.31818181818
2008,5,15,4.09090909091
2008,5,29,3.45454545455
2008,5,24,2.81818181818
2008,5,12,5.0
2008,5,11,3.31818181818
2008,5,6,3.27272727273
2008,5,3209,2.22727272727
2008,5,17,4.90909090909
2008,6,16,2.86363636364
2008,6,2,4.5
2008,6,4,3.27272727273
2008,6,3209,3.54545454545
2008,6,12,3.68181818182
2008,6,15,4.36363636364
2008,6,58,3.40909090909
2008,6,14,3.86363636364
2008,6,29,4.45454545455
2008,6,78,3.04545454545
2008,6,8,3.95454545455
2008,6,9,2.95454545455
2008,6,17,3.04545454545
2008,6,11,4.36363636364
2008,6,32,3.86363636364
2008,6,10,3.45454545455
2008,6,6,3.68181818182
2008,6,24,3.68181818182
2008,7,10,4.5
2008,7,6,3.27272727273
2008,7,14,3.86363636364
2008,7,8,3.13636363636
2008,7,11,2.54545454545
2008,7,4,4.77272727273
2008,7,9,3.54545454545
2008,7,29,3.68181818182
2008,7,15,4.22727272727
2008,7,16,3.18181818182
2008,7,3209,3.18181818182
2008,7,32,3.68181818182
2008,7,2,3.63636363636
2008,7,24,3.45454545455
2008,7,17,3.59090909091
2008,7,58,3.59090909091
2008,7,78,4.13636363636
2008,7,12,3.63636363636
2008,8,8,3.77272727273
2008,8,15,3.59090909091
2008,8,4,3.90909090909
2008,8,17,3.40909090909
2008,8,24,2.72727272727
2008,8,10,4.72727272727
2008,8,58,4.5
2008,8,3209,2.86363636364
2008,8,32,4.68181818182
2008,8,9,3.13636363636
2008,8,29,3.18181818182
2008,8,11,3.27272727273
2008,8,6,3.5
2008,8,14,3.27272727273
2008,8,16,2.95454545455
2008,8,78,4.72727272727
2008,8,12,3.27272727273
2008,8,2,3.54545454545
2008,9,9,3.36363636364
2008,9,16,3.72727272727
2008,9,14,3.63636363636
2008,9,24,4.0
2008,9,2,3.45454545455
2008,9,10,3.27272727273
2008,9,58,3.40909090909
2008,9,4,3.54545454545
2008,9,78,3.95454545455
2008,9,32,3.36363636364
2008,9,15,3.54545454545
2008,9,6,3.63636363636
2008,9,11,3.77272727273
2008,9,8,4.0
2008,9,17,4.04545454545
2008,9,29,3.59090909091
2008,9,3209,2.54545454545
2008,9,12,5.04545454545
2008,10,4,3.77272727273
2008,10,9,2.77272727273
2008,10,24,3.18181818182
2008,10,15,4.59090909091
2008,10,6,4.68181818182
2008,10,2,2.86363636364
2008,10,10,4.09090909091
2008,10,78,3.77272727273
2008,10,12,3.13636363636
2008,10,11,3.40909090909
2008,10,32,3.72727272727
2008,10,14,3.54545454545
2008,10,29,3.45454545455
2008,10,58,4.27272727273
2008,10,8,3.90909090909
2008,10,3209,3.45454545455
2008,10,16,4.0
2008,10,17,3.0
2008,11,9,2.54545454545
2008,11,24,4.5
2008,11,14,3.04545454545
2008,11,10,4.22727272727
2008,11,4,2.54545454545
2008,11,29,4.86363636364
2008,11,11,4.13636363636
2008,11,16,3.59090909091
2008,11,58,2.63636363636
2008,11,12,4.59090909091
2008,11,78,4.13636363636
2008,11,2,3.59090909091
2008,11,3209,2.5
2008,11,6,4.36363636364
2008,11,17,3.59090909091
2008,11,8,3.72727272727
2008,11,15,4.18181818182
2008,11,32,3.27272727273
2008,12,16,3.59090909091
2008,12,58,3.86363636364
