Season,Gameday,KID,GradeAvg
2006,14,32,3.5
2006,14,17,3.72727272727
2006,14,24,3.72727272727
2006,14,81,3.86363636364
2006,14,9,3.45454545455
2006,14,78,3.90909090909
2006,14,11,3.40909090909
2006,14,15,4.04545454545
2006,15,30,3.54545454545
2006,15,11,3.72727272727
2006,15,14,3.5
2006,15,15,3.40909090909
2006,15,4,2.72727272727
2006,15,29,3.95454545455
2006,15,17,4.13636363636
2006,15,24,3.86363636364
2006,15,10,3.90909090909
2006,15,9,3.81818181818
2006,15,8,3.54545454545
2006,15,12,4.40909090909
2006,15,78,4.72727272727
2006,15,58,3.09090909091
2006,15,81,3.22727272727
2006,15,2,3.36363636364
2006,15,110,4.13636363636
2006,15,32,2.86363636364
2006,16,9,3.72727272727
2006,16,29,3.95454545455
2006,16,14,3.90909090909
2006,16,78,3.59090909091
2006,16,12,3.86363636364
2006,16,81,3.59090909091
2006,16,11,3.31818181818
2006,16,8,3.72727272727
2006,16,15,4.04545454545
2006,16,30,4.22727272727
2006,16,58,3.95454545455
2006,16,10,4.04545454545
2006,16,32,4.45454545455
2006,16,4,2.77272727273
2006,16,2,2.90909090909
2006,16,17,4.36363636364
2006,16,24,4.13636363636
2006,16,110,3.86363636364
2006,17,8,3.04545454545
2006,17,15,4.86363636364
2006,17,29,3.5
2006,17,32,3.86363636364
2006,17,81,3.18181818182
2006,17,58,3.5
2006,17,30,4.81818181818
2006,17,14,2.77272727273
2006,17,10,3.59090909091
2006,17,2,4.0
2006,17,110,3.90909090909
2006,17,12,3.54545454545
2006,17,78,3.68181818182
2006,17,11,3.5
2006,17,4,3.45454545455
2006,17,24,3.45454545455
2006,17,17,4.13636363636
2006,17,9,3.13636363636
2006,18,17,3.04545454545
2006,18,14,4.54545454545
2006,18,10,4.04545454545
2006,18,12,3.77272727273
2006,18,32,4.09090909091
2006,18,2,2.86363636364
2006,18,81,2.59090909091
2006,18,11,4.59090909091
2006,18,78,3.36363636364
2006,18,15,4.18181818182
2006,18,8,4.40909090909
2006,18,30,3.40909090909
2006,18,29,3.36363636364
2006,18,24,3.45454545455
2006,18,110,4.0
2006,18,9,3.0
2006,18,4,3.40909090909
2006,18,58,4.18181818182
2006,19,15,3.86363636364
2006,19,81,3.95454545455
2006,19,11,3.09090909091
2006,19,10,4.40909090909
2006,19,24,3.81818181818
2006,19,32,3.86363636364
2006,19,14,4.09090909091
2006,19,8,3.63636363636
2006,19,9,3.31818181818
2006,19,4,3.22727272727
2006,19,58,2.40909090909
2006,19,29,5.0
2006,19,30,3.36363636364
2006,19,17,4.0
2006,19,2,3.72727272727
2006,19,110,3.81818181818
2006,19,12,4.0
2006,19,78,4.13636363636
2006,20,81,2.22727272727
2006,20,14,4.54545454545
2006,20,29,3.81818181818
2006,20,12,4.27272727273
2006,20,24,3.09090909091
2006,20,9,3.81818181818
2006,20,10,4.31818181818
2006,20,15,2.90909090909
2006,20,32,3.59090909091
2006,20,30,3.5
2006,20,110,4.40909090909
2006,20,58,2.77272727273
2006,20,78,3.77272727273
2006,20,8,3.77272727273
2006,20,4,4.04545454545
2006,20,2,2.68181818182
2006,20,17,4.0
2006,20,11,3.04545454545
2006,21,58,3.54545454545
2006,21,24,3.40909090909
2006,21,11,2.27272727273
2006,21,4,3.40909090909
2006,21,2,2.54545454545
2006,21,29,3.36363636364
2006,21,12,3.63636363636
2006,21,17,4.86363636364
2006,21,9,3.90909090909
2006,21,32,3.54545454545
2006,21,15,3.5
2006,21,110,3.27272727273
2006,21,30,2.45454545455
2006,21,78,4.68181818182
2006,21,8,3.59090909091
2006,21,81,3.45454545455
2006,21,14,3.13636363636
2006,21,10,4.18181818182
2006,22,32,5.09090909091
2006,22,11,2.18181818182
2006,22,110,3.04545454545
2006,22,14,4.09090909091
2006,22,4,3.81818181818
2006,22,12,3.40909090909
2006,22,24,3.54545454545
2006,22,2,3.45454545455
2006,22,17,3.13636363636
2006,22,15,4.13636363636
2006,22,29,3.95454545455
2006,22,30,3.40909090909
2006,22,9,4.27272727273
2006,22,58,3.22727272727
2006,22,10,4.22727272727
2006,22,8,3.04545454545
2006,22,81,3.09090909091
2006,22,78,4.09090909091
2006,23,11,3.22727272727
2006,23,29,3.36363636364
2006,23,58,3.27272727273
2006,23,17,4.59090909091
2006,23,30,2.95454545455
