Season,Gameday,TID_H,TID_A,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A
2008,30,17,7,0.0,2.0,A,0.0,2.0,A,23.0,14.0,6.0,7.0,18.0,16.0,10.0,5.0,3.0,1.0,0.0,0.0,2.0,3.5,3.6
2008,30,18,11,0.0,0.0,D,0.0,0.0,D,20.0,4.0,4.0,1.0,20.0,28.0,11.0,1.0,3.0,5.0,0.0,0.0,2.1,3.4,3.4
2008,30,13,12,0.0,2.0,A,0.0,0.0,D,8.0,11.0,3.0,3.0,12.0,11.0,4.0,6.0,4.0,1.0,0.0,0.0,3.2,3.5,2.15
2008,30,1,14,1.0,1.0,D,1.0,0.0,H,13.0,14.0,4.0,6.0,13.0,13.0,8.0,5.0,0.0,2.0,0.0,0.0,1.95,3.5,3.75
2008,30,22,15,1.0,0.0,H,0.0,0.0,D,12.0,18.0,3.0,4.0,14.0,13.0,1.0,4.0,0.0,3.0,0.0,0.0,3.3,3.3,2.15
2008,30,8,21,4.0,0.0,H,0.0,0.0,D,15.0,11.0,12.0,6.0,15.0,14.0,11.0,7.0,3.0,3.0,0.0,1.0,1.44,4.33,7.0
2008,31,11,0,1.0,3.0,A,1.0,1.0,D,8.0,22.0,5.0,12.0,22.0,15.0,2.0,7.0,2.0,1.0,0.0,0.0,6.5,4.5,1.44
2008,31,15,1,2.0,0.0,H,1.0,0.0,H,16.0,16.0,9.0,3.0,20.0,19.0,2.0,6.0,1.0,3.0,0.0,0.0,2.38,3.4,2.88
2008,31,4,5,1.0,0.0,H,0.0,0.0,D,7.0,17.0,4.0,6.0,17.0,17.0,6.0,12.0,2.0,2.0,0.0,0.0,3.25,3.3,2.2
2008,31,6,8,4.0,1.0,H,2.0,1.0,H,17.0,17.0,8.0,7.0,17.0,15.0,4.0,10.0,1.0,1.0,0.0,0.0,2.2,3.4,3.2
2008,31,7,13,1.0,1.0,D,1.0,1.0,D,9.0,19.0,3.0,4.0,19.0,10.0,4.0,4.0,2.0,1.0,0.0,0.0,1.91,3.4,4.0
2008,31,2,16,2.0,2.0,D,1.0,2.0,A,19.0,12.0,4.0,3.0,7.0,6.0,11.0,5.0,1.0,2.0,0.0,0.0,1.57,4.0,5.75
2008,31,14,17,2.0,0.0,H,1.0,0.0,H,8.0,10.0,3.0,2.0,18.0,20.0,6.0,2.0,1.0,3.0,0.0,0.0,1.55,3.75,6.5
2008,31,12,18,4.0,0.0,H,1.0,0.0,H,21.0,10.0,10.0,2.0,8.0,14.0,5.0,5.0,0.0,3.0,0.0,0.0,1.44,4.2,7.5
2008,31,21,22,2.0,0.0,H,0.0,0.0,D,17.0,8.0,7.0,2.0,12.0,21.0,4.0,4.0,1.0,3.0,0.0,1.0,1.91,3.4,4.0
2008,32,0,2,3.0,0.0,H,0.0,0.0,D,19.0,9.0,9.0,3.0,17.0,15.0,9.0,3.0,1.0,5.0,0.0,0.0,1.33,5.0,9.0
2008,32,11,4,0.0,1.0,A,0.0,0.0,D,10.0,13.0,4.0,5.0,22.0,22.0,5.0,4.0,4.0,2.0,0.0,0.0,2.3,3.3,3.1
2008,32,5,6,1.0,2.0,A,1.0,1.0,D,19.0,19.0,3.0,5.0,14.0,26.0,9.0,5.0,1.0,4.0,0.0,0.0,2.4,3.4,2.87
2008,32,18,7,2.0,3.0,A,2.0,2.0,D,18.0,11.0,3.0,6.0,18.0,21.0,8.0,1.0,3.0,1.0,0.0,0.0,2.05,3.4,3.5
2008,32,8,12,3.0,0.0,H,1.0,0.0,H,13.0,11.0,6.0,0.0,14.0,17.0,1.0,5.0,2.0,2.0,0.0,1.0,1.95,3.6,3.6
2008,32,22,14,1.0,2.0,A,0.0,1.0,A,18.0,9.0,4.0,3.0,12.0,16.0,4.0,5.0,1.0,0.0,0.0,0.0,4.33,3.5,1.83
2008,32,13,15,0.0,5.0,A,0.0,0.0,D,7.0,22.0,4.0,9.0,18.0,13.0,2.0,2.0,2.0,1.0,1.0,0.0,2.62,3.3,2.62
2008,32,1,17,3.0,1.0,H,2.0,0.0,H,13.0,13.0,9.0,4.0,16.0,18.0,8.0,7.0,0.0,3.0,0.0,0.0,1.44,4.2,7.5
2008,32,16,21,0.0,2.0,A,0.0,1.0,A,12.0,13.0,4.0,4.0,10.0,22.0,5.0,5.0,0.0,2.0,1.0,0.0,2.2,3.4,3.2
2008,33,21,0,2.0,2.0,D,2.0,2.0,D,13.0,21.0,6.0,6.0,16.0,19.0,4.0,6.0,2.0,3.0,0.0,0.0,7.0,4.0,1.5
2008,33,2,4,5.0,0.0,H,2.0,0.0,H,17.0,13.0,11.0,4.0,11.0,13.0,3.0,4.0,0.0,2.0,0.0,0.0,2.0,3.4,3.75
2008,33,14,5,0.0,0.0,D,0.0,0.0,D,12.0,10.0,2.0,5.0,18.0,15.0,4.0,3.0,2.0,1.0,0.0,0.0,1.73,3.75,4.5
2008,33,7,8,0.0,5.0,A,0.0,3.0,A,8.0,19.0,2.0,9.0,16.0,10.0,3.0,9.0,3.0,1.0,0.0,0.0,5.5,3.75,1.62
2008,33,6,11,2.0,0.0,H,1.0,0.0,H,24.0,8.0,6.0,3.0,15.0,20.0,6.0,5.0,0.0,2.0,0.0,0.0,1.25,5.5,12.0
2008,33,17,13,2.0,0.0,H,1.0,0.0,H,12.0,11.0,9.0,3.0,17.0,18.0,9.0,13.0,2.0,2.0,0.0,0.0,1.8,3.5,4.5
2008,33,12,16,6.0,0.0,H,1.0,0.0,H,18.0,10.0,8.0,2.0,15.0,11.0,5.0,5.0,1.0,0.0,0.0,0.0,1.44,4.33,7.0
2008,33,15,18,1.0,3.0,A,0.0,2.0,A,20.0,13.0,6.0,5.0,16.0,18.0,8.0,2.0,2.0,4.0,0.0,0.0,1.57,3.8,6.0
2008,33,1,22,0.0,1.0,A,0.0,1.0,A,13.0,12.0,0.0,1.0,9.0,15.0,9.0,3.0,1.0,1.0,0.0,0.0,1.25,5.5,12.0
2008,34,13,1,2.0,3.0,A,0.0,1.0,A,9.0,15.0,4.0,5.0,20.0,25.0,6.0,8.0,4.0,5.0,0.0,0.0,5.0,4.2,1.6
2008,34,11,2,3.0,0.0,H,0.0,0.0,D,11.0,18.0,6.0,9.0,18.0,13.0,3.0,8.0,1.0,3.0,0.0,1.0,2.38,4.0,2.6
2008,34,0,6,2.0,1.0,H,1.0,0.0,H,14.0,9.0,4.0,5.0,19.0,21.0,5.0,4.0,1.0,1.0,0.0,0.0,1.67,4.2,4.5
2008,34,16,7,2.0,2.0,D,1.0,0.0,H,17.0,17.0,6.0,8.0,11.0,16.0,10.0,7.0,2.0,0.0,0.0,0.0,1.62,4.33,4.75
2008,34,4,12,1.0,1.0,D,0.0,0.0,D,10.0,9.0,1.0,4.0,18.0,14.0,3.0,6.0,1.0,0.0,0.0,0.0,3.75,3.6,1.91
2008,34,18,14,4.0,0.0,H,2.0,0.0,H,16.0,12.0,10.0,3.0,12.0,21.0,8.0,7.0,1.0,3.0,0.0,0.0,4.5,4.2,1.67
2008,34,6,16,2.0,2.0,D,0.0,1.0,A,16.0,7.0,6.0,3.0,16.0,13.0,8.0,1.0,3.0,0.0,0.0,0.0,1.55,4.2,5.5
2008,34,22,17,1.0,1.0,D,1.0,1.0,D,20.0,15.0,8.0,4.0,18.0,10.0,7.0,5.0,1.0,1.0,0.0,0.0,2.1,3.4,3.4
2008,34,5,21,2.0,3.0,A,2.0,1.0,H,15.0,16.0,7.0,4.0,20.0,17.0,8.0,2.0,1.0,3.0,0.0,0.0,1.83,3.75,4.0
2009,1,21,0,1.0,1.0,D,1.0,1.0,D,9.0,9.0,1.0,3.0,10.0,28.0,3.0,10.0,0.0,2.0,0.0,0.0,4.2,3.4,1.91
2009,1,23,1,1.0,1.0,D,0.0,1.0,A,17.0,14.0,6.0,3.0,22.0,19.0,12.0,6.0,2.0,1.0,0.0,0.0,3.6,3.4,2.0
2009,1,3,2,2.0,2.0,D,1.0,2.0,A,8.0,13.0,4.0,7.0,22.0,28.0,3.0,5.0,1.0,2.0,0.0,0.0,3.8,3.4,2.0
2009,1,17,4,3.0,3.0,D,0.0,3.0,A,28.0,10.0,8.0,7.0,13.0,21.0,11.0,5.0,3.0,1.0,0.0,1.0,2.2,3.3,3.25
2009,1,9,5,1.0,2.0,A,0.0,1.0,A,14.0,9.0,3.0,5.0,14.0,21.0,9.0,6.0,2.0,1.0,0.0,0.0,3.5,3.3,2.1
2009,1,8,6,2.0,0.0,H,0.0,0.0,D,13.0,14.0,7.0,4.0,12.0,12.0,6.0,3.0,0.0,0.0,0.0,0.0,1.95,3.5,3.75
2009,1,14,7,1.0,0.0,H,0.0,0.0,D,10.0,15.0,4.0,3.0,16.0,20.0,5.0,3.0,3.0,2.0,0.0,0.0,1.8,3.5,4.5
2009,1,15,13,2.0,3.0,A,2.0,2.0,D,22.0,15.0,10.0,8.0,18.0,20.0,9.0,3.0,1.0,2.0,1.0,0.0,1.4,4.5,8.0
2009,1,12,22,1.0,0.0,H,0.0,0.0,D,24.0,7.0,11.0,0.0,8.0,10.0,16.0,1.0,0.0,1.0,0.0,0.0,1.62,3.75,5.5
2009,2,7,3,1.0,1.0,D,0.0,0.0,D,13.0,8.0,6.0,3.0,18.0,17.0,8.0,3.0,0.0,2.0,0.0,0.0,1.83,3.5,4.33
2009,2,22,8,1.0,3.0,A,0.0,0.0,D,13.0,20.0,6.0,9.0,17.0,13.0,4.0,6.0,1.0,0.0,0.0,0.0,4.75,3.6,1.73
2009,2,13,9,1.0,1.0,D,1.0,0.0,H,12.0,21.0,6.0,6.0,12.0,8.0,4.0,6.0,1.0,1.0,0.0,0.0,2.05,3.4,3.6
2009,2,1,12,4.0,1.0,H,3.0,1.0,H,18.0,12.0,9.0,4.0,16.0,17.0,10.0,3.0,0.0,1.0,0.0,0.0,2.05,3.4,3.6
2009,2,4,14,2.0,1.0,H,1.0,0.0,H,20.0,21.0,9.0,6.0,9.0,12.0,7.0,5.0,2.0,2.0,0.0,0.0,2.3,3.3,3.1
2009,2,0,15,1.0,1.0,D,0.0,1.0,A,9.0,10.0,4.0,1.0,13.0,9.0,5.0,2.0,1.0,0.0,0.0,0.0,1.62,3.75,5.5
2009,2,5,17,3.0,0.0,H,2.0,0.0,H,18.0,11.0,6.0,2.0,22.0,16.0,9.0,3.0,1.0,2.0,0.0,0.0,1.44,4.2,7.5
2009,2,2,21,1.0,0.0,H,0.0,0.0,D,14.0,3.0,5.0,2.0,20.0,22.0,6.0,2.0,3.0,2.0,0.0,0.0,2.0,3.5,3.6
2009,2,6,23,4.0,2.0,H,0.0,0.0,D,13.0,13.0,5.0,5.0,10.0,23.0,3.0,5.0,2.0,3.0,0.0,0.0,1.44,4.2,7.5
2009,3,3,0,2.0,1.0,H,2.0,0.0,H,17.0,19.0,8.0,6.0,17.0,10.0,2.0,6.0,0.0,0.0,0.0,0.0,7.0,4.33,1.44
2009,3,8,1,2.0,4.0,A,0.0,2.0,A,12.0,27.0,5.0,13.0,21.0,22.0,6.0,9.0,4.0,2.0,0.0,0.0,1.83,3.6,4.2
2009,3,23,2,0.0,5.0,A,0.0,1.0,A,15.0,12.0,1.0,7.0,11.0,17.0,10.0,2.0,1.0,2.0,0.0,0.0,3.4,3.4,2.1
2009,3,15,4,3.0,0.0,H,2.0,0.0,H,20.0,6.0,10.0,3.0,14.0,25.0,3.0,4.0,1.0,3.0,0.0,0.0,1.4,4.5,7.5
2009,3,21,5,0.0,0.0,D,0.0,0.0,D,17.0,3.0,3.0,0.0,24.0,28.0,6.0,4.0,4.0,4.0,0.0,0.0,2.5,3.25,2.8
2009,3,12,6,1.0,1.0,D,1.0,0.0,H,13.0,16.0,5.0,5.0,21.0,12.0,4.0,9.0,2.0,2.0,0.0,0.0,2.38,3.4,2.9
2009,3,9,7,0.0,2.0,A,0.0,1.0,A,7.0,16.0,0.0,7.0,10.0,18.0,6.0,5.0,2.0,2.0,0.0,0.0,2.0,3.3,3.8
2009,3,22,13,0.0,0.0,D,0.0,0.0,D,15.0,11.0,1.0,2.0,12.0,23.0,8.0,6.0,4.0,3.0,0.0,1.0,2.2,3.4,3.2
2009,3,17,14,1.0,0.0,H,0.0,0.0,D,15.0,9.0,3.0,7.0,10.0,29.0,10.0,3.0,1.0,2.0,0.0,0.0,2.4,3.3,2.9
2009,4,4,3,2.0,0.0,H,1.0,0.0,H,17.0,9.0,5.0,2.0,17.0,21.0,5.0,4.0,1.0,2.0,0.0,0.0,2.0,3.4,3.75
2009,4,0,8,3.0,0.0,H,1.0,0.0,H,18.0,18.0,6.0,5.0,15.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.83,3.75,4.0
2009,4,6,9,0.0,0.0,D,0.0,0.0,D,14.0,11.0,4.0,2.0,17.0,20.0,1.0,2.0,1.0,1.0,0.0,0.0,1.44,4.33,7.0
2009,4,13,12,1.0,1.0,D,0.0,0.0,D,16.0,14.0,3.0,4.0,20.0,15.0,10.0,1.0,1.0,3.0,0.0,0.0,2.9,3.3,2.4
2009,4,14,15,2.0,3.0,A,0.0,0.0,D,18.0,18.0,5.0,11.0,13.0,12.0,5.0,8.0,0.0,1.0,0.0,0.0,3.4,3.4,2.1
2009,4,2,17,2.0,1.0,H,1.0,1.0,D,32.0,5.0,8.0,2.0,14.0,21.0,5.0,2.0,2.0,3.0,0.0,0.0,1.4,4.5,8.0
2009,4,7,21,0.0,1.0,A,0.0,1.0,A,13.0,11.0,3.0,4.0,19.0,23.0,8.0,6.0,0.0,2.0,0.0,0.0,2.7,3.25,2.6
2009,4,1,22,3.0,1.0,H,1.0,0.0,H,18.0,12.0,8.0,5.0,15.0,17.0,10.0,5.0,0.0,2.0,0.0,0.0,1.36,4.75,8.5
2009,4,5,23,0.0,1.0,A,0.0,1.0,A,15.0,9.0,2.0,2.0,18.0,21.0,8.0,2.0,0.0,0.0,0.0,0.0,1.33,5.0,9.0
2009,5,12,0,1.0,5.0,A,1.0,1.0,D,8.0,9.0,2.0,9.0,12.0,14.0,2.0,3.0,0.0,0.0,0.0,0.0,4.2,3.5,1.85
2009,5,8,2,2.0,3.0,A,0.0,1.0,A,14.0,15.0,5.0,10.0,25.0,12.0,5.0,4.0,4.0,2.0,1.0,1.0,2.0,3.5,3.6
2009,5,9,4,1.0,0.0,H,1.0,0.0,H,10.0,18.0,2.0,6.0,16.0,17.0,1.0,7.0,1.0,0.0,0.0,0.0,2.1,3.4,3.4
2009,5,22,5,1.0,2.0,A,1.0,1.0,D,14.0,6.0,5.0,2.0,21.0,25.0,6.0,8.0,2.0,2.0,0.0,0.0,3.5,3.3,2.1
2009,5,1,6,3.0,1.0,H,1.0,0.0,H,18.0,14.0,7.0,2.0,14.0,9.0,6.0,4.0,1.0,3.0,0.0,0.0,1.83,3.5,4.33
2009,5,15,7,0.0,0.0,D,0.0,0.0,D,16.0,12.0,5.0,3.0,20.0,17.0,9.0,5.0,2.0,1.0,0.0,0.0,1.36,4.75,8.5
2009,5,23,13,0.0,2.0,A,0.0,0.0,D,14.0,11.0,6.0,3.0,22.0,18.0,5.0,1.0,2.0,4.0,0.0,0.0,2.2,3.3,3.25
2009,5,3,14,2.0,1.0,H,0.0,0.0,D,10.0,8.0,6.0,3.0,12.0,11.0,3.0,2.0,2.0,2.0,0.0,0.0,2.5,3.25,2.8
2009,5,21,17,3.0,0.0,H,1.0,0.0,H,21.0,6.0,9.0,0.0,18.0,23.0,8.0,1.0,0.0,4.0,0.0,0.0,1.57,3.8,6.0
2009,6,13,1,1.0,1.0,D,1.0,1.0,D,8.0,20.0,1.0,6.0,20.0,20.0,3.0,9.0,1.0,1.0,0.0,0.0,3.6,3.6,1.95
2009,6,17,3,2.0,3.0,A,2.0,1.0,H,12.0,8.0,5.0,6.0,23.0,21.0,9.0,1.0,4.0,3.0,0.0,0.0,2.1,3.4,3.4
2009,6,5,8,1.0,2.0,A,0.0,0.0,D,15.0,10.0,2.0,5.0,12.0,18.0,6.0,7.0,0.0,1.0,0.0,0.0,2.25,3.4,3.1
2009,6,0,9,2.0,1.0,H,0.0,0.0,D,23.0,5.0,10.0,4.0,9.0,10.0,8.0,2.0,0.0,0.0,0.0,0.0,1.17,7.0,16.0
2009,6,7,12,1.0,1.0,D,0.0,1.0,A,13.0,11.0,5.0,4.0,17.0,19.0,5.0,2.0,3.0,0.0,0.0,0.0,2.88,3.3,2.4
2009,6,2,15,0.0,0.0,D,0.0,0.0,D,8.0,7.0,3.0,1.0,16.0,14.0,3.0,2.0,1.0,0.0,0.0,0.0,2.3,3.5,2.9
2009,6,4,21,2.0,4.0,A,2.0,1.0,H,13.0,23.0,7.0,7.0,13.0,8.0,9.0,13.0,3.0,2.0,0.0,0.0,3.0,3.4,2.3
2009,6,6,22,0.0,2.0,A,0.0,1.0,A,14.0,6.0,1.0,2.0,16.0,25.0,7.0,2.0,4.0,2.0,0.0,0.0,1.44,4.33,7.0
2009,6,14,23,0.0,4.0,A,0.0,3.0,A,17.0,16.0,3.0,5.0,12.0,14.0,9.0,6.0,1.0,0.0,0.0,0.0,1.91,3.5,4.0
2009,7,1,0,1.0,0.0,H,0.0,0.0,D,14.0,9.0,4.0,5.0,19.0,19.0,4.0,7.0,2.0,3.0,0.0,0.0,3.1,3.4,2.25
2009,7,22,2,0.0,1.0,A,0.0,0.0,D,7.0,13.0,1.0,3.0,18.0,23.0,1.0,10.0,3.0,2.0,1.0,0.0,3.6,3.5,2.0
2009,7,15,3,3.0,0.0,H,1.0,0.0,H,16.0,5.0,7.0,2.0,8.0,18.0,9.0,2.0,0.0,1.0,0.0,0.0,1.36,4.75,8.5
2009,7,23,4,3.0,0.0,H,0.0,0.0,D,20.0,9.0,5.0,3.0,5.0,16.0,15.0,3.0,0.0,1.0,0.0,0.0,2.0,3.4,3.75
2009,7,12,5,0.0,1.0,A,0.0,1.0,A,16.0,12.0,3.0,5.0,13.0,13.0,5.0,3.0,0.0,1.0,0.0,0.0,2.5,3.25,2.8
2009,7,13,6,0.0,3.0,A,0.0,2.0,A,10.0,20.0,4.0,10.0,13.0,16.0,3.0,5.0,1.0,0.0,1.0,0.0,2.9,3.3,2.4
2009,7,8,7,4.0,2.0,H,2.0,1.0,H,11.0,17.0,6.0,7.0,16.0,15.0,7.0,5.0,2.0,2.0,0.0,0.0,1.36,4.75,8.5
2009,7,21,14,5.0,1.0,H,3.0,1.0,H,16.0,7.0,6.0,3.0,19.0,13.0,8.0,1.0,2.0,1.0,0.0,0.0,1.5,4.0,7.0
2009,7,9,17,0.0,1.0,A,0.0,1.0,A,15.0,11.0,2.0,3.0,14.0,20.0,8.0,5.0,1.0,2.0,0.0,0.0,1.91,3.4,4.0
2009,8,14,1,1.0,3.0,A,1.0,3.0,A,12.0,11.0,4.0,3.0,23.0,18.0,4.0,3.0,2.0,0.0,0.0,0.0,5.0,3.75,1.67
2009,8,17,8,1.0,1.0,D,0.0,0.0,D,10.0,22.0,2.0,5.0,20.0,12.0,4.0,7.0,1.0,2.0,1.0,0.0,4.2,3.6,1.83
2009,8,2,9,4.0,0.0,H,3.0,0.0,H,18.0,4.0,8.0,1.0,15.0,16.0,3.0,1.0,0.0,1.0,0.0,0.0,1.4,4.5,8.0
2009,8,4,12,0.0,1.0,A,0.0,1.0,A,17.0,20.0,3.0,3.0,9.0,17.0,6.0,3.0,1.0,1.0,0.0,0.0,2.9,3.3,2.38
2009,8,5,13,2.0,0.0,H,0.0,0.0,D,10.0,7.0,6.0,1.0,29.0,21.0,7.0,4.0,4.0,3.0,0.0,1.0,1.5,4.0,7.0
2009,8,6,15,0.0,2.0,A,0.0,1.0,A,7.0,11.0,3.0,6.0,18.0,15.0,4.0,7.0,2.0,1.0,0.0,0.0,2.5,3.4,2.7
2009,8,3,21,2.0,1.0,H,2.0,0.0,H,4.0,14.0,3.0,3.0,24.0,23.0,1.0,7.0,6.0,1.0,0.0,0.0,4.0,3.6,1.85
2009,8,0,22,0.0,0.0,D,0.0,0.0,D,13.0,5.0,2.0,1.0,11.0,23.0,9.0,0.0,1.0,4.0,0.0,0.0,1.22,6.5,11.0
2009,8,7,23,5.0,2.0,H,3.0,1.0,H,19.0,14.0,9.0,4.0,9.0,16.0,3.0,6.0,0.0,2.0,0.0,0.0,2.1,3.4,3.4
2009,9,23,0,1.0,2.0,A,0.0,1.0,A,10.0,13.0,2.0,6.0,11.0,14.0,6.0,5.0,0.0,0.0,0.0,0.0,6.0,3.8,1.57
2009,9,1,2,0.0,0.0,D,0.0,0.0,D,7.0,9.0,0.0,3.0,18.0,23.0,7.0,3.0,1.0,3.0,0.0,0.0,2.15,3.4,3.25
2009,9,22,3,1.0,0.0,H,1.0,0.0,H,12.0,8.0,4.0,0.0,17.0,18.0,8.0,3.0,1.0,0.0,0.0,0.0,2.15,3.4,3.25
2009,9,8,4,2.0,1.0,H,1.0,0.0,H,18.0,17.0,4.0,4.0,12.0,14.0,5.0,3.0,1.0,2.0,0.0,0.0,1.33,5.0,8.5
2009,9,6,5,1.0,2.0,A,0.0,1.0,A,15.0,10.0,7.0,4.0,19.0,21.0,5.0,4.0,4.0,3.0,0.0,0.0,2.5,3.3,2.75
2009,9,13,7,2.0,1.0,H,1.0,0.0,H,16.0,11.0,5.0,5.0,19.0,23.0,4.0,6.0,1.0,2.0,0.0,0.0,2.2,3.4,3.2
2009,9,9,14,3.0,0.0,H,2.0,0.0,H,18.0,9.0,8.0,3.0,15.0,21.0,9.0,4.0,1.0,4.0,0.0,0.0,2.15,3.4,3.25
2009,9,12,17,2.0,0.0,H,1.0,0.0,H,18.0,7.0,9.0,3.0,19.0,16.0,5.0,2.0,2.0,4.0,0.0,0.0,1.57,3.8,6.0
2009,9,15,21,2.0,0.0,H,2.0,0.0,H,17.0,7.0,6.0,5.0,20.0,21.0,5.0,5.0,3.0,7.0,0.0,0.0,1.83,3.4,4.0
2009,10,5,1,3.0,3.0,D,0.0,2.0,A,19.0,9.0,11.0,5.0,17.0,17.0,3.0,2.0,2.0,3.0,0.0,1.0,2.2,3.3,3.25
2009,10,7,6,1.0,0.0,H,1.0,0.0,H,5.0,14.0,1.0,8.0,30.0,17.0,1.0,3.0,3.0,6.0,0.0,0.0,2.8,3.4,2.4
2009,10,14,8,0.0,0.0,D,0.0,0.0,D,18.0,12.0,6.0,3.0,17.0,16.0,7.0,7.0,1.0,6.0,0.0,0.0,4.75,3.6,1.73
2009,10,21,9,3.0,0.0,H,2.0,0.0,H,12.0,3.0,4.0,1.0,15.0,28.0,4.0,2.0,1.0,2.0,0.0,0.0,1.44,4.75,7.5
2009,10,2,12,1.0,1.0,D,0.0,1.0,A,16.0,4.0,4.0,1.0,13.0,22.0,4.0,3.0,4.0,2.0,0.0,0.0,1.8,3.5,4.5
2009,10,0,13,2.0,1.0,H,0.0,0.0,D,23.0,7.0,9.0,2.0,14.0,22.0,9.0,3.0,0.0,0.0,0.0,0.0,1.25,5.5,12.0
2009,10,17,15,1.0,4.0,A,1.0,2.0,A,14.0,15.0,3.0,10.0,18.0,17.0,7.0,4.0,2.0,0.0,0.0,0.0,5.0,3.75,1.67
2009,10,4,22,0.0,0.0,D,0.0,0.0,D,18.0,5.0,4.0,2.0,15.0,25.0,10.0,3.0,0.0,1.0,0.0,0.0,2.2,3.3,3.25
2009,10,3,23,3.0,0.0,H,1.0,0.0,H,11.0,17.0,5.0,3.0,17.0,20.0,3.0,8.0,2.0,1.0,0.0,0.0,2.1,3.4,3.4
2009,11,6,0,0.0,0.0,D,0.0,0.0,D,9.0,7.0,6.0,2.0,19.0,19.0,7.0,3.0,3.0,2.0,0.0,0.0,4.5,3.5,1.8
2009,11,5,2,2.0,2.0,D,0.0,2.0,A,13.0,13.0,5.0,4.0,28.0,19.0,6.0,6.0,3.0,2.0,0.0,0.0,2.38,3.4,2.88
2009,11,8,3,3.0,3.0,D,2.0,2.0,D,16.0,16.0,5.0,6.0,12.0,10.0,13.0,5.0,2.0,3.0,0.0,0.0,1.44,4.33,7.0
2009,11,1,4,2.0,3.0,A,1.0,1.0,D,14.0,13.0,8.0,6.0,11.0,19.0,2.0,5.0,2.0,2.0,0.0,0.0,1.33,4.75,9.5
2009,11,22,7,0.0,1.0,A,0.0,1.0,A,6.0,14.0,3.0,6.0,15.0,20.0,4.0,6.0,1.0,1.0,0.0,0.0,2.1,3.4,3.4
2009,11,12,14,2.0,0.0,H,0.0,0.0,D,19.0,11.0,8.0,2.0,14.0,14.0,6.0,3.0,2.0,1.0,0.0,0.0,1.53,4.0,6.0
2009,11,9,15,2.0,2.0,D,2.0,0.0,H,13.0,14.0,7.0,5.0,18.0,25.0,5.0,5.0,4.0,2.0,0.0,0.0,5.5,3.75,1.62
2009,11,13,17,2.0,1.0,H,1.0,1.0,D,13.0,5.0,6.0,1.0,19.0,23.0,6.0,1.0,4.0,3.0,0.0,1.0,1.83,3.5,4.33
2009,11,23,21,0.0,1.0,A,0.0,1.0,A,11.0,18.0,2.0,7.0,19.0,10.0,4.0,9.0,0.0,0.0,0.0,0.0,3.6,3.5,2.0
2009,12,7,1,2.0,2.0,D,1.0,2.0,A,8.0,11.0,4.0,4.0,26.0,19.0,3.0,5.0,3.0,5.0,0.0,0.0,3.5,3.4,2.05
2009,12,0,5,1.0,1.0,D,1.0,1.0,D,11.0,7.0,3.0,4.0,19.0,28.0,9.0,5.0,2.0,4.0,0.0,0.0,1.67,3.75,5.0
2009,12,4,6,0.0,0.0,D,0.0,0.0,D,19.0,19.0,4.0,1.0,13.0,20.0,6.0,2.0,1.0,2.0,0.0,0.0,2.75,3.3,2.5
2009,12,21,8,1.0,2.0,A,1.0,0.0,H,20.0,13.0,5.0,6.0,19.0,27.0,6.0,2.0,3.0,3.0,0.0,0.0,2.3,3.5,2.9
2009,12,3,9,1.0,0.0,H,1.0,0.0,H,14.0,8.0,4.0,2.0,23.0,18.0,7.0,5.0,4.0,2.0,0.0,0.0,2.1,3.4,3.4
2009,12,15,12,1.0,1.0,D,1.0,0.0,H,11.0,10.0,7.0,4.0,11.0,21.0,7.0,6.0,1.0,2.0,0.0,0.0,1.62,3.8,5.5
2009,12,2,13,4.0,0.0,H,3.0,0.0,H,16.0,6.0,7.0,1.0,17.0,19.0,4.0,2.0,0.0,2.0,0.0,0.0,1.4,4.5,8.0
2009,12,14,22,0.0,1.0,A,0.0,0.0,D,17.0,2.0,1.0,2.0,22.0,16.0,8.0,1.0,4.0,4.0,0.0,0.0,2.05,3.4,3.5
2009,12,17,23,1.0,2.0,A,0.0,1.0,A,10.0,19.0,6.0,9.0,16.0,27.0,11.0,4.0,2.0,2.0,0.0,0.0,2.25,3.4,3.1
2009,13,0,2,1.0,1.0,D,1.0,1.0,D,7.0,11.0,4.0,3.0,15.0,16.0,4.0,5.0,1.0,0.0,0.0,0.0,1.83,3.5,4.33
2009,13,12,3,0.0,0.0,D,0.0,0.0,D,24.0,7.0,9.0,1.0,15.0,19.0,8.0,4.0,1.0,0.0,0.0,0.0,1.67,3.75,5.0
2009,13,13,4,1.0,2.0,A,0.0,0.0,D,20.0,8.0,5.0,2.0,18.0,23.0,6.0,1.0,3.0,1.0,0.0,0.0,2.1,3.4,3.4
2009,13,5,7,2.0,0.0,H,0.0,0.0,D,14.0,12.0,8.0,4.0,16.0,17.0,9.0,7.0,1.0,2.0,0.0,0.0,1.44,4.33,7.0
2009,13,8,9,2.0,3.0,A,0.0,0.0,D,18.0,23.0,9.0,9.0,18.0,16.0,13.0,11.0,5.0,5.0,0.0,0.0,1.4,4.5,8.0
2009,13,6,14,1.0,1.0,D,0.0,0.0,D,27.0,7.0,7.0,3.0,15.0,9.0,14.0,1.0,1.0,4.0,1.0,0.0,1.62,3.75,5.5
