,Season,Gameday,KID,GradeAvg
886,2006,16,12,3.86363636364
887,2006,16,81,3.59090909091
888,2006,16,11,3.31818181818
889,2006,16,8,3.72727272727
890,2006,16,15,4.04545454545
891,2006,16,30,4.22727272727
892,2006,16,58,3.95454545455
893,2006,16,10,4.04545454545
894,2006,16,32,4.45454545455
895,2006,16,4,2.77272727273
896,2006,16,2,2.90909090909
897,2006,16,17,4.36363636364
898,2006,16,24,4.13636363636
899,2006,16,110,3.86363636364
900,2006,17,8,3.04545454545
901,2006,17,15,4.86363636364
902,2006,17,29,3.5
903,2006,17,32,3.86363636364
904,2006,17,81,3.18181818182
905,2006,17,58,3.5
906,2006,17,30,4.81818181818
907,2006,17,14,2.77272727273
908,2006,17,10,3.59090909091
909,2006,17,2,4.0
910,2006,17,110,3.90909090909
911,2006,17,12,3.54545454545
912,2006,17,78,3.68181818182
913,2006,17,11,3.5
914,2006,17,4,3.45454545455
915,2006,17,24,3.45454545455
916,2006,17,17,4.13636363636
917,2006,17,9,3.13636363636
918,2006,18,17,3.04545454545
919,2006,18,14,4.54545454545
920,2006,18,10,4.04545454545
921,2006,18,12,3.77272727273
922,2006,18,32,4.09090909091
923,2006,18,2,2.86363636364
924,2006,18,81,2.59090909091
925,2006,18,11,4.59090909091
926,2006,18,78,3.36363636364
927,2006,18,15,4.18181818182
928,2006,18,8,4.40909090909
929,2006,18,30,3.40909090909
930,2006,18,29,3.36363636364
931,2006,18,24,3.45454545455
932,2006,18,110,4.0
933,2006,18,9,3.0
934,2006,18,4,3.40909090909
935,2006,18,58,4.18181818182
936,2006,19,15,3.86363636364
937,2006,19,81,3.95454545455
938,2006,19,11,3.09090909091
939,2006,19,10,4.40909090909
940,2006,19,24,3.81818181818
941,2006,19,32,3.86363636364
942,2006,19,14,4.09090909091
943,2006,19,8,3.63636363636
944,2006,19,9,3.31818181818
945,2006,19,4,3.22727272727
946,2006,19,58,2.40909090909
947,2006,19,29,5.0
948,2006,19,30,3.36363636364
949,2006,19,17,4.0
950,2006,19,2,3.72727272727
951,2006,19,110,3.81818181818
952,2006,19,12,4.0
953,2006,19,78,4.13636363636
954,2006,20,81,2.22727272727
955,2006,20,14,4.54545454545
956,2006,20,29,3.81818181818
957,2006,20,12,4.27272727273
958,2006,20,24,3.09090909091
959,2006,20,9,3.81818181818
960,2006,20,10,4.31818181818
961,2006,20,15,2.90909090909
962,2006,20,32,3.59090909091
963,2006,20,30,3.5
964,2006,20,110,4.40909090909
965,2006,20,58,2.77272727273
966,2006,20,78,3.77272727273
967,2006,20,8,3.77272727273
968,2006,20,4,4.04545454545
969,2006,20,2,2.68181818182
970,2006,20,17,4.0
971,2006,20,11,3.04545454545
972,2006,21,58,3.54545454545
973,2006,21,24,3.40909090909
974,2006,21,11,2.27272727273
975,2006,21,4,3.40909090909
976,2006,21,2,2.54545454545
977,2006,21,29,3.36363636364
978,2006,21,12,3.63636363636
979,2006,21,17,4.86363636364
980,2006,21,9,3.90909090909
981,2006,21,32,3.54545454545
982,2006,21,15,3.5
983,2006,21,110,3.27272727273
984,2006,21,30,2.45454545455
985,2006,21,78,4.68181818182
986,2006,21,8,3.59090909091
987,2006,21,81,3.45454545455
988,2006,21,14,3.13636363636
989,2006,21,10,4.18181818182
990,2006,22,32,5.09090909091
991,2006,22,11,2.18181818182
992,2006,22,110,3.04545454545
993,2006,22,14,4.09090909091
994,2006,22,4,3.81818181818
995,2006,22,12,3.40909090909
996,2006,22,24,3.54545454545
997,2006,22,2,3.45454545455
998,2006,22,17,3.13636363636
999,2006,22,15,4.13636363636
1000,2006,22,29,3.95454545455
1001,2006,22,30,3.40909090909
1002,2006,22,9,4.27272727273
1003,2006,22,58,3.22727272727
1004,2006,22,10,4.22727272727
1005,2006,22,8,3.04545454545
1006,2006,22,81,3.09090909091
1007,2006,22,78,4.09090909091
1008,2006,23,11,3.22727272727
1009,2006,23,29,3.36363636364
1010,2006,23,58,3.27272727273
1011,2006,23,17,4.59090909091
1012,2006,23,30,2.95454545455
1013,2006,23,81,3.54545454545
1014,2006,23,78,4.04545454545
1015,2006,23,10,4.18181818182
1016,2006,23,12,4.27272727273
1017,2006,23,32,4.22727272727
1018,2006,23,14,3.22727272727
1019,2006,23,24,4.45454545455
1020,2006,23,8,3.5
1021,2006,23,110,3.54545454545
1022,2006,23,15,3.40909090909
1023,2006,23,4,3.95454545455
1024,2006,23,2,3.77272727273
1025,2006,23,9,3.5
1026,2006,24,2,4.27272727273
1027,2006,24,12,3.27272727273
1028,2006,24,29,4.04545454545
1029,2006,24,14,3.54545454545
1030,2006,24,10,3.31818181818
1031,2006,24,81,4.36363636364
1032,2006,24,9,2.68181818182
1033,2006,24,11,3.81818181818
1034,2006,24,24,3.54545454545
1035,2006,24,15,3.63636363636
1036,2006,24,32,3.09090909091
1037,2006,24,58,4.27272727273
1038,2006,24,4,2.95454545455
1039,2006,24,8,4.45454545455
1040,2006,24,110,3.81818181818
1041,2006,24,30,3.95454545455
1042,2006,24,17,3.95454545455
1043,2006,24,78,3.27272727273
1044,2006,25,81,3.5
1045,2006,25,32,3.54545454545
1046,2006,25,58,3.45454545455
1047,2006,25,2,3.81818181818
1048,2006,25,15,3.27272727273
1049,2006,25,29,4.0
1050,2006,25,8,2.95454545455
1051,2006,25,17,4.22727272727
1052,2006,25,30,3.27272727273
1053,2006,25,10,4.36363636364
1054,2006,25,11,3.68181818182
1055,2006,25,24,3.63636363636
1056,2006,25,78,4.18181818182
1057,2006,25,110,3.2
1058,2006,25,14,3.09090909091
1059,2006,25,4,4.13636363636
1060,2006,25,12,3.5
1061,2006,25,9,3.63636363636
1062,2006,26,29,3.72727272727
1063,2006,26,78,3.45454545455
1064,2006,26,32,3.31818181818
1065,2006,26,14,4.27272727273
1066,2006,26,58,3.5
1067,2006,26,12,3.72727272727
1068,2006,26,17,3.5
1069,2006,26,81,3.5
1070,2006,26,2,3.5
1071,2006,26,11,3.63636363636
1072,2006,26,110,3.27272727273
1073,2006,26,10,4.40909090909
1074,2006,26,24,3.45454545455
1075,2006,26,8,3.90909090909
1076,2006,26,9,3.5
1077,2006,26,15,3.22727272727
1078,2006,26,4,3.04545454545
1079,2006,26,30,3.68181818182
1080,2006,27,10,3.36363636364
1081,2006,27,17,4.22727272727
1082,2006,27,78,3.77272727273
1083,2006,27,4,3.59090909091
1084,2006,27,14,3.04545454545
1085,2006,27,2,4.27272727273
1086,2006,27,30,3.72727272727
1087,2006,27,9,3.31818181818
1088,2006,27,81,3.18181818182
1089,2006,27,29,3.90909090909
1090,2006,27,15,3.81818181818
1091,2006,27,32,3.5
1092,2006,27,11,3.45454545455
1093,2006,27,110,3.68181818182
1094,2006,27,8,2.95454545455
1095,2006,27,58,4.18181818182
1096,2006,27,12,3.22727272727
1097,2006,27,24,4.13636363636
1098,2006,28,58,3.5
1099,2006,28,14,3.45454545455
1100,2006,28,110,4.68181818182
1101,2006,28,17,2.45454545455
1102,2006,28,12,5.09090909091
1103,2006,28,11,2.90909090909
1104,2006,28,2,2.90909090909
1105,2006,28,15,4.22727272727
1106,2006,28,24,3.59090909091
1107,2006,28,30,4.18181818182
1108,2006,28,29,4.18181818182
1109,2006,28,10,3.5
1110,2006,28,32,3.95454545455
1111,2006,28,78,3.27272727273
1112,2006,28,4,3.31818181818
1113,2006,28,81,3.59090909091
1114,2006,28,9,4.54545454545
1115,2006,28,8,2.72727272727
1116,2006,29,15,4.09090909091
1117,2006,29,12,4.22727272727
1118,2006,29,30,4.77272727273
1119,2006,29,2,2.5
1120,2006,29,8,3.45454545455
1121,2006,29,29,3.45454545455
1122,2006,29,11,3.68181818182
1123,2006,29,58,3.90909090909
1124,2006,29,10,4.0
1125,2006,29,32,3.59090909091
1126,2006,29,78,3.40909090909
1127,2006,29,24,3.90909090909
1128,2006,29,81,3.68181818182
1129,2006,29,110,3.81818181818
1130,2006,29,17,3.90909090909
1131,2006,29,4,3.13636363636
1132,2006,29,14,3.36363636364
1133,2006,29,9,3.81818181818
1134,2006,30,4,2.86363636364
1135,2006,30,110,3.59090909091
1136,2006,30,11,2.18181818182
1137,2006,30,14,4.95454545455
1138,2006,30,29,4.04545454545
1139,2006,30,17,3.22727272727
1140,2006,30,9,2.77272727273
1141,2006,30,81,4.18181818182
1142,2006,30,24,4.09090909091
1143,2006,30,10,3.40909090909
1144,2006,30,32,4.77272727273
1145,2006,30,8,2.5
1146,2006,30,2,2.86363636364
1147,2006,30,78,4.18181818182
1148,2006,30,58,3.59090909091
1149,2006,30,15,4.0
1150,2006,30,12,3.95454545455
1151,2006,30,30,3.13636363636
1152,2006,31,8,2.59090909091
1153,2006,31,2,4.13636363636
1154,2006,31,14,4.40909090909
1155,2006,31,12,2.81818181818
1156,2006,31,110,4.5
1157,2006,31,29,2.68181818182
1158,2006,31,15,3.90909090909
1159,2006,31,11,3.31818181818
1160,2006,31,30,4.27272727273
1161,2006,31,58,3.04545454545
1162,2006,31,17,3.13636363636
1163,2006,31,32,3.86363636364
1164,2006,31,81,3.72727272727
1165,2006,31,24,3.5
1166,2006,31,10,3.22727272727
1167,2006,31,4,3.54545454545
1168,2006,31,78,3.59090909091
1169,2006,31,9,3.72727272727
1170,2006,32,58,3.0
1171,2006,32,78,4.72727272727
1172,2006,32,15,4.04545454545
1173,2006,32,14,4.22727272727
1174,2006,32,24,4.27272727273
1175,2006,32,17,3.40909090909
1176,2006,32,2,3.22727272727
1177,2006,32,81,3.95454545455
1178,2006,32,11,2.95454545455
1179,2006,32,30,4.04545454545
1180,2006,32,12,4.59090909091
1181,2006,32,8,3.36363636364
1182,2006,32,32,2.59090909091
1183,2006,32,110,5.04545454545
1184,2006,32,29,4.77272727273
1185,2006,32,4,2.81818181818
1186,2006,32,9,3.90909090909
1187,2006,32,10,3.68181818182
1188,2006,33,78,5.0
1189,2006,33,14,2.95454545455
1190,2006,33,81,4.09090909091
1191,2006,33,12,3.27272727273
1192,2006,33,17,2.86363636364
1193,2006,33,2,4.54545454545
1194,2006,33,29,4.0
1195,2006,33,9,3.18181818182
1196,2006,33,8,3.18181818182
1197,2006,33,11,2.59090909091
1198,2006,33,30,2.81818181818
1199,2006,33,15,4.5
1200,2006,33,10,3.40909090909
1201,2006,33,58,4.13636363636
1202,2006,33,4,4.04545454545
1203,2006,33,32,3.13636363636
1204,2006,33,110,4.09090909091
1205,2006,33,24,3.90909090909
1206,2006,34,24,3.81818181818
1207,2006,34,4,3.13636363636
1208,2006,34,32,3.40909090909
1209,2006,34,29,3.0
1210,2006,34,9,3.13636363636
1211,2006,34,17,3.68181818182
1212,2006,34,58,3.81818181818
1213,2006,34,81,3.31818181818
1214,2006,34,14,2.90909090909
1215,2006,34,30,4.5
1216,2006,34,2,2.45454545455
1217,2006,34,10,4.36363636364
1218,2006,34,15,4.18181818182
1219,2006,34,8,3.86363636364
1220,2006,34,12,2.77272727273
1221,2006,34,110,4.81818181818
1222,2006,34,11,3.22727272727
1223,2006,34,78,3.68181818182
1224,2007,1,11,3.31818181818
1225,2007,1,2,3.40909090909
1226,2007,1,14,2.40909090909
1227,2007,1,3,4.68181818182
1228,2007,1,9,3.40909090909
1229,2007,1,78,3.59090909091
1230,2007,1,8,3.36363636364
1231,2007,1,4,3.77272727273
1232,2007,1,58,3.90909090909
1233,2007,1,12,3.09090909091
1234,2007,1,32,3.31818181818
1235,2007,1,29,4.13636363636
1236,2007,1,24,4.54545454545
1237,2007,1,10,2.95454545455
1238,2007,1,81,4.13636363636
1239,2007,1,6,3.09090909091
1240,2007,1,17,4.5
1241,2007,1,1,2.5
1242,2007,2,6,3.59090909091
1243,2007,2,58,3.45454545455
1244,2007,2,2,2.45454545455
1245,2007,2,17,4.77272727273
1246,2007,2,4,4.31818181818
1247,2007,2,14,2.86363636364
1248,2007,2,29,3.5
1249,2007,2,11,3.95454545455
1250,2007,2,10,3.68181818182
1251,2007,2,32,3.72727272727
1252,2007,2,3,4.27272727273
1253,2007,2,81,3.5
1254,2007,2,1,4.13636363636
1255,2007,2,24,3.27272727273
1256,2007,2,12,2.77272727273
1257,2007,2,9,3.31818181818
1258,2007,2,78,4.31818181818
1259,2007,2,8,3.36363636364
1260,2007,3,8,3.63636363636
1261,2007,3,12,4.36363636364
1262,2007,3,11,3.27272727273
1263,2007,3,1,3.27272727273
1264,2007,3,14,2.27272727273
1265,2007,3,58,4.59090909091
1266,2007,3,9,2.13636363636
1267,2007,3,6,4.77272727273
1268,2007,3,81,4.13636363636
1269,2007,3,4,3.86363636364
1270,2007,3,17,3.18181818182
1271,2007,3,78,4.86363636364
1272,2007,3,10,3.86363636364
1273,2007,3,29,3.86363636364
1274,2007,3,32,3.22727272727
1275,2007,3,3,4.5
1276,2007,3,24,3.45454545455
1277,2007,3,2,3.5
1278,2007,4,2,3.36363636364
1279,2007,4,9,3.18181818182
1280,2007,4,4,2.63636363636
1281,2007,4,32,4.0
1282,2007,4,29,3.40909090909
1283,2007,4,24,4.0
1284,2007,4,58,3.54545454545
1285,2007,4,8,4.13636363636
1286,2007,4,78,3.63636363636
1287,2007,4,81,4.13636363636
1288,2007,4,3,3.90909090909
1289,2007,4,17,3.59090909091
1290,2007,4,1,3.0
1291,2007,4,10,4.18181818182
1292,2007,4,12,3.27272727273
1293,2007,4,14,3.68181818182
1294,2007,4,6,2.95454545455
1295,2007,4,11,3.5
1296,2007,5,17,2.5
1297,2007,5,4,4.63636363636
1298,2007,5,11,3.09090909091
1299,2007,5,78,4.22727272727
1300,2007,5,14,3.59090909091
1301,2007,5,2,3.27272727273
1302,2007,5,9,3.45454545455
1303,2007,5,8,3.68181818182
1304,2007,5,81,3.68181818182
1305,2007,5,58,3.27272727273
1306,2007,5,10,3.0
1307,2007,5,3,4.77272727273
1308,2007,5,32,2.68181818182
1309,2007,5,12,4.40909090909
1310,2007,5,24,4.0
1311,2007,5,6,3.04545454545
1312,2007,5,1,4.31818181818
1313,2007,5,29,3.77272727273
1314,2007,6,8,3.86363636364
1315,2007,6,32,3.5
1316,2007,6,2,3.0
1317,2007,6,10,4.68181818182
1318,2007,6,4,2.5
1319,2007,6,11,4.5
1320,2007,6,12,3.59090909091
1321,2007,6,81,3.86363636364
1322,2007,6,29,3.04545454545
1323,2007,6,17,4.09090909091
1324,2007,6,78,3.86363636364
1325,2007,6,24,3.68181818182
1326,2007,6,3,3.0
1327,2007,6,1,4.77272727273
1328,2007,6,58,4.18181818182
1329,2007,6,9,2.81818181818
1330,2007,6,6,4.27272727273
1331,2007,6,14,3.27272727273
1332,2007,7,17,4.81818181818
1333,2007,7,12,2.63636363636
1334,2007,7,29,4.45454545455
1335,2007,7,3,3.04545454545
1336,2007,7,24,3.5
1337,2007,7,4,3.68181818182
1338,2007,7,1,4.40909090909
1339,2007,7,2,2.68181818182
1340,2007,7,11,3.31818181818
1341,2007,7,8,3.68181818182
1342,2007,7,14,2.90909090909
1343,2007,7,78,4.40909090909
1344,2007,7,81,3.54545454545
1345,2007,7,9,3.45454545455
1346,2007,7,10,4.31818181818
1347,2007,7,58,3.59090909091
1348,2007,7,32,3.45454545455
1349,2007,7,6,3.22727272727
1350,2007,8,2,3.09090909091
1351,2007,8,29,3.72727272727
1352,2007,8,4,2.36363636364
1353,2007,8,10,5.54545454545
1354,2007,8,9,2.86363636364
1355,2007,8,14,2.77272727273
1356,2007,8,12,3.5
1357,2007,8,24,3.77272727273
1358,2007,8,8,3.72727272727
1359,2007,8,81,3.68181818182
1360,2007,8,6,3.0
1361,2007,8,17,4.90909090909
1362,2007,8,3,3.18181818182
1363,2007,8,11,4.0
1364,2007,8,58,3.45454545455
1365,2007,8,1,3.95454545455
1366,2007,8,78,3.95454545455
1367,2007,8,32,3.86363636364
1368,2007,9,17,3.90909090909
1369,2007,9,8,3.86363636364
1370,2007,9,11,4.36363636364
1371,2007,9,58,3.18181818182
1372,2007,9,2,4.04545454545
1373,2007,9,6,2.72727272727
1374,2007,9,29,4.22727272727
1375,2007,9,78,3.90909090909
1376,2007,9,10,4.0
1377,2007,9,12,3.22727272727
1378,2007,9,24,3.77272727273
1379,2007,9,3,4.09090909091
1380,2007,9,1,3.81818181818
1381,2007,9,4,3.31818181818
1382,2007,9,14,2.63636363636
1383,2007,9,81,4.68181818182
1384,2007,9,32,3.27272727273
1385,2007,9,9,3.68181818182
1386,2007,10,78,4.63636363636
1387,2007,10,1,4.09090909091
1388,2007,10,4,3.0
1389,2007,10,29,4.09090909091
1390,2007,10,9,3.27272727273
1391,2007,10,17,3.31818181818
1392,2007,10,81,2.86363636364
1393,2007,10,32,4.18181818182
1394,2007,10,8,4.04545454545
1395,2007,10,14,3.22727272727
1396,2007,10,3,3.95454545455
1397,2007,10,2,4.0
1398,2007,10,12,2.59090909091
1399,2007,10,11,5.54545454545
1400,2007,10,58,3.59090909091
1401,2007,10,24,3.95454545455
1402,2007,10,6,3.40909090909
1403,2007,10,10,3.77272727273
1404,2007,11,32,3.81818181818
1405,2007,11,58,3.68181818182
1406,2007,11,11,3.22727272727
1407,2007,11,9,3.27272727273
1408,2007,11,2,3.31818181818
1409,2007,11,4,3.40909090909
1410,2007,11,29,3.22727272727
1411,2007,11,8,4.45454545455
1412,2007,11,10,4.22727272727
1413,2007,11,78,4.22727272727
1414,2007,11,24,2.72727272727
1415,2007,11,81,4.63636363636
1416,2007,11,3,4.09090909091
1417,2007,11,6,3.68181818182
1418,2007,11,17,3.31818181818
1419,2007,11,14,3.77272727273
1420,2007,11,1,3.86363636364
1421,2007,11,12,3.13636363636
1422,2007,12,78,3.31818181818
1423,2007,12,2,4.04545454545
1424,2007,12,4,3.09090909091
1425,2007,12,3,3.90909090909
1426,2007,12,14,3.5
1427,2007,12,32,4.36363636364
1428,2007,12,9,2.77272727273
1429,2007,12,10,4.68181818182
1430,2007,12,81,3.31818181818
1431,2007,12,11,3.04545454545
1432,2007,12,12,3.27272727273
1433,2007,12,29,4.04545454545
1434,2007,12,58,3.22727272727
1435,2007,12,17,4.0
1436,2007,12,8,3.09090909091
1437,2007,12,24,3.86363636364
1438,2007,12,6,3.22727272727
1439,2007,12,1,3.72727272727
1440,2007,13,1,4.09090909091
1441,2007,13,8,3.40909090909
1442,2007,13,11,2.77272727273
1443,2007,13,14,4.54545454545
1444,2007,13,2,3.95454545455
1445,2007,13,12,3.45454545455
1446,2007,13,4,2.5
1447,2007,13,6,4.27272727273
1448,2007,13,17,3.72727272727
1449,2007,13,32,3.72727272727
1450,2007,13,29,3.40909090909
1451,2007,13,58,3.77272727273
1452,2007,13,3,3.54545454545
1453,2007,13,78,4.40909090909
1454,2007,13,10,3.54545454545
1455,2007,13,81,3.5
1456,2007,13,24,3.36363636364
1457,2007,13,9,2.86363636364
1458,2007,14,6,2.90909090909
1459,2007,14,29,4.18181818182
1460,2007,14,14,2.86363636364
1461,2007,14,24,4.09090909091
1462,2007,14,9,3.31818181818
1463,2007,14,1,4.0
1464,2007,14,8,3.0
1465,2007,14,10,4.63636363636
1466,2007,14,58,4.04545454545
1467,2007,14,2,3.18181818182
1468,2007,14,78,4.09090909091
1469,2007,14,4,3.31818181818
1470,2007,14,32,4.18181818182
1471,2007,14,11,3.0
1472,2007,14,81,3.22727272727
1473,2007,14,17,4.45454545455
1474,2007,14,12,3.13636363636
1475,2007,14,3,3.95454545455
1476,2007,15,3,4.54545454545
1477,2007,15,58,3.54545454545
1478,2007,15,11,3.90909090909
1479,2007,15,17,3.0
1480,2007,15,2,3.72727272727
1481,2007,15,8,4.09090909091
1482,2007,15,4,2.81818181818
1483,2007,15,12,3.72727272727
1484,2007,15,29,4.5
1485,2007,15,9,2.90909090909
1486,2007,15,78,3.31818181818
1487,2007,15,6,4.31818181818
1488,2007,15,24,3.90909090909
1489,2007,15,32,3.54545454545
1490,2007,15,10,3.45454545455
1491,2007,15,14,3.54545454545
1492,2007,15,1,3.63636363636
1493,2007,15,81,3.90909090909
1494,2007,16,17,2.59090909091
1495,2007,16,10,5.0
1496,2007,16,11,3.18181818182
1497,2007,16,24,3.72727272727
1498,2007,16,14,4.09090909091
1499,2007,16,1,3.59090909091
1500,2007,16,12,3.90909090909
1501,2007,16,78,3.86363636364
1502,2007,16,8,3.45454545455
1503,2007,16,6,3.36363636364
1504,2007,16,58,3.36363636364
1505,2007,16,4,3.68181818182
1506,2007,16,32,2.72727272727
1507,2007,16,2,3.90909090909
1508,2007,16,9,2.5
1509,2007,16,3,4.63636363636
1510,2007,16,81,2.68181818182
1511,2007,16,29,4.5
1512,2007,17,78,3.13636363636
1513,2007,17,58,5.09090909091
1514,2007,17,2,3.5
1515,2007,17,81,3.81818181818
1516,2007,17,4,2.81818181818
1517,2007,17,9,4.54545454545
1518,2007,17,29,3.36363636364
1519,2007,17,14,3.54545454545
1520,2007,17,10,3.09090909091
1521,2007,17,11,4.45454545455
1522,2007,17,24,2.59090909091
1523,2007,17,17,4.77272727273
1524,2007,17,6,3.13636363636
1525,2007,17,12,3.04545454545
1526,2007,17,3,3.22727272727
1527,2007,17,8,4.45454545455
1528,2007,17,1,4.22727272727
1529,2007,17,32,3.54545454545
1530,2007,18,3,3.86363636364
1531,2007,18,14,3.63636363636
1532,2007,18,78,3.86363636364
1533,2007,18,9,3.36363636364
1534,2007,18,6,3.04545454545
1535,2007,18,81,3.95454545455
1536,2007,18,1,3.36363636364
1537,2007,18,17,3.72727272727
1538,2007,18,12,3.90909090909
1539,2007,18,58,3.22727272727
1540,2007,18,29,4.86363636364
1541,2007,18,32,2.63636363636
1542,2007,18,10,3.90909090909
1543,2007,18,24,3.0
1544,2007,18,2,3.09090909091
1545,2007,18,11,3.95454545455
1546,2007,18,4,3.45454545455
1547,2007,18,8,3.45454545455
1548,2007,19,32,2.90909090909
1549,2007,19,10,4.04545454545
1550,2007,19,9,3.09090909091
1551,2007,19,12,3.13636363636
1552,2007,19,11,4.5
1553,2007,19,29,3.18181818182
1554,2007,19,8,4.27272727273
1555,2007,19,78,4.0
1556,2007,19,58,4.0
1557,2007,19,6,3.40909090909
1558,2007,19,81,4.13636363636
1559,2007,19,3,3.77272727273
1560,2007,19,24,3.22727272727
1561,2007,19,1,4.36363636364
1562,2007,19,17,3.81818181818
1563,2007,19,2,3.18181818182
1564,2007,19,14,3.22727272727
1565,2007,19,4,3.54545454545
1566,2007,20,2,3.77272727273
1567,2007,20,24,3.27272727273
1568,2007,20,1,4.04545454545
1569,2007,20,11,3.40909090909
1570,2007,20,6,3.22727272727
1571,2007,20,9,3.40909090909
1572,2007,20,4,3.36363636364
1573,2007,20,81,4.09090909091
1574,2007,20,78,4.40909090909
1575,2007,20,17,3.54545454545
1576,2007,20,29,3.72727272727
1577,2007,20,10,4.13636363636
1578,2007,20,3,3.5
1579,2007,20,32,4.04545454545
1580,2007,20,58,3.63636363636
1581,2007,20,14,2.86363636364
1582,2007,20,12,3.09090909091
1583,2007,20,8,4.31818181818
1584,2007,21,8,3.09090909091
1585,2007,21,58,4.45454545455
1586,2007,21,9,3.04545454545
1587,2007,21,2,3.77272727273
1588,2007,21,32,3.40909090909
1589,2007,21,4,3.77272727273
1590,2007,21,24,3.5
1591,2007,21,29,3.40909090909
1592,2007,21,11,3.27272727273
1593,2007,21,6,3.90909090909
1594,2007,21,17,3.90909090909
1595,2007,21,3,4.0
1596,2007,21,10,4.59090909091
1597,2007,21,1,3.68181818182
1598,2007,21,14,3.63636363636
1599,2007,21,12,3.27272727273
1600,2007,21,81,4.04545454545
1601,2007,21,78,4.0
1602,2007,22,29,2.90909090909
1603,2007,22,1,4.95454545455
1604,2007,22,2,4.59090909091
1605,2007,22,14,3.0
1606,2007,22,58,3.63636363636
1607,2007,22,81,4.31818181818
1608,2007,22,4,3.13636363636
1609,2007,22,17,3.63636363636
1610,2007,22,3,4.09090909091
1611,2007,22,10,3.81818181818
1612,2007,22,6,2.86363636364
1613,2007,22,24,4.27272727273
1614,2007,22,8,3.18181818182
1615,2007,22,9,3.81818181818
1616,2007,22,12,3.18181818182
1617,2007,22,32,4.18181818182
1618,2007,22,78,4.0
1619,2007,22,11,3.63636363636
1620,2007,23,17,3.81818181818
1621,2007,23,29,3.40909090909
1622,2007,23,10,4.22727272727
1623,2007,23,2,3.31818181818
1624,2007,23,11,3.54545454545
1625,2007,23,4,4.36363636364
1626,2007,23,32,3.40909090909
1627,2007,23,8,4.04545454545
1628,2007,23,24,3.18181818182
1629,2007,23,78,4.77272727273
1630,2007,23,14,2.86363636364
1631,2007,23,6,3.63636363636
1632,2007,23,1,3.90909090909
1633,2007,23,3,3.68181818182
1634,2007,23,81,3.54545454545
1635,2007,23,12,3.72727272727
1636,2007,23,9,2.68181818182
1637,2007,23,58,4.36363636364
1638,2007,24,2,3.86363636364
1639,2007,24,1,4.0
1640,2007,24,8,3.40909090909
1641,2007,24,11,3.5
1642,2007,24,78,2.54545454545
1643,2007,24,14,4.63636363636
1644,2007,24,12,3.27272727273
1645,2007,24,17,3.36363636364
1646,2007,24,3,3.63636363636
1647,2007,24,29,3.68181818182
1648,2007,24,58,3.81818181818
1649,2007,24,10,3.59090909091
1650,2007,24,6,4.09090909091
1651,2007,24,32,3.0
1652,2007,24,9,2.95454545455
1653,2007,24,81,3.90909090909
1654,2007,24,4,3.40909090909
1655,2007,24,24,3.0
1656,2007,25,32,3.40909090909
1657,2007,25,78,3.86363636364
1658,2007,25,14,2.45454545455
1659,2007,25,9,4.18181818182
1660,2007,25,24,3.59090909091
1661,2007,25,12,4.22727272727
1662,2007,25,81,4.13636363636
1663,2007,25,8,3.86363636364
1664,2007,25,1,4.36363636364
1665,2007,25,58,3.86363636364
1666,2007,25,17,3.45454545455
1667,2007,25,6,3.72727272727
1668,2007,25,11,3.09090909091
1669,2007,25,3,3.95454545455
1670,2007,25,29,3.72727272727
1671,2007,25,2,3.68181818182
1672,2007,25,10,3.45454545455
1673,2007,25,4,3.77272727273
1674,2007,26,3,4.09090909091
1675,2007,26,24,3.45454545455
1676,2007,26,6,3.36363636364
1677,2007,26,2,3.81818181818
1678,2007,26,81,3.04545454545
1679,2007,26,14,3.72727272727
1680,2007,26,8,3.63636363636
1681,2007,26,17,3.59090909091
1682,2007,26,12,4.68181818182
1683,2007,26,10,3.72727272727
1684,2007,26,9,4.36363636364
1685,2007,26,32,3.27272727273
1686,2007,26,4,4.31818181818
1687,2007,26,1,3.22727272727
1688,2007,26,58,3.40909090909
1689,2007,26,11,3.36363636364
1690,2007,26,78,3.40909090909
1691,2007,26,29,3.45454545455
1692,2007,27,1,4.40909090909
1693,2007,27,78,3.36363636364
1694,2007,27,29,3.72727272727
1695,2007,27,4,3.54545454545
1696,2007,27,32,4.31818181818
1697,2007,27,81,3.0
1698,2007,27,11,3.45454545455
1699,2007,27,12,3.77272727273
1700,2007,27,24,2.77272727273
1701,2007,27,58,3.13636363636
1702,2007,27,10,3.68181818182
1703,2007,27,6,4.22727272727
1704,2007,27,2,3.31818181818
1705,2007,27,3,3.81818181818
1706,2007,27,17,4.31818181818
1707,2007,27,9,3.77272727273
1708,2007,27,14,3.15
1709,2007,27,8,4.0
1710,2007,28,4,2.59090909091
1711,2007,28,2,3.40909090909
1712,2007,28,8,4.18181818182
1713,2007,28,29,3.81818181818
1714,2007,28,78,3.5
1715,2007,28,10,4.04545454545
1716,2007,28,58,4.09090909091
1717,2007,28,32,3.90909090909
1718,2007,28,6,3.95454545455
1719,2007,28,3,3.36363636364
1720,2007,28,12,4.86363636364
1721,2007,28,1,3.5
1722,2007,28,9,2.59090909091
1723,2007,28,11,4.5
1724,2007,28,14,2.27272727273
1725,2007,28,17,5.54545454545
1726,2007,28,81,3.40909090909
1727,2007,28,24,4.04545454545
1728,2007,29,3,3.86363636364
1729,2007,29,4,3.54545454545
1730,2007,29,29,4.13636363636
1731,2007,29,12,3.95454545455
