,Season,Gameday,KID,GradeAvg
202,2005,12,29,2.72727272727
203,2005,12,37,4.77272727273
204,2005,12,24,3.86363636364
205,2005,12,16,3.86363636364
206,2005,12,14,2.95454545455
207,2005,12,4,3.59090909091
208,2005,12,32,2.68181818182
209,2005,12,10,4.45454545455
210,2005,12,58,4.09090909091
211,2005,12,30,3.81818181818
212,2005,12,15,3.45454545455
213,2005,12,12,4.22727272727
214,2005,12,81,3.95454545455
215,2005,12,11,3.5
216,2005,13,16,3.86363636364
217,2005,13,2,3.63636363636
218,2005,13,15,3.40909090909
219,2005,13,9,3.22727272727
220,2005,13,17,2.90909090909
221,2005,13,29,4.22727272727
222,2005,13,37,4.72727272727
223,2005,13,81,3.5
224,2005,13,4,2.45454545455
225,2005,13,24,4.95454545455
226,2005,13,30,3.36363636364
227,2005,13,32,3.27272727273
228,2005,13,10,3.31818181818
229,2005,13,14,3.86363636364
230,2005,13,12,3.22727272727
231,2005,13,1,4.54545454545
232,2005,13,11,3.40909090909
233,2005,13,58,3.59090909091
234,2005,14,9,3.86363636364
235,2005,14,12,3.09090909091
236,2005,14,2,3.18181818182
237,2005,14,4,3.45454545455
238,2005,14,24,4.27272727273
239,2005,14,10,3.63636363636
240,2005,14,81,4.09090909091
241,2005,14,17,3.0
242,2005,14,14,3.0
243,2005,14,30,3.36363636364
244,2005,14,58,2.86363636364
245,2005,14,37,5.09090909091
246,2005,14,29,3.68181818182
247,2005,14,15,3.86363636364
248,2005,14,32,3.22727272727
249,2005,14,11,3.18181818182
250,2005,14,1,4.04545454545
251,2005,14,16,3.63636363636
252,2005,15,15,4.22727272727
253,2005,15,81,3.54545454545
254,2005,15,17,3.86363636364
255,2005,15,58,3.09090909091
256,2005,15,12,3.22727272727
257,2005,15,16,4.5
258,2005,15,4,3.09090909091
259,2005,15,1,3.59090909091
260,2005,15,11,3.36363636364
261,2005,15,14,3.59090909091
262,2005,15,10,3.81818181818
263,2005,15,2,3.18181818182
264,2005,15,9,4.27272727273
265,2005,15,29,3.04545454545
266,2005,15,30,2.63636363636
267,2005,15,24,4.86363636364
268,2005,15,37,4.81818181818
269,2005,15,32,3.36363636364
270,2005,16,1,3.72727272727
271,2005,16,10,3.54545454545
272,2005,16,2,3.27272727273
273,2005,16,30,3.81818181818
274,2005,16,12,3.40909090909
275,2005,16,29,4.04545454545
276,2005,16,24,3.95454545455
277,2005,16,11,3.77272727273
278,2005,16,81,3.36363636364
279,2005,16,9,3.63636363636
280,2005,16,32,2.86363636364
281,2005,16,17,4.13636363636
282,2005,16,58,3.40909090909
283,2005,16,15,3.27272727273
284,2005,16,16,3.72727272727
285,2005,16,4,3.18181818182
286,2005,16,14,3.13636363636
287,2005,16,37,3.86363636364
288,2005,17,9,3.81818181818
289,2005,17,58,3.72727272727
290,2005,17,15,3.22727272727
291,2005,17,32,3.36363636364
292,2005,17,17,3.36363636364
293,2005,17,14,3.36363636364
294,2005,17,37,3.5
295,2005,17,24,4.45454545455
296,2005,17,11,3.04545454545
297,2005,17,2,4.22727272727
298,2005,17,30,4.27272727273
299,2005,17,1,4.18181818182
300,2005,17,10,2.86363636364
301,2005,17,16,4.40909090909
302,2005,17,29,3.63636363636
303,2005,17,81,3.63636363636
304,2005,17,4,2.90909090909
305,2005,17,12,3.77272727273
306,2005,18,15,4.40909090909
307,2005,18,14,2.59090909091
308,2005,18,30,2.90909090909
309,2005,18,16,4.77272727273
310,2005,18,11,4.04545454545
311,2005,18,1,3.68181818182
312,2005,18,81,3.13636363636
313,2005,18,12,4.68181818182
314,2005,18,17,3.18181818182
315,2005,18,24,4.22727272727
316,2005,18,9,3.63636363636
317,2005,18,32,3.5
318,2005,18,29,4.0
319,2005,18,58,3.86363636364
320,2005,18,37,4.36363636364
321,2005,18,2,3.27272727273
322,2005,18,10,3.54545454545
323,2005,18,4,3.68181818182
324,2005,19,14,3.04545454545
325,2005,19,9,3.95454545455
326,2005,19,2,3.68181818182
327,2005,19,17,3.36363636364
328,2005,19,32,3.77272727273
329,2005,19,29,4.0
330,2005,19,1,3.68181818182
331,2005,19,37,3.63636363636
332,2005,19,16,3.59090909091
333,2005,19,11,3.5
334,2005,19,4,3.45454545455
335,2005,19,30,4.13636363636
336,2005,19,12,3.86363636364
337,2005,19,10,3.36363636364
338,2005,19,24,2.95454545455
339,2005,19,15,4.18181818182
340,2005,19,58,4.0
341,2005,19,81,3.63636363636
342,2005,20,37,4.13636363636
343,2005,20,16,4.09090909091
344,2005,20,17,3.54545454545
345,2005,20,1,3.5
346,2005,20,29,3.13636363636
347,2005,20,14,3.77272727273
348,2005,20,30,4.63636363636
349,2005,20,10,3.77272727273
350,2005,20,15,3.5
351,2005,20,2,3.45454545455
352,2005,20,58,3.5
353,2005,20,12,4.31818181818
354,2005,20,9,3.0
355,2005,20,24,4.54545454545
356,2005,20,11,3.63636363636
357,2005,20,4,3.31818181818
358,2005,20,81,3.45454545455
359,2005,20,32,3.09090909091
360,2005,21,2,3.13636363636
361,2005,21,9,4.31818181818
362,2005,21,1,3.40909090909
363,2005,21,15,3.59090909091
364,2005,21,24,3.63636363636
365,2005,21,29,4.13636363636
366,2005,21,4,4.04545454545
367,2005,21,37,3.5
368,2005,21,10,3.04545454545
369,2005,21,11,4.18181818182
370,2005,21,12,3.31818181818
371,2005,21,30,4.13636363636
372,2005,21,32,3.40909090909
373,2005,21,58,3.36363636364
374,2005,21,16,3.59090909091
375,2005,21,17,3.5
376,2005,21,14,3.13636363636
377,2005,21,81,3.40909090909
378,2005,22,15,3.36363636364
379,2005,22,16,3.86363636364
380,2005,22,9,3.22727272727
381,2005,22,1,4.31818181818
382,2005,22,29,4.27272727273
383,2005,22,2,3.63636363636
384,2005,22,81,3.13636363636
385,2005,22,24,4.13636363636
386,2005,22,17,3.59090909091
387,2005,22,4,3.22727272727
388,2005,22,58,3.18181818182
389,2005,22,14,3.31818181818
390,2005,22,37,3.90909090909
391,2005,22,10,4.13636363636
392,2005,22,32,3.90909090909
393,2005,22,12,3.31818181818
394,2005,22,11,3.54545454545
395,2005,22,30,3.77272727273
396,2005,23,16,4.72727272727
397,2005,23,9,2.63636363636
398,2005,23,4,2.81818181818
399,2005,23,15,3.72727272727
400,2005,23,10,3.31818181818
401,2005,23,17,3.81818181818
402,2005,23,30,4.09090909091
403,2005,23,37,3.27272727273
404,2005,23,2,2.86363636364
405,2005,23,81,4.13636363636
406,2005,23,14,2.68181818182
407,2005,23,32,4.40909090909
408,2005,23,24,3.5
409,2005,23,58,3.54545454545
410,2005,23,1,3.31818181818
411,2005,23,29,4.13636363636
412,2005,23,12,4.86363636364
413,2005,23,11,3.22727272727
414,2005,24,29,4.27272727273
415,2005,24,16,2.95454545455
416,2005,24,81,2.45454545455
417,2005,24,1,4.86363636364
418,2005,24,58,3.90909090909
419,2005,24,2,3.68181818182
420,2005,24,14,4.27272727273
421,2005,24,12,2.72727272727
422,2005,24,9,2.95454545455
423,2005,24,4,3.54545454545
424,2005,24,17,4.13636363636
425,2005,24,30,4.04545454545
426,2005,24,32,3.18181818182
427,2005,24,24,3.77272727273
428,2005,24,15,3.18181818182
429,2005,24,10,3.90909090909
430,2005,24,37,3.18181818182
431,2005,24,11,3.22727272727
432,2005,25,10,3.18181818182
433,2005,25,9,4.59090909091
434,2005,25,30,3.22727272727
435,2005,25,15,4.36363636364
436,2005,25,11,3.5
437,2005,25,17,3.54545454545
438,2005,25,4,4.90909090909
439,2005,25,29,2.72727272727
440,2005,25,16,4.31818181818
441,2005,25,81,3.68181818182
442,2005,25,24,3.90909090909
443,2005,25,14,3.72727272727
444,2005,25,1,3.90909090909
445,2005,25,58,3.86363636364
446,2005,25,2,3.09090909091
447,2005,25,32,4.09090909091
448,2005,25,12,3.27272727273
449,2005,25,37,4.09090909091
450,2005,26,58,3.22727272727
451,2005,26,16,4.68181818182
452,2005,26,32,3.04545454545
453,2005,26,1,5.0
454,2005,26,24,4.04545454545
455,2005,26,12,3.59090909091
456,2005,26,17,3.04545454545
457,2005,26,37,4.5
458,2005,26,81,2.63636363636
459,2005,26,4,4.5
460,2005,26,15,3.77272727273
461,2005,26,11,3.72727272727
462,2005,26,9,4.68181818182
463,2005,26,30,2.86363636364
464,2005,26,14,3.5
465,2005,26,2,4.31818181818
466,2005,26,29,3.63636363636
467,2005,26,10,4.22727272727
468,2005,27,11,3.95454545455
469,2005,27,9,2.81818181818
470,2005,27,12,3.81818181818
471,2005,27,17,3.0
472,2005,27,30,3.40909090909
473,2005,27,29,3.40909090909
474,2005,27,2,4.04545454545
475,2005,27,24,3.5
476,2005,27,1,3.95454545455
477,2005,27,14,3.22727272727
478,2005,27,16,4.45454545455
479,2005,27,32,3.90909090909
480,2005,27,4,3.31818181818
481,2005,27,58,4.13636363636
482,2005,27,37,3.13636363636
483,2005,27,15,4.40909090909
484,2005,27,10,3.72727272727
485,2005,27,81,3.68181818182
486,2005,28,14,3.95454545455
487,2005,28,16,3.36363636364
488,2005,28,24,4.68181818182
489,2005,28,1,4.36363636364
490,2005,28,15,2.95454545455
491,2005,28,17,3.90909090909
492,2005,28,9,2.18181818182
493,2005,28,37,4.77272727273
494,2005,28,32,3.5
495,2005,28,4,3.59090909091
496,2005,28,29,2.81818181818
497,2005,28,11,4.5
498,2005,28,81,2.63636363636
499,2005,28,30,4.18181818182
500,2005,28,2,3.68181818182
501,2005,28,12,3.22727272727
502,2005,28,58,4.22727272727
503,2005,28,10,3.68181818182
504,2005,29,17,4.09090909091
505,2005,29,9,2.63636363636
506,2005,29,37,4.95454545455
507,2005,29,29,3.18181818182
508,2005,29,16,3.81818181818
509,2005,29,24,4.72727272727
510,2005,29,11,3.77272727273
511,2005,29,81,3.77272727273
512,2005,29,4,2.90909090909
513,2005,29,14,3.90909090909
514,2005,29,10,3.63636363636
515,2005,29,32,4.09090909091
516,2005,29,30,4.18181818182
517,2005,29,58,3.77272727273
518,2005,29,12,3.63636363636
519,2005,29,15,4.04545454545
520,2005,29,1,3.31818181818
521,2005,29,2,4.63636363636
522,2005,30,2,4.59090909091
523,2005,30,16,3.59090909091
524,2005,30,9,3.31818181818
525,2005,30,15,3.59090909091
526,2005,30,29,3.5
527,2005,30,17,3.63636363636
528,2005,30,1,4.0
529,2005,30,12,3.59090909091
530,2005,30,24,3.77272727273
531,2005,30,4,3.68181818182
532,2005,30,32,3.63636363636
533,2005,30,30,3.90909090909
534,2005,30,14,3.31818181818
535,2005,30,10,3.77272727273
536,2005,30,81,3.72727272727
537,2005,30,37,3.72727272727
538,2005,30,58,3.40909090909
539,2005,30,11,3.54545454545
540,2005,31,12,3.59090909091
541,2005,31,9,2.90909090909
542,2005,31,16,3.22727272727
543,2005,31,1,4.54545454545
544,2005,31,15,3.90909090909
545,2005,31,29,3.72727272727
546,2005,31,10,4.04545454545
547,2005,31,24,3.68181818182
548,2005,31,17,3.27272727273
549,2005,31,81,4.04545454545
550,2005,31,11,4.31818181818
551,2005,31,32,3.04545454545
552,2005,31,37,3.5
553,2005,31,58,4.09090909091
554,2005,31,4,3.27272727273
555,2005,31,2,3.36363636364
556,2005,31,30,3.18181818182
557,2005,31,14,3.36363636364
558,2005,32,29,4.27272727273
559,2005,32,9,3.13636363636
560,2005,32,81,2.95454545455
561,2005,32,15,3.81818181818
562,2005,32,58,3.77272727273
563,2005,32,17,4.36363636364
564,2005,32,16,3.72727272727
565,2005,32,12,3.81818181818
566,2005,32,32,3.86363636364
567,2005,32,37,3.72727272727
568,2005,32,1,3.72727272727
569,2005,32,4,3.40909090909
570,2005,32,14,2.72727272727
571,2005,32,11,4.0
572,2005,32,24,4.54545454545
573,2005,32,30,3.36363636364
574,2005,32,2,3.59090909091
575,2005,32,10,3.68181818182
576,2005,33,4,2.81818181818
577,2005,33,16,5.09090909091
578,2005,33,10,4.09090909091
579,2005,33,1,3.86363636364
580,2005,33,30,3.22727272727
581,2005,33,2,4.36363636364
582,2005,33,29,3.22727272727
583,2005,33,12,4.04545454545
584,2005,33,11,3.59090909091
585,2005,33,24,3.90909090909
586,2005,33,9,3.18181818182
587,2005,33,81,3.27272727273
588,2005,33,37,2.86363636364
589,2005,33,14,3.40909090909
590,2005,33,17,4.22727272727
591,2005,33,32,3.36363636364
592,2005,33,15,3.5
593,2005,33,58,3.95454545455
594,2005,34,58,3.63636363636
595,2005,34,9,3.45454545455
596,2005,34,32,3.86363636364
597,2005,34,15,3.31818181818
598,2005,34,14,3.18181818182
599,2005,34,17,3.54545454545
600,2005,34,81,3.18181818182
601,2005,34,29,3.63636363636
602,2005,34,24,3.59090909091
603,2005,34,37,3.77272727273
604,2005,34,12,3.59090909091
605,2005,34,4,3.22727272727
606,2005,34,2,3.36363636364
607,2005,34,11,3.63636363636
608,2005,34,1,3.59090909091
609,2005,34,30,3.54545454545
610,2005,34,16,3.63636363636
611,2005,34,10,3.5
612,2006,1,14,2.72727272727
613,2006,1,17,4.09090909091
614,2006,1,12,4.18181818182
615,2006,1,10,3.54545454545
616,2006,1,2,3.09090909091
617,2006,1,32,4.18181818182
618,2006,1,9,2.72727272727
619,2006,1,110,4.5
620,2006,1,11,4.45454545455
621,2006,1,81,2.36363636364
622,2006,1,15,3.27272727273
623,2006,1,78,3.86363636364
624,2006,1,30,3.36363636364
625,2006,1,8,4.09090909091
626,2006,1,58,3.63636363636
627,2006,1,4,3.31818181818
628,2006,1,24,3.54545454545
629,2006,1,29,3.90909090909
630,2006,2,81,3.27272727273
631,2006,2,15,3.36363636364
632,2006,2,4,3.36363636364
633,2006,2,9,3.18181818182
634,2006,2,29,2.5
635,2006,2,58,4.68181818182
636,2006,2,17,3.45454545455
637,2006,2,30,3.36363636364
638,2006,2,32,3.59090909091
639,2006,2,24,4.31818181818
640,2006,2,110,3.72727272727
641,2006,2,2,3.63636363636
642,2006,2,78,3.68181818182
643,2006,2,12,4.13636363636
644,2006,2,10,3.86363636364
645,2006,2,11,3.04545454545
646,2006,2,8,3.77272727273
647,2006,2,14,3.45454545455
648,2006,3,2,2.59090909091
649,2006,3,4,4.09090909091
650,2006,3,14,3.86363636364
651,2006,3,81,3.27272727273
652,2006,3,9,3.45454545455
653,2006,3,24,3.27272727273
654,2006,3,11,3.68181818182
655,2006,3,17,3.40909090909
656,2006,3,15,3.40909090909
657,2006,3,10,3.77272727273
658,2006,3,58,4.90909090909
659,2006,3,110,2.86363636364
660,2006,3,8,4.0
661,2006,3,78,3.72727272727
662,2006,3,12,3.54545454545
663,2006,3,29,3.18181818182
664,2006,3,30,3.77272727273
665,2006,3,32,3.72727272727
666,2006,4,24,4.22727272727
667,2006,4,58,3.31818181818
668,2006,4,4,4.18181818182
669,2006,4,11,3.22727272727
670,2006,4,17,3.59090909091
671,2006,4,12,4.22727272727
672,2006,4,81,3.27272727273
673,2006,4,8,3.22727272727
674,2006,4,10,3.0
675,2006,4,14,4.09090909091
676,2006,4,110,2.77272727273
677,2006,4,15,4.59090909091
678,2006,4,78,3.27272727273
679,2006,4,30,4.36363636364
680,2006,4,29,3.0
681,2006,4,2,4.36363636364
682,2006,4,32,3.0
683,2006,4,9,3.72727272727
684,2006,5,15,3.36363636364
685,2006,5,17,3.77272727273
686,2006,5,14,3.22727272727
687,2006,5,110,3.86363636364
688,2006,5,12,4.13636363636
689,2006,5,4,4.0
690,2006,5,2,3.68181818182
691,2006,5,24,4.18181818182
692,2006,5,11,3.36363636364
693,2006,5,32,3.54545454545
694,2006,5,30,3.40909090909
695,2006,5,29,3.63636363636
696,2006,5,58,3.95454545455
697,2006,5,9,3.63636363636
698,2006,5,8,3.95454545455
699,2006,5,10,3.81818181818
700,2006,5,78,4.0
701,2006,5,81,3.13636363636
702,2006,6,17,3.81818181818
703,2006,6,58,3.59090909091
704,2006,6,4,2.5
705,2006,6,15,4.81818181818
706,2006,6,81,3.68181818182
707,2006,6,30,3.54545454545
708,2006,6,10,3.63636363636
709,2006,6,78,3.86363636364
710,2006,6,32,3.5
711,2006,6,12,3.86363636364
712,2006,6,24,3.13636363636
713,2006,6,14,4.13636363636
714,2006,6,110,3.90909090909
715,2006,6,8,3.54545454545
716,2006,6,9,2.81818181818
717,2006,6,2,4.54545454545
718,2006,6,29,3.72727272727
719,2006,6,11,3.36363636364
720,2006,7,30,3.95454545455
721,2006,7,110,3.13636363636
722,2006,7,14,2.63636363636
723,2006,7,29,4.40909090909
724,2006,7,12,4.31818181818
725,2006,7,2,3.40909090909
726,2006,7,11,2.59090909091
727,2006,7,9,4.5
728,2006,7,15,3.18181818182
729,2006,7,24,4.18181818182
730,2006,7,58,4.0
731,2006,7,32,3.90909090909
732,2006,7,8,4.95454545455
733,2006,7,4,2.45454545455
734,2006,7,81,3.27272727273
735,2006,7,10,3.45454545455
736,2006,7,78,3.95454545455
737,2006,7,17,3.31818181818
738,2006,8,17,4.18181818182
739,2006,8,8,3.04545454545
740,2006,8,4,2.63636363636
741,2006,8,14,4.27272727273
742,2006,8,2,3.27272727273
743,2006,8,58,3.81818181818
744,2006,8,29,3.40909090909
745,2006,8,15,3.95454545455
746,2006,8,10,3.40909090909
747,2006,8,30,4.09090909091
748,2006,8,24,3.59090909091
749,2006,8,11,3.54545454545
750,2006,8,110,3.63636363636
751,2006,8,78,3.40909090909
752,2006,8,9,3.86363636364
753,2006,8,12,3.72727272727
754,2006,8,32,3.68181818182
755,2006,8,81,3.54545454545
756,2006,9,30,4.95454545455
757,2006,9,4,2.0
758,2006,9,14,3.09090909091
759,2006,9,32,4.27272727273
760,2006,9,12,3.90909090909
761,2006,9,58,3.86363636364
762,2006,9,81,3.45454545455
763,2006,9,17,3.31818181818
764,2006,9,15,4.59090909091
765,2006,9,9,3.04545454545
766,2006,9,8,4.40909090909
767,2006,9,24,3.86363636364
768,2006,9,78,3.36363636364
769,2006,9,29,4.36363636364
770,2006,9,11,2.72727272727
771,2006,9,2,4.13636363636
772,2006,9,10,2.68181818182
773,2006,9,110,4.22727272727
774,2006,10,58,4.86363636364
775,2006,10,8,3.59090909091
776,2006,10,4,3.63636363636
777,2006,10,78,3.36363636364
778,2006,10,9,3.68181818182
779,2006,10,30,3.5
780,2006,10,29,3.13636363636
781,2006,10,81,3.68181818182
782,2006,10,17,3.68181818182
783,2006,10,10,3.5
784,2006,10,24,3.59090909091
785,2006,10,12,4.31818181818
786,2006,10,110,4.45454545455
787,2006,10,11,2.72727272727
788,2006,10,2,3.68181818182
789,2006,10,14,3.81818181818
790,2006,10,32,4.0
791,2006,10,15,4.31818181818
792,2006,11,17,3.86363636364
793,2006,11,110,3.68181818182
794,2006,11,81,3.72727272727
795,2006,11,4,3.18181818182
796,2006,11,11,3.31818181818
797,2006,11,12,3.72727272727
798,2006,11,30,4.27272727273
799,2006,11,24,3.68181818182
800,2006,11,14,4.72727272727
801,2006,11,58,3.18181818182
802,2006,11,15,4.95454545455
803,2006,11,2,3.04545454545
804,2006,11,10,3.72727272727
805,2006,11,29,3.45454545455
806,2006,11,8,4.40909090909
807,2006,11,9,3.18181818182
808,2006,11,78,4.22727272727
809,2006,11,32,3.22727272727
810,2006,12,4,4.04545454545
811,2006,12,17,3.09090909091
812,2006,12,12,4.0
813,2006,12,15,3.90909090909
814,2006,12,2,2.40909090909
815,2006,12,30,5.0
816,2006,12,9,3.59090909091
817,2006,12,14,3.09090909091
818,2006,12,29,3.5
819,2006,12,8,3.27272727273
820,2006,12,32,4.59090909091
821,2006,12,10,2.72727272727
822,2006,12,24,3.63636363636
823,2006,12,78,3.59090909091
824,2006,12,58,3.5
825,2006,12,11,3.22727272727
826,2006,12,110,4.18181818182
827,2006,12,81,3.40909090909
828,2006,13,8,3.27272727273
829,2006,13,32,4.09090909091
830,2006,13,14,3.18181818182
831,2006,13,11,3.63636363636
832,2006,13,17,4.09090909091
833,2006,13,29,3.22727272727
834,2006,13,81,3.36363636364
835,2006,13,9,4.27272727273
836,2006,13,30,4.22727272727
837,2006,13,12,4.27272727273
838,2006,13,110,3.09090909091
839,2006,13,4,3.77272727273
840,2006,13,78,3.81818181818
841,2006,13,2,3.36363636364
842,2006,13,15,4.63636363636
843,2006,13,58,3.72727272727
844,2006,13,10,3.72727272727
845,2006,13,24,4.09090909091
846,2006,14,2,3.18181818182
847,2006,14,8,3.81818181818
848,2006,14,4,2.59090909091
849,2006,14,10,4.04545454545
850,2006,14,12,4.04545454545
851,2006,14,14,3.81818181818
852,2006,14,29,3.31818181818
853,2006,14,110,4.04545454545
854,2006,14,58,3.86363636364
855,2006,14,30,4.81818181818
856,2006,14,32,3.5
857,2006,14,17,3.72727272727
858,2006,14,24,3.72727272727
859,2006,14,81,3.86363636364
860,2006,14,9,3.45454545455
861,2006,14,78,3.90909090909
862,2006,14,11,3.40909090909
863,2006,14,15,4.04545454545
864,2006,15,30,3.54545454545
865,2006,15,11,3.72727272727
866,2006,15,14,3.5
867,2006,15,15,3.40909090909
868,2006,15,4,2.72727272727
869,2006,15,29,3.95454545455
870,2006,15,17,4.13636363636
871,2006,15,24,3.86363636364
872,2006,15,10,3.90909090909
873,2006,15,9,3.81818181818
874,2006,15,8,3.54545454545
875,2006,15,12,4.40909090909
876,2006,15,78,4.72727272727
877,2006,15,58,3.09090909091
878,2006,15,81,3.22727272727
879,2006,15,2,3.36363636364
880,2006,15,110,4.13636363636
881,2006,15,32,2.86363636364
882,2006,16,9,3.72727272727
883,2006,16,29,3.95454545455
884,2006,16,14,3.90909090909
885,2006,16,78,3.59090909091
