,Season,Gameday,Link,TID_H,TID_A,TName_H,TName_A,FTGD,HTGD,FTHG,HTHG,HGA,AGA,Odds,Attendance,ChancesA,ChancesH,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HP3,AP3,Interval_W,Interval_L,Interval_D
1501,2010,31,1500,23,7, Freiburg, Hannover,-2.0,-2.0,1.0,0.0,0.354545454546,0.645454545454,0.551515151515,1.0,4,5,14.0,9.0,7.0,5.0,8.0,17.0,7.0,2.0,0.0,2.0,0.0,0.0,0.444,0.444,0.733333333333,0.0,0.266666666667
1502,2010,31,1496,25,15, St Pauli, Werder Bremen,-2.0,1.0,1.0,1.0,0.236363636364,0.572727272728,0.450549450549,1.0,10,4,5.0,14.0,3.0,4.0,22.0,13.0,4.0,4.0,2.0,0.0,0.0,0.0,0.111,0.333,0.188888888889,0.233333333333,0.577777777778
1503,2010,32,1504,0,5, Bayern Munich, Schalke 04,3.0,2.0,4.0,3.0,0.681818181818,0.263636363636,0.866102889359,1.0,1,11,22.0,3.0,8.0,0.0,9.0,19.0,7.0,1.0,1.0,2.0,0.0,0.0,0.556,0.444,0.877777777778,0.0,0.122222222222
1504,2010,32,1503,1,23, Hamburg, Freiburg,-2.0,-1.0,0.0,0.0,0.227272727272,0.563636363636,0.742283950617,0.929561403509,5,6,16.0,9.0,5.0,5.0,26.0,14.0,4.0,1.0,3.0,1.0,0.0,0.0,0.222,0.333,0.822222222222,0.0,0.177777777778
1505,2010,32,1507,3,13, Mainz, Ein Frankfurt,3.0,3.0,3.0,3.0,0.672727272728,0.136363636364,0.647058823529,1.0,2,11,23.0,7.0,11.0,2.0,19.0,16.0,5.0,1.0,1.0,2.0,0.0,1.0,0.444,0.222,0.711111111111,0.0,0.288888888889
1506,2010,32,1511,7,4, Hannover, M'gladbach,-1.0,0.0,0.0,0.0,0.318181818182,0.654545454546,0.694444444444,0.995918367347,8,2,10.0,15.0,2.0,4.0,9.0,9.0,7.0,2.0,2.0,0.0,0.0,0.0,0.778,0.667,0.155555555556,0.0,0.844444444444
1507,2010,32,1506,12,9, Dortmund, Nurnberg,2.0,2.0,2.0,2.0,0.672727272728,0.39090909091,0.825396825397,1.0,2,6,11.0,8.0,5.0,2.0,20.0,13.0,4.0,4.0,1.0,2.0,0.0,0.0,0.444,0.556,0.644444444444,0.0,0.355555555556
1508,2010,32,1510,15,8, Werder Bremen, Wolfsburg,-1.0,-1.0,0.0,0.0,0.463636363636,0.554545454546,0.615079365079,0.985221674877,4,5,14.0,10.0,4.0,2.0,11.0,22.0,9.0,5.0,2.0,4.0,0.0,0.0,0.556,0.444,0.755555555556,0.0,0.244444444444
1509,2010,32,1508,21,6, Hoffenheim, Stuttgart,-1.0,1.0,1.0,1.0,0.5,0.527272727272,0.504201680672,1.0,9,6,14.0,14.0,5.0,4.0,19.0,14.0,3.0,4.0,2.0,2.0,0.0,0.0,0.333,0.667,0.244444444444,0.544444444444,0.211111111111
1510,2010,32,1505,22,2, FC Koln, Leverkusen,2.0,0.0,2.0,0.0,0.481818181818,0.472727272728,0.402046783626,1.0,6,2,4.0,16.0,4.0,4.0,18.0,19.0,1.0,6.0,2.0,2.0,0.0,0.0,0.0,0.667,0.255555555556,0.0,0.744444444444
1511,2010,32,1509,24,25, Kaiserslautern, St Pauli,2.0,1.0,2.0,1.0,0.563636363636,0.372727272728,0.694444444444,1.0,5,3,17.0,15.0,5.0,6.0,19.0,15.0,5.0,3.0,0.0,1.0,0.0,0.0,0.667,0.111,0.688888888889,0.0,0.311111111111
1512,2010,33,1520,2,1, Leverkusen, Hamburg,0.0,-1.0,1.0,0.0,0.481818181818,0.5,0.809917885553,1.0,7,6,13.0,11.0,3.0,5.0,13.0,20.0,5.0,3.0,1.0,3.0,0.0,0.0,0.333,0.111,0.0,0.0,1.0
1513,2010,33,1513,4,23, M'gladbach, Freiburg,2.0,0.0,2.0,0.0,0.60909090909,0.50909090909,0.761942675159,0.907782525852,4,6,10.0,6.0,5.0,3.0,20.0,15.0,3.0,9.0,2.0,1.0,0.0,1.0,0.667,0.333,0.111111111111,0.0,0.888888888889
1514,2010,33,1515,5,3, Schalke 04, Mainz,-2.0,0.0,1.0,0.0,0.354545454546,0.6,0.574014221073,0.977883352521,4,4,15.0,9.0,4.0,4.0,14.0,14.0,7.0,5.0,2.0,1.0,0.0,0.0,0.111,0.778,0.0888888888889,0.0555555555556,0.855555555556
1515,2010,33,1512,6,7, Stuttgart, Hannover,1.0,0.0,2.0,0.0,0.518181818182,0.49090909091,0.62324929972,0.886363636364,3,5,13.0,11.0,4.0,3.0,20.0,24.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.444,0.355555555556,0.0,0.644444444444
1516,2010,33,1516,8,24, Wolfsburg, Kaiserslautern,-1.0,-1.0,1.0,1.0,0.336363636364,0.5,0.809917885553,1.0,3,4,21.0,3.0,3.0,2.0,18.0,22.0,10.0,3.0,0.0,1.0,0.0,0.0,0.778,0.667,0.511111111111,0.211111111111,0.277777777778
1517,2010,33,1519,9,21, Nurnberg, Hoffenheim,-1.0,0.0,1.0,1.0,0.427272727272,0.463636363636,0.694444444444,1.0,3,7,11.0,15.0,5.0,4.0,15.0,20.0,9.0,4.0,0.0,2.0,0.0,0.0,0.444,0.333,0.0444444444444,0.266666666667,0.688888888889
1518,2010,33,1517,13,22, Ein Frankfurt, FC Koln,-2.0,-1.0,0.0,0.0,0.2,0.418181818182,0.647058823529,1.0,10,0,11.0,10.0,0.0,7.0,10.0,18.0,2.0,3.0,3.0,3.0,0.0,0.0,0.111,0.333,0.733333333333,0.0,0.266666666667
1519,2010,33,1518,15,12, Werder Bremen, Dortmund,2.0,1.0,2.0,1.0,0.563636363636,0.454545454546,0.638888888889,1.0,4,6,11.0,12.0,4.0,2.0,11.0,9.0,2.0,10.0,2.0,0.0,0.0,0.0,0.444,0.667,0.933333333333,0.0,0.0666666666667
1520,2010,33,1514,25,0, St Pauli, Bayern Munich,-7.0,-2.0,1.0,0.0,0.09090909091,0.727272727272,0.167832167832,1.0,11,3,12.0,17.0,5.0,10.0,15.0,15.0,3.0,8.0,3.0,2.0,0.0,0.0,0.111,0.778,0.888888888889,0.0,0.111111111111
1521,2010,34,1522,0,6, Bayern Munich, Stuttgart,1.0,0.0,2.0,1.0,0.49090909091,0.445454545454,0.866102889359,1.0,4,5,10.0,10.0,5.0,5.0,17.0,21.0,6.0,4.0,2.0,2.0,0.0,0.0,0.778,1.0,0.211111111111,0.144444444444,0.644444444444
1522,2010,34,1521,1,4, Hamburg, M'gladbach,0.0,-1.0,1.0,0.0,0.481818181818,0.5,0.490079365079,1.0,3,2,16.0,9.0,4.0,3.0,8.0,10.0,7.0,5.0,1.0,2.0,0.0,0.0,0.111,1.0,0.0,0.0,1.0
1523,2010,34,1525,3,25, Mainz, St Pauli,1.0,-1.0,2.0,0.0,0.5,0.472727272728,0.835294117647,1.0,5,9,19.0,14.0,7.0,4.0,11.0,13.0,7.0,3.0,0.0,2.0,0.0,0.0,0.778,0.0,0.0888888888889,0.177777777778,0.733333333333
1524,2010,34,1528,7,9, Hannover, Nurnberg,2.0,0.0,3.0,1.0,0.572727272728,0.436363636364,0.630662020906,1.0,5,7,20.0,9.0,5.0,2.0,22.0,23.0,5.0,4.0,2.0,2.0,0.0,0.0,0.333,0.111,0.333333333333,0.0555555555556,0.611111111111
1525,2010,34,1524,12,13, Dortmund, Ein Frankfurt,2.0,0.0,3.0,0.0,0.581818181818,0.5,0.752416116268,1.0,4,9,18.0,9.0,11.0,3.0,9.0,10.0,7.0,4.0,1.0,2.0,0.0,1.0,0.333,0.111,0.2,0.244444444444,0.555555555556
1526,2010,34,1526,21,8, Hoffenheim, Wolfsburg,-2.0,0.0,1.0,0.0,0.381818181818,0.536363636364,0.424603174603,1.0,9,8,17.0,20.0,4.0,6.0,11.0,17.0,7.0,7.0,0.0,1.0,0.0,0.0,0.333,0.667,0.188888888889,0.122222222222,0.688888888889
1527,2010,34,1523,22,5, FC Koln, Schalke 04,1.0,1.0,2.0,1.0,0.563636363636,0.39090909091,0.591503267974,1.0,9,5,10.0,17.0,6.0,5.0,21.0,23.0,4.0,10.0,2.0,1.0,0.0,0.0,0.667,0.0,0.722222222222,0.0,0.277777777778
1528,2010,34,1529,23,2, Freiburg, Leverkusen,-1.0,-1.0,0.0,0.0,0.536363636364,0.654545454546,0.369835771106,1.0,6,4,8.0,13.0,2.0,6.0,8.0,20.0,1.0,9.0,0.0,1.0,0.0,0.0,0.333,0.444,0.5,0.0,0.5
1529,2010,34,1527,24,15, Kaiserslautern, Werder Bremen,1.0,2.0,3.0,3.0,0.554545454546,0.418181818182,0.577639751553,1.0,6,7,12.0,17.0,4.0,7.0,14.0,10.0,4.0,8.0,0.0,2.0,0.0,0.0,1.0,0.667,0.922222222222,0.0,0.0777777777778
1530,2011,1,1531,0,4, Bayern Munich, M'gladbach,-1.0,0.0,0.0,0.0,0.49090909091,0.572727272728,0.910256410256,1.0,2,5,19.0,7.0,7.0,3.0,11.0,11.0,12.0,2.0,0.0,1.0,0.0,0.0,0.5,0.5,0.311111111111,0.0,0.688888888889
1531,2011,1,1535,3,2, Mainz, Leverkusen,2.0,1.0,2.0,1.0,0.6,0.345454545454,0.406015037594,0.954205882353,3,9,22.0,9.0,8.0,2.0,20.0,19.0,7.0,3.0,3.0,1.0,0.0,0.0,0.5,0.5,0.644444444444,0.0,0.355555555556
1532,2011,1,1530,6,5, Stuttgart, Schalke 04,3.0,1.0,3.0,1.0,0.654545454546,0.363636363636,0.601604278075,0.992243959715,7,12,12.0,15.0,6.0,9.0,13.0,19.0,2.0,6.0,1.0,1.0,0.0,0.0,0.5,0.5,0.588888888889,0.0,0.411111111111
1533,2011,1,1537,7,21, Hannover, Hoffenheim,1.0,1.0,2.0,2.0,0.554545454546,0.427272727272,0.62324929972,0.822755102041,4,4,7.0,12.0,4.0,5.0,14.0,20.0,4.0,5.0,2.0,2.0,0.0,0.0,0.5,0.5,0.7,0.0,0.3
1534,2011,1,1533,12,1, Dortmund, Hamburg,2.0,2.0,3.0,2.0,0.727272727272,0.218181818182,0.768521622528,1.0,2,7,16.0,8.0,5.0,3.0,12.0,18.0,7.0,7.0,1.0,3.0,0.0,0.0,0.5,0.5,0.811111111111,0.0,0.188888888889
1535,2011,1,1534,14,9, Hertha, Nurnberg,-1.0,0.0,0.0,0.0,0.354545454546,0.572727272728,0.62324929972,0.823204568719,2,0,4.0,13.0,0.0,7.0,25.0,27.0,2.0,3.0,2.0,3.0,0.0,0.0,0.5,0.5,0.111111111111,0.0,0.888888888889
1536,2011,1,1536,15,24, Werder Bremen, Kaiserslautern,2.0,0.0,2.0,0.0,0.618181818182,0.345454545454,0.694444444444,0.976247030879,3,5,19.0,9.0,5.0,3.0,14.0,27.0,6.0,5.0,1.0,2.0,0.0,0.0,0.5,0.5,0.333333333333,0.0,0.666666666667
1537,2011,1,1532,22,8, FC Koln, Wolfsburg,-3.0,-1.0,0.0,0.0,0.263636363636,0.581818181818,0.547058823529,0.94,11,4,7.0,17.0,1.0,8.0,15.0,22.0,7.0,5.0,0.0,5.0,1.0,0.0,0.5,0.5,0.811111111111,0.0,0.188888888889
1538,2011,1,1538,26,23, Augsburg, Freiburg,0.0,0.0,2.0,0.0,0.39090909091,0.4,0.591503267974,0.991617742988,4,3,11.0,9.0,7.0,4.0,17.0,25.0,5.0,4.0,2.0,4.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0
1539,2011,2,1539,1,14, Hamburg, Hertha,0.0,0.0,2.0,1.0,0.336363636364,0.60909090909,0.651709401709,0.914035087719,7,3,9.0,24.0,4.0,6.0,13.0,10.0,5.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1540,2011,2,1547,2,15, Leverkusen, Werder Bremen,1.0,0.0,1.0,0.0,0.5,0.481818181818,0.685336976321,1.0,2,6,16.0,9.0,6.0,1.0,18.0,18.0,7.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0555555555556,0.0,0.944444444444
1541,2011,2,1540,4,6, M'gladbach, Stuttgart,0.0,0.0,1.0,0.0,0.518181818182,0.572727272728,0.547058823529,0.894040592795,6,4,10.0,15.0,3.0,7.0,9.0,9.0,2.0,5.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1542,2011,2,1541,5,22, Schalke 04, FC Koln,4.0,0.0,5.0,1.0,0.60909090909,0.245454545454,0.748862897986,1.0,4,10,18.0,6.0,5.0,2.0,17.0,16.0,7.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.477777777778,0.333333333333,0.188888888889
1543,2011,2,1542,8,0, Wolfsburg, Bayern Munich,-1.0,0.0,0.0,0.0,0.427272727272,0.472727272728,0.383333333333,1.0,5,2,7.0,11.0,1.0,3.0,14.0,15.0,9.0,8.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1544,2011,2,1546,9,7, Nurnberg, Hannover,-1.0,-2.0,1.0,0.0,0.436363636364,0.572727272728,0.581841432225,0.766499134877,2,6,13.0,4.0,5.0,3.0,16.0,19.0,8.0,6.0,2.0,3.0,0.0,0.0,1.0,1.0,0.822222222222,0.0,0.177777777778
1545,2011,2,1543,21,12, Hoffenheim, Dortmund,1.0,1.0,1.0,1.0,0.581818181818,0.463636363636,0.355555555556,1.0,5,4,13.0,15.0,3.0,4.0,13.0,11.0,5.0,6.0,4.0,1.0,0.0,0.0,0.0,1.0,0.9,0.0,0.1
1546,2011,2,1545,23,3, Freiburg, Mainz,-1.0,0.0,1.0,0.0,0.5,0.554545454546,0.581841432225,0.858333333333,5,8,18.0,9.0,7.0,4.0,11.0,18.0,4.0,6.0,0.0,2.0,0.0,0.0,0.333,1.0,0.288888888889,0.0,0.711111111111
1547,2011,2,1544,24,26, Kaiserslautern, Augsburg,0.0,-1.0,1.0,0.0,0.372727272728,0.545454545454,0.689305230289,0.808517476898,8,7,17.0,13.0,7.0,4.0,21.0,11.0,8.0,1.0,4.0,1.0,0.0,0.0,0.0,0.333,0.0,0.0,1.0
1548,2011,3,1549,0,1, Bayern Munich, Hamburg,5.0,3.0,5.0,3.0,0.763636363636,0.09090909091,0.851879699248,1.0,0,17,24.0,4.0,13.0,1.0,12.0,16.0,5.0,3.0,2.0,4.0,0.0,0.0,0.5,0.167,0.855555555556,0.0,0.144444444444
1549,2011,3,1553,3,5, Mainz, Schalke 04,-2.0,2.0,2.0,2.0,0.481818181818,0.472727272728,0.551515151515,1.0,7,8,15.0,12.0,5.0,6.0,15.0,15.0,6.0,5.0,0.0,2.0,0.0,0.0,1.0,0.5,0.1,0.633333333333,0.266666666667
1550,2011,3,1550,4,8, M'gladbach, Wolfsburg,3.0,2.0,4.0,3.0,0.745454545454,0.263636363636,0.521885521886,0.799718773705,2,11,21.0,7.0,9.0,3.0,13.0,18.0,8.0,6.0,1.0,2.0,0.0,0.0,0.667,0.5,0.644444444444,0.0222222222222,0.333333333333
1551,2011,3,1548,6,2, Stuttgart, Leverkusen,-1.0,-1.0,0.0,0.0,0.418181818182,0.627272727272,0.581841432225,0.876482164415,3,2,11.0,11.0,0.0,3.0,18.0,16.0,5.0,4.0,1.0,0.0,1.0,0.0,0.667,0.5,0.688888888889,0.0,0.311111111111
1552,2011,3,1555,7,14, Hannover, Hertha,0.0,1.0,1.0,1.0,0.518181818182,0.472727272728,0.606060606061,0.840816326531,6,6,14.0,10.0,6.0,4.0,20.0,20.0,3.0,6.0,1.0,6.0,0.0,0.0,1.0,0.167,0.0,0.0,1.0
1553,2011,3,1552,12,9, Dortmund, Nurnberg,2.0,0.0,2.0,0.0,0.518181818182,0.545454545454,0.87519379845,0.971258671952,5,5,12.0,10.0,5.0,3.0,13.0,13.0,5.0,5.0,0.0,2.0,0.0,0.0,0.5,0.5,0.444444444444,0.0,0.555555555556
1554,2011,3,1554,15,23, Werder Bremen, Freiburg,2.0,1.0,5.0,2.0,0.554545454546,0.40909090909,0.770161290323,0.931140142518,7,14,26.0,11.0,8.0,7.0,17.0,29.0,12.0,1.0,1.0,4.0,0.0,0.0,0.5,0.167,0.4,0.255555555556,0.344444444444
1555,2011,3,1551,22,24, FC Koln, Kaiserslautern,0.0,0.0,1.0,1.0,0.427272727272,0.418181818182,0.586297760211,0.944,4,5,10.0,8.0,5.0,3.0,16.0,22.0,7.0,5.0,3.0,4.0,0.0,0.0,0.0,0.167,0.0,0.0,1.0
1556,2011,3,1556,26,21, Augsburg, Hoffenheim,-2.0,-1.0,0.0,0.0,0.427272727272,0.572727272728,0.508658008658,0.978604044357,3,4,12.0,17.0,4.0,5.0,18.0,18.0,4.0,2.0,1.0,1.0,0.0,0.0,0.333,0.5,0.944444444444,0.0,0.0555555555556
1557,2011,4,1557,1,22, Hamburg, FC Koln,-1.0,0.0,3.0,1.0,0.418181818182,0.49090909091,0.679429429429,0.899807017544,4,7,15.0,7.0,6.0,5.0,18.0,21.0,5.0,4.0,1.0,3.0,0.0,0.0,0.111,0.111,0.133333333333,0.355555555556,0.511111111111
1558,2011,4,1565,2,12, Leverkusen, Dortmund,0.0,0.0,0.0,0.0,0.663636363636,0.572727272728,0.531674208145,1.0,4,3,16.0,13.0,6.0,4.0,11.0,13.0,5.0,3.0,2.0,1.0,1.0,1.0,0.667,0.667,0.0,0.0,1.0
1559,2011,4,1558,5,4, Schalke 04, M'gladbach,1.0,0.0,1.0,0.0,0.563636363636,0.481818181818,0.694444444444,1.0,4,6,22.0,12.0,9.0,5.0,11.0,13.0,8.0,6.0,2.0,3.0,0.0,0.0,0.667,0.778,0.288888888889,0.0,0.711111111111
1560,2011,4,1562,7,3, Hannover, Mainz,0.0,0.0,1.0,1.0,0.59090909091,0.563636363636,0.581841432225,0.824897959184,4,7,19.0,9.0,8.0,2.0,15.0,24.0,8.0,9.0,2.0,0.0,0.0,0.0,0.778,0.667,0.0,0.0,1.0
1561,2011,4,1564,9,26, Nurnberg, Augsburg,1.0,0.0,1.0,0.0,0.472727272728,0.418181818182,0.71692357097,0.887183818077,2,5,15.0,12.0,6.0,2.0,12.0,17.0,4.0,3.0,4.0,2.0,0.0,0.0,0.333,0.222,0.155555555556,0.0,0.844444444444
1562,2011,4,1559,14,6, Hertha, Stuttgart,1.0,0.0,1.0,0.0,0.554545454546,0.463636363636,0.547058823529,0.703518129411,5,5,16.0,22.0,5.0,5.0,10.0,13.0,4.0,3.0,0.0,1.0,0.0,0.0,0.222,0.444,0.0444444444444,0.0,0.955555555556
1563,2011,4,1560,21,15, Hoffenheim, Werder Bremen,-1.0,0.0,1.0,1.0,0.4,0.563636363636,0.581841432225,0.953565505804,5,5,15.0,9.0,4.0,4.0,16.0,12.0,3.0,6.0,0.0,1.0,0.0,0.0,0.667,0.667,0.0777777777778,0.0111111111111,0.911111111111
1564,2011,4,1563,23,8, Freiburg, Wolfsburg,3.0,2.0,3.0,2.0,0.6,0.218181818182,0.510989010989,0.833333333333,4,9,15.0,14.0,4.0,4.0,12.0,21.0,4.0,6.0,0.0,2.0,0.0,0.0,0.111,0.333,0.666666666667,0.0,0.333333333333
1565,2011,4,1561,24,0, Kaiserslautern, Bayern Munich,-3.0,-1.0,0.0,0.0,0.327272727272,0.681818181818,0.272893772894,1.0,9,0,4.0,17.0,1.0,12.0,14.0,17.0,1.0,2.0,3.0,1.0,1.0,0.0,0.222,0.667,0.588888888889,0.0,0.411111111111
1566,2011,5,1567,0,23, Bayern Munich, Freiburg,7.0,3.0,7.0,3.0,0.80909090909,0.09090909091,0.926129426129,1.0,0,15,25.0,3.0,12.0,1.0,8.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.333,0.911111111111,0.0,0.0888888888889
1567,2011,5,1572,3,21, Mainz, Hoffenheim,-4.0,-2.0,0.0,0.0,0.281818181818,0.627272727272,0.606060606061,0.926470588235,6,3,13.0,9.0,2.0,5.0,18.0,24.0,7.0,4.0,0.0,0.0,0.0,0.0,0.444,0.667,0.822222222222,0.0,0.177777777778
1568,2011,5,1568,4,24, M'gladbach, Kaiserslautern,1.0,0.0,1.0,0.0,0.572727272728,0.381818181818,0.662449098313,0.963625598994,1,6,19.0,5.0,4.0,2.0,21.0,19.0,4.0,3.0,2.0,4.0,0.0,0.0,0.444,0.222,0.355555555556,0.0,0.644444444444
1569,2011,5,1566,6,7, Stuttgart, Hannover,3.0,1.0,3.0,1.0,0.618181818182,0.40909090909,0.679429429429,0.876482164415,4,6,17.0,9.0,7.0,5.0,8.0,13.0,9.0,4.0,0.0,1.0,0.0,0.0,0.111,0.556,0.9,0.0,0.1
1570,2011,5,1571,8,5, Wolfsburg, Schalke 04,1.0,0.0,2.0,1.0,0.50909090909,0.472727272728,0.551515151515,1.0,5,7,12.0,6.0,6.0,2.0,17.0,19.0,9.0,3.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0888888888889,0.222222222222,0.688888888889
1571,2011,5,1570,12,14, Dortmund, Hertha,-1.0,0.0,1.0,0.0,0.354545454546,0.70909090909,0.825396825397,1.0,6,9,25.0,11.0,6.0,6.0,13.0,7.0,4.0,1.0,1.0,3.0,0.0,0.0,0.444,0.556,0.455555555556,0.0,0.544444444444
1572,2011,5,1573,15,1, Werder Bremen, Hamburg,2.0,0.0,2.0,0.0,0.718181818182,0.354545454546,0.744047619048,0.988123515439,2,10,22.0,8.0,5.0,3.0,13.0,15.0,11.0,6.0,3.0,5.0,0.0,0.0,0.667,0.111,0.422222222222,0.0,0.577777777778
1573,2011,5,1569,22,9, FC Koln, Nurnberg,-1.0,-1.0,1.0,1.0,0.336363636364,0.672727272728,0.538461538462,0.864,6,2,10.0,13.0,2.0,5.0,24.0,18.0,2.0,5.0,3.0,1.0,1.0,1.0,0.444,0.333,0.655555555556,0.0,0.344444444444
1574,2011,5,1574,26,2, Augsburg, Leverkusen,-3.0,-1.0,1.0,1.0,0.327272727272,0.572727272728,0.333333333333,1.0,10,5,17.0,17.0,4.0,9.0,14.0,9.0,4.0,2.0,1.0,3.0,0.0,0.0,0.111,0.778,0.744444444444,0.0111111111111,0.244444444444
1575,2011,6,1575,1,4, Hamburg, M'gladbach,-1.0,0.0,0.0,0.0,0.263636363636,0.581818181818,0.559523809524,0.978894736842,8,1,5.0,12.0,2.0,4.0,22.0,15.0,2.0,8.0,2.0,3.0,0.0,0.0,0.0,0.667,0.266666666667,0.0,0.733333333333
1576,2011,6,1583,2,22, Leverkusen, FC Koln,-3.0,-1.0,1.0,0.0,0.227272727272,0.727272727272,0.82298136646,1.0,6,5,15.0,8.0,7.0,4.0,15.0,13.0,5.0,0.0,1.0,4.0,1.0,0.0,0.778,0.444,0.511111111111,0.0,0.488888888889
1577,2011,6,1576,5,0, Schalke 04, Bayern Munich,-2.0,-1.0,0.0,0.0,0.336363636364,0.69090909091,0.331578947368,1.0,9,1,7.0,19.0,1.0,6.0,16.0,18.0,2.0,5.0,1.0,1.0,0.0,0.0,0.667,1.0,0.766666666667,0.0,0.233333333333
1578,2011,6,1580,7,12, Hannover, Dortmund,1.0,0.0,2.0,0.0,0.527272727272,0.5,0.380952380952,1.0,4,9,14.0,13.0,5.0,7.0,13.0,8.0,7.0,3.0,1.0,0.0,1.0,0.0,0.222,0.444,0.0111111111111,0.266666666667,0.722222222222
1579,2011,6,1582,9,15, Nurnberg, Werder Bremen,0.0,-1.0,1.0,0.0,0.49090909091,0.481818181818,0.523085279739,0.888213726621,2,4,21.0,2.0,4.0,1.0,17.0,11.0,13.0,0.0,1.0,1.0,0.0,1.0,0.667,1.0,0.0,0.0,1.0
1580,2011,6,1577,14,26, Hertha, Augsburg,0.0,-1.0,2.0,0.0,0.50909090909,0.436363636364,0.768521622528,0.651702494478,2,6,17.0,7.0,5.0,3.0,13.0,20.0,3.0,2.0,2.0,4.0,0.0,1.0,0.778,0.0,0.0,0.0,1.0
1581,2011,6,1578,21,8, Hoffenheim, Wolfsburg,2.0,2.0,3.0,2.0,0.554545454546,0.327272727272,0.651709401709,0.890547263682,3,8,14.0,10.0,8.0,6.0,15.0,15.0,4.0,6.0,3.0,1.0,0.0,1.0,0.667,0.333,0.777777777778,0.0,0.222222222222
1582,2011,6,1581,23,6, Freiburg, Stuttgart,-1.0,-1.0,1.0,0.0,0.40909090909,0.59090909091,0.445887445887,1.0,5,5,18.0,12.0,3.0,5.0,20.0,21.0,6.0,5.0,3.0,4.0,0.0,0.0,0.333,0.333,0.644444444444,0.0,0.355555555556
1583,2011,6,1579,24,3, Kaiserslautern, Mainz,2.0,0.0,3.0,1.0,0.536363636364,0.381818181818,0.547058823529,0.882924869425,2,5,15.0,11.0,7.0,1.0,13.0,20.0,6.0,3.0,0.0,2.0,0.0,0.0,0.111,0.111,0.4,0.1,0.5
1584,2011,7,1585,0,2, Bayern Munich, Leverkusen,3.0,2.0,3.0,2.0,0.745454545454,0.263636363636,0.851879699248,1.0,1,4,12.0,4.0,4.0,3.0,10.0,13.0,4.0,1.0,1.0,4.0,0.0,0.0,1.0,0.444,0.944444444444,0.0,0.0555555555556
1585,2011,7,1590,3,12, Mainz, Dortmund,-1.0,1.0,1.0,1.0,0.5,0.59090909091,0.405555555556,1.0,9,2,9.0,20.0,3.0,9.0,12.0,9.0,3.0,10.0,1.0,0.0,0.0,0.0,0.111,0.111,0.0,0.344444444444,0.655555555556
1586,2011,7,1586,4,9, M'gladbach, Nurnberg,1.0,0.0,1.0,0.0,0.618181818182,0.372727272728,0.62324929972,0.945752927899,1,8,21.0,7.0,9.0,1.0,13.0,18.0,9.0,4.0,1.0,1.0,0.0,0.0,0.667,0.778,0.155555555556,0.0,0.844444444444
1587,2011,7,1588,5,23, Schalke 04, Freiburg,2.0,0.0,4.0,1.0,0.545454545454,0.463636363636,0.840557275542,0.981709986542,7,7,16.0,14.0,7.0,10.0,19.0,17.0,7.0,1.0,1.0,1.0,0.0,0.0,0.333,0.333,0.311111111111,0.344444444444,0.344444444444
1588,2011,7,1584,6,1, Stuttgart, Hamburg,-1.0,1.0,1.0,1.0,0.436363636364,0.49090909091,0.761942675159,0.921133142602,7,7,17.0,16.0,5.0,8.0,20.0,16.0,3.0,7.0,1.0,1.0,0.0,0.0,0.667,0.0,0.255555555556,0.366666666667,0.377777777778
1589,2011,7,1589,8,24, Wolfsburg, Kaiserslautern,1.0,0.0,1.0,0.0,0.40909090909,0.327272727272,0.679781420765,0.892633333333,0,4,6.0,11.0,3.0,2.0,13.0,19.0,4.0,5.0,1.0,2.0,1.0,0.0,0.333,0.333,0.3,0.0,0.7
1590,2011,7,1591,15,14, Werder Bremen, Hertha,1.0,0.0,2.0,1.0,0.554545454546,0.481818181818,0.689305230289,0.968171021378,5,6,23.0,8.0,6.0,3.0,22.0,17.0,8.0,3.0,2.0,4.0,0.0,2.0,0.778,0.778,0.0,0.222222222222,0.777777777778
1591,2011,7,1587,22,21, FC Koln, Hoffenheim,2.0,1.0,2.0,1.0,0.772727272728,0.30909090909,0.480392156863,0.91,3,6,9.0,16.0,4.0,2.0,12.0,18.0,4.0,6.0,1.0,2.0,0.0,0.0,0.667,0.667,0.777777777778,0.0,0.222222222222
1592,2011,7,1592,26,7, Augsburg, Hannover,0.0,0.0,0.0,0.0,0.463636363636,0.563636363636,0.494281045752,0.949543378995,6,4,13.0,11.0,3.0,4.0,21.0,17.0,2.0,2.0,1.0,2.0,0.0,0.0,0.111,0.444,0.0,0.0,1.0
1593,2011,8,1593,1,5, Hamburg, Schalke 04,-1.0,0.0,1.0,1.0,0.49090909091,0.536363636364,0.515151515152,0.951526315789,6,4,17.0,9.0,6.0,4.0,18.0,16.0,5.0,5.0,3.0,1.0,0.0,0.0,0.333,0.333,0.455555555556,0.0,0.544444444444
