,Season,Gameday,Link,Score,Minute,Player
802,2004,22,677867,-1,66,22645
803,2004,22,677867,-2,79,22645
804,2004,23,677869,1,28,26073
805,2004,23,677869,2,54,25041
806,2004,23,677869,3,74,463
807,2004,23,677870,-1,52,21998
808,2004,23,677871,1,45,29735
809,2004,23,677871,2,49,1588
810,2004,23,677871,3,53,27646
811,2004,23,677871,4,73,24533
812,2004,23,677875,1,4,260
813,2004,23,677875,2,16,30895
814,2004,23,677875,3,31,26483
815,2004,23,677875,2,78,63
816,2004,23,677875,3,81,30895
817,2004,23,677877,1,6,9122
818,2004,23,677877,2,19,23091
819,2004,23,677877,1,30,29757
820,2004,23,677877,2,72,22708
821,2004,23,677872,1,65,27823
822,2004,23,677876,1,80,25733
823,2004,23,677876,0,89,27472
824,2004,24,677879,1,23,22052
825,2004,24,677879,2,26,22905
826,2004,24,677879,3,43,6000
827,2004,24,677879,4,71,1823
828,2004,24,677879,5,82,22907
829,2004,24,677881,1,47,294
830,2004,24,677881,2,74,27472
831,2004,24,677881,1,76,30191
832,2004,24,677882,1,21,27975
833,2004,24,677883,1,87,29746
834,2004,24,677884,-1,27,25496
835,2004,24,677885,-1,30,22645
836,2004,24,677885,-2,77,26563
837,2004,24,677886,1,7,1666
838,2004,24,677878,-1,50,21801
839,2004,24,677878,0,85,29031
840,2004,24,677880,-1,62,221
841,2004,24,677880,0,76,29757
842,2004,24,677880,-1,85,24746
843,2004,24,677880,0,89,30176
844,2004,25,677889,1,36,24840
845,2004,25,677889,2,49,24840
846,2004,25,677889,3,52,25496
847,2004,25,677889,2,70,30194
848,2004,25,677890,1,6,30054
849,2004,25,677891,1,45,26143
850,2004,25,677892,1,5,22819
851,2004,25,677892,2,13,1344
852,2004,25,677892,1,24,26483
853,2004,25,677892,0,29,26483
854,2004,25,677892,-1,62,235
855,2004,25,677892,0,84,9079
856,2004,25,677893,-1,2,25206
857,2004,25,677893,0,20,23949
858,2004,25,677893,1,27,24866
859,2004,25,677893,0,38,63
860,2004,25,677893,-1,43,31650
861,2004,25,677893,-2,71,21805
862,2004,25,677893,-1,87,9122
863,2004,25,677895,1,7,34352
864,2004,25,677895,0,23,1056
865,2004,25,677895,1,58,22664
866,2004,25,677895,0,85,29757
867,2004,25,677895,-1,90,29757
868,2004,25,677888,1,69,26563
869,2004,25,677894,-1,43,263
870,2004,25,677894,-2,90,263
871,2004,26,677896,1,13,29041
872,2004,26,677896,2,46,9079
873,2004,26,677898,-1,10,24746
874,2004,26,677898,0,29,26807
875,2004,26,677898,1,57,71
876,2004,26,677898,0,61,463
877,2004,26,677898,-1,86,27336
878,2004,26,677899,1,29,26084
879,2004,26,677899,2,56,26084
880,2004,26,677899,3,90,1654
881,2004,26,677900,-1,31,29746
882,2004,26,677900,0,59,27744
883,2004,26,677900,1,73,29338
884,2004,26,677901,1,15,30194
885,2004,26,677901,2,24,202
886,2004,26,677901,3,38,30194
887,2004,26,677901,4,40,24378
888,2004,26,677901,5,58,22574
889,2004,26,677901,4,73,26228
890,2004,26,677902,-1,16,23848
891,2004,26,677902,0,41,26110
892,2004,26,677902,1,66,24314
893,2004,26,677902,2,89,1666
894,2004,26,677904,-1,22,9126
895,2004,26,677904,-2,45,9126
896,2004,26,677904,-1,69,29567
897,2004,26,677897,1,20,363
898,2004,26,677903,1,1,22052
899,2004,26,677903,0,70,26563
900,2004,26,677903,1,79,22907
901,2004,27,677905,1,41,29700
902,2004,27,677905,2,58,1331
903,2004,27,677906,-1,29,27701
904,2004,27,677906,-2,45,25632
905,2004,27,677906,-3,55,510
906,2004,27,677908,-1,72,25410
907,2004,27,677908,-2,90,25410
908,2004,27,677909,1,66,34392
909,2004,27,677911,1,19,23209
910,2004,27,677911,0,40,24618
911,2004,27,677912,-1,48,263
912,2004,27,677912,0,52,9126
913,2004,27,677912,-1,86,24967
914,2004,27,677913,1,24,27823
915,2004,27,677913,2,36,27823
916,2004,27,677913,3,40,22645
917,2004,27,677913,2,55,26449
918,2004,27,677913,3,74,26563
919,2004,27,677907,1,30,22928
920,2004,27,677907,2,52,30521
921,2004,27,677907,1,70,24378
922,2004,27,677907,0,90,22833
923,2004,27,677910,1,24,27336
924,2004,27,677910,2,36,26073
925,2004,27,677910,1,62,23506
926,2004,28,677915,1,6,26483
927,2004,28,677915,2,21,26483
928,2004,28,677915,1,74,34352
929,2004,28,677915,2,90,512
930,2004,28,677916,-1,88,22042
931,2004,28,677917,1,57,22675
932,2004,28,677918,-1,65,25040
933,2004,28,677918,0,66,368
934,2004,28,677918,1,84,1666
935,2004,28,677919,-1,64,1185
936,2004,28,677919,-2,78,307
937,2004,28,677921,1,15,25173
938,2004,28,677921,2,47,25173
939,2004,28,677921,3,63,25173
940,2004,28,677922,-1,8,23709
941,2004,28,677922,0,57,21805
942,2004,28,677922,-1,70,9126
943,2004,28,677914,-1,6,378
944,2004,28,677914,-2,24,26143
945,2004,28,677920,1,59,28494
946,2004,28,677920,2,68,29757
947,2004,28,677920,3,88,28494
948,2004,29,677923,1,51,9039
949,2004,29,677923,0,90,22907
950,2004,29,677924,-1,90,23586
951,2004,29,677926,1,16,26534
952,2004,29,677926,0,86,30191
953,2004,29,677927,-1,26,1131
954,2004,29,677927,0,37,1313
955,2004,29,677927,-1,66,25733
956,2004,29,677927,-2,83,25733
957,2004,29,677928,-1,30,26483
958,2004,29,677929,1,3,22057
959,2004,29,677929,0,61,1665
960,2004,29,677929,-1,87,25017
961,2004,29,677930,1,39,25120
962,2004,29,677930,0,46,27472
963,2004,29,677930,1,74,25496
964,2004,29,677925,-1,39,22675
965,2004,29,677925,0,61,1738
966,2004,29,677925,-1,74,25301
967,2004,30,677932,-1,4,26143
968,2004,30,677932,0,12,27336
969,2004,30,677932,1,29,22042
970,2004,30,677932,0,42,23263
971,2004,30,677932,1,61,25041
972,2004,30,677932,2,74,25041
973,2004,30,677933,1,5,23949
974,2004,30,677933,0,15,24552
975,2004,30,677933,1,55,23949
976,2004,30,677933,2,69,23949
977,2004,30,677934,1,9,24314
978,2004,30,677934,2,26,1666
979,2004,30,677934,1,51,215
980,2004,30,677934,2,63,25031
981,2004,30,677935,1,23,26148
982,2004,30,677935,2,79,22052
983,2004,30,677938,1,49,24843
984,2004,30,677938,2,61,26807
985,2004,30,677938,3,64,27558
986,2004,30,677939,1,5,1654
987,2004,30,677939,0,17,22575
988,2004,30,677939,1,35,26483
989,2004,30,677939,2,50,28615
990,2004,30,677939,3,59,26483
991,2004,30,677940,1,3,22814
992,2004,30,677940,2,38,24850
993,2004,30,677940,1,39,23709
994,2004,31,677941,-1,6,22934
995,2004,31,677941,0,27,24378
996,2004,31,677941,-1,60,22907
997,2004,31,677941,-2,65,22052
998,2004,31,677941,-3,68,1823
999,2004,31,677941,-4,78,26171
1000,2004,31,677941,-5,84,26119
1001,2004,31,677941,-4,87,30865
1002,2004,31,677942,-1,19,1666
1003,2004,31,677942,-2,35,25031
1004,2004,31,677942,-3,48,25031
1005,2004,31,677942,-4,67,25031
1006,2004,31,677943,1,11,30197
1007,2004,31,677943,0,37,27336
1008,2004,31,677943,-1,40,25041
1009,2004,31,677943,0,80,25338
1010,2004,31,677944,1,43,27616
1011,2004,31,677944,2,53,23156
1012,2004,31,677944,3,78,23709
1013,2004,31,677945,-1,23,23504
1014,2004,31,677945,0,30,26563
1015,2004,31,677945,1,37,26563
1016,2004,31,677945,2,41,22575
1017,2004,31,677945,1,56,25733
1018,2004,31,677945,0,64,9079
1019,2004,31,677946,1,45,30648
1020,2004,31,677946,2,70,22587
1021,2004,31,677946,1,73,1654
1022,2004,31,677948,1,17,9039
1023,2004,31,677948,2,24,29746
1024,2004,31,677947,1,41,26228
1025,2004,31,677949,1,87,25410
1026,2004,32,677950,-1,24,1738
1027,2004,32,677950,-2,40,23141
1028,2004,32,677950,-1,73,22664
1029,2004,32,677951,-1,17,25031
1030,2004,32,677951,0,35,22934
1031,2004,32,677951,-1,42,1666
1032,2004,32,677951,0,58,22907
1033,2004,32,677951,-1,82,25031
1034,2004,32,677951,-2,89,25031
1035,2004,32,677952,1,21,23421
1036,2004,32,677952,2,85,29757
1037,2004,32,677952,1,90,22028
1038,2004,32,677953,1,88,25173
1039,2004,32,677955,-1,17,26228
1040,2004,32,677955,0,63,23506
1041,2004,32,677955,1,81,26483
1042,2004,32,677955,2,87,29031
1043,2004,32,677956,1,27,25733
1044,2004,32,677956,2,58,9079
1045,2004,32,677956,3,88,25733
1046,2004,32,677957,-1,9,26563
1047,2004,32,677957,-2,90,22645
1048,2004,32,677958,1,32,24746
1049,2004,33,677959,1,29,26148
1050,2004,33,677959,0,35,23263
1051,2004,33,677959,1,47,21801
1052,2004,33,677959,2,57,22707
1053,2004,33,677959,1,86,22707
1054,2004,33,677960,-1,23,25338
1055,2004,33,677960,0,48,24533
1056,2004,33,677960,1,49,23156
1057,2004,33,677960,2,53,23156
1058,2004,33,677960,3,90,24533
1059,2004,33,677961,-1,17,22042
1060,2004,33,677961,0,19,197
1061,2004,33,677961,-1,43,463
1062,2004,33,677962,-1,20,23753
1063,2004,33,677962,0,27,29700
1064,2004,33,677963,1,24,25475
1065,2004,33,677963,2,30,1185
1066,2004,33,677963,1,61,28275
1067,2004,33,677963,0,86,23332
1068,2004,33,677965,-1,13,26807
1069,2004,33,677965,0,43,27744
1070,2004,33,677965,1,87,30755
1071,2004,33,677966,1,60,25400
1072,2004,33,677966,2,71,24378
1073,2004,33,677967,1,8,24314
1074,2004,33,677967,2,26,1666
1075,2004,33,677967,3,31,25031
1076,2004,33,677967,4,41,25031
1077,2004,33,677967,5,44,21998
1078,2004,33,677967,4,52,29683
1079,2004,33,677967,5,78,21998
1080,2004,33,677967,4,80,26449
1081,2004,33,677967,3,83,26449
1082,2004,34,677968,-1,15,21882
1083,2004,34,677968,0,18,29757
1084,2004,34,677968,-1,87,22907
1085,2004,34,677969,-1,27,1666
1086,2004,34,677969,-2,30,313
1087,2004,34,677969,-3,72,25031
1088,2004,34,677969,-2,88,24364
1089,2004,34,677970,-1,3,25301
1090,2004,34,677972,-1,2,9039
1091,2004,34,677972,0,41,25733
1092,2004,34,677972,1,58,25733
1093,2004,34,677972,2,59,9079
1094,2004,34,677972,3,61,25733
1095,2004,34,677972,4,69,28275
1096,2004,34,677973,1,35,24866
1097,2004,34,677973,0,41,26228
1098,2004,34,677973,-1,56,1185
1099,2004,34,677974,-1,15,26539
1100,2004,34,677974,0,52,33625
1101,2004,34,677974,1,67,25041
1102,2004,34,677975,-1,6,22575
1103,2004,34,677975,0,11,1313
1104,2004,34,677975,-1,55,22803
1105,2004,34,677975,0,78,26778
1106,2004,34,677975,-1,89,22803
1107,2004,34,677976,-1,13,23156
1108,2004,34,677976,-2,42,27646
1109,2004,34,677976,-1,45,26143
1110,2004,1,677679,1,83,27646
1111,2004,1,677671,-1,12,25274
1112,2004,1,677671,0,58,23141
1113,2004,1,677671,-1,61,30176
1114,2004,1,677671,-2,84,1056
1115,2004,1,677673,1,30,27336
1116,2004,1,677673,0,43,1185
1117,2004,1,677673,-1,64,1185
1118,2004,1,677675,-1,15,152
1119,2004,1,677675,0,49,1131
1120,2004,1,677675,1,90,28275
1121,2004,1,677676,1,6,30895
1122,2004,1,677676,2,44,26483
1123,2004,1,677676,1,65,21734
1124,2004,1,677676,0,70,22574
1125,2004,1,677677,-1,22,1666
1126,2004,1,677677,-2,71,21998
1127,2004,1,677678,1,20,27472
1128,2004,1,677678,2,30,27472
1129,2004,1,677678,1,48,6000
1130,2004,1,677678,2,51,263
1131,2004,1,677678,1,75,21910
1132,2004,1,677678,2,78,27472
1133,2004,2,677680,-1,28,27975
1134,2004,2,677680,0,51,1823
1135,2004,2,677680,1,53,1823
1136,2004,2,677681,-1,15,26483
1137,2004,2,677681,0,47,25031
1138,2004,2,677684,1,7,25040
1139,2004,2,677684,0,13,25982
1140,2004,2,677684,1,34,1641
1141,2004,2,677684,0,35,25041
1142,2004,2,677684,-1,38,27336
1143,2004,2,677686,-1,54,9126
1144,2004,2,677686,-2,58,24533
1145,2004,2,677686,-3,64,9126
1146,2004,2,677686,-4,89,26454
1147,2004,2,677687,-1,18,320
1148,2004,2,677687,0,25,22057
1149,2004,2,677687,1,66,22057
1150,2004,2,677688,-1,7,27472
1151,2004,2,677688,0,15,25274
1152,2004,2,677682,1,29,24378
1153,2004,2,677682,0,66,25733
1154,2004,2,677682,1,69,25415
1155,2004,2,677682,0,87,9079
1156,2004,2,677685,-1,85,25278
1157,2004,2,677683,-1,79,9122
1158,2004,3,677689,-1,31,25173
1159,2004,3,677689,0,35,320
1160,2004,3,677689,1,38,378
1161,2004,3,677689,0,53,25173
1162,2004,3,677689,-1,81,25173
1163,2004,3,677690,1,28,26778
1164,2004,3,677690,0,78,9039
1165,2004,3,677692,-1,31,437
1166,2004,3,677692,0,87,9122
1167,2004,3,677692,-1,90,25301
1168,2004,3,677693,1,20,25733
1169,2004,3,677693,2,52,28275
1170,2004,3,677693,3,57,28275
1171,2004,3,677693,4,59,25733
1172,2004,3,677693,3,84,1666
1173,2004,3,677694,1,67,287
1174,2004,3,677694,0,78,1714
1175,2004,3,677695,1,12,27975
1176,2004,3,677695,0,37,29757
1177,2004,3,677695,1,40,25314
1178,2004,3,677695,2,50,24843
1179,2004,3,677695,1,76,29757
1180,2004,3,677695,0,84,29757
1181,2004,3,677695,1,87,25206
1182,2004,3,677696,-1,33,24840
1183,2004,3,677696,-2,77,24840
1184,2004,3,677691,1,29,24746
1185,2004,3,677691,0,90,29763
1186,2004,3,677697,-1,46,1185
1187,2004,3,677697,-2,53,430
1188,2004,3,677697,-1,71,23709
1189,2004,4,677698,1,65,21882
1190,2004,4,677698,2,68,22934
1191,2004,4,677699,1,26,25031
1192,2004,4,677700,1,15,21734
1193,2004,4,677700,0,48,25041
1194,2004,4,677700,-1,59,27336
1195,2004,4,677700,0,75,26788
1196,2004,4,677702,1,12,25266
1197,2004,4,677702,2,53,9039
1198,2004,4,677702,1,69,27646
1199,2004,4,677702,2,90,28564
1200,2004,4,677703,1,30,1667
1201,2004,4,677703,2,40,1667
1202,2004,4,677703,3,90,27607
1203,2004,4,677705,1,16,263
1204,2004,4,677705,2,90,24364
1205,2004,4,677701,1,2,27744
1206,2004,4,677701,2,8,27744
1207,2004,4,677701,1,59,25278
1208,2004,4,677701,0,73,24552
1209,2004,4,677704,-1,42,26759
1210,2004,4,677704,-2,44,999
1211,2004,4,677704,-3,56,26143
1212,2004,4,677704,-2,71,25120
1213,2004,4,677704,-1,90,25120
1214,2004,5,677707,1,17,23141
1215,2004,5,677707,2,55,23475
1216,2004,5,677707,1,64,1665
1217,2004,5,677709,1,44,27336
1218,2004,5,677709,2,69,27336
1219,2004,5,677709,1,88,26110
1220,2004,5,677709,0,90,25031
1221,2004,5,677710,1,64,9122
1222,2004,5,677710,0,82,28329
1223,2004,5,677711,-1,23,23859
1224,2004,5,677711,-2,69,26109
1225,2004,5,677711,-1,76,1344
1226,2004,5,677711,0,80,25733
1227,2004,5,677713,-1,17,27607
1228,2004,5,677713,0,33,27511
1229,2004,5,677713,-1,78,430
1230,2004,5,677714,-1,5,22832
1231,2004,5,677714,0,35,29034
1232,2004,5,677714,-1,47,9039
1233,2004,5,677714,0,59,28020
1234,2004,5,677714,1,66,22575
1235,2004,5,677715,1,20,29735
1236,2004,5,677715,2,78,24533
1237,2004,5,677715,3,88,23709
1238,2004,5,677708,-1,55,30865
1239,2004,5,677708,0,58,241
1240,2004,6,677717,-1,3,30197
1241,2004,6,677717,0,19,25031
1242,2004,6,677717,1,45,510
1243,2004,6,677717,2,72,1666
1244,2004,6,677718,-1,54,23156
1245,2004,6,677718,0,68,25003
1246,2004,6,677718,-1,70,23709
1247,2004,6,677718,-2,88,23709
1248,2004,6,677718,-3,89,23709
1249,2004,6,677719,1,83,27789
1250,2004,6,677720,1,18,9039
1251,2004,6,677720,2,30,9039
1252,2004,6,677720,1,52,24840
1253,2004,6,677720,0,59,24840
1254,2004,6,677721,1,13,26228
1255,2004,6,677721,0,82,378
1256,2004,6,677721,1,90,27607
1257,2004,6,677723,1,12,26870
1258,2004,6,677723,2,42,22714
1259,2004,6,677723,3,90,263
1260,2004,6,677724,-1,18,24866
1261,2004,6,677724,-2,64,23091
1262,2004,6,677724,-1,76,29567
1263,2004,6,677716,-1,9,25041
1264,2004,6,677716,0,56,22934
1265,2004,6,677722,1,3,27558
1266,2004,6,677722,0,11,31095
1267,2004,6,677722,1,80,27558
1268,2004,7,677725,-1,18,512
1269,2004,7,677725,-2,46,31095
1270,2004,7,677726,-1,22,22052
1271,2004,7,677726,0,70,22682
1272,2004,7,677726,-1,90,9053
1273,2004,7,677727,-1,23,29757
1274,2004,7,677727,-2,25,30176
1275,2004,7,677727,-1,28,25041
1276,2004,7,677727,0,45,25041
1277,2004,7,677729,1,10,22814
1278,2004,7,677729,2,74,28274
1279,2004,7,677729,3,86,25733
1280,2004,7,677730,1,14,29781
1281,2004,7,677730,0,15,9039
1282,2004,7,677730,1,43,307
1283,2004,7,677731,-1,14,24786
1284,2004,7,677731,-2,23,30755
1285,2004,7,677731,-3,85,1757
1286,2004,7,677731,-2,88,21890
1287,2004,7,677733,-1,20,1666
1288,2004,7,677733,-2,75,27701
1289,2004,7,677733,-1,81,23709
1290,2004,7,677728,-1,43,363
1291,2004,7,677728,-2,90,27472
1292,2004,7,677732,1,10,22057
1293,2004,7,677732,2,13,9110
1294,2004,7,677732,3,44,26563
1295,2004,7,677732,2,49,25400
1296,2004,7,677732,1,65,21734
1297,2004,8,677734,-1,56,26356
1298,2004,8,677734,0,83,21882
1299,2004,8,677734,1,90,22934
1300,2004,8,677735,-1,76,22057
1301,2004,8,677736,-1,74,25496
1302,2004,8,677739,1,39,30895
1303,2004,8,677739,2,52,26084
1304,2004,8,677739,1,54,1131
1305,2004,8,677739,2,78,26483
1306,2004,8,677740,-1,57,23091
1307,2004,8,677740,-2,65,9122
1308,2004,8,677741,1,52,25181
1309,2004,8,677741,2,68,27472
1310,2004,8,677742,1,26,29757
1311,2004,8,677742,2,48,30176
1312,2004,8,677742,3,56,144
1313,2004,8,677737,1,7,24058
1314,2004,8,677737,2,64,24058
1315,2004,8,677737,3,90,1757
1316,2004,8,677738,1,54,9039
1317,2004,8,677738,2,78,9039
1318,2004,9,677745,-1,9,24843
1319,2004,9,677745,-2,70,1833
1320,2004,9,677746,1,40,9122
1321,2004,9,677747,-1,16,29763
1322,2004,9,677747,-2,35,22689
1323,2004,9,677748,1,27,430
1324,2004,9,677748,2,39,27607
1325,2004,9,677748,3,42,29781
1326,2004,9,677749,-1,82,25272
1327,2004,9,677749,-2,85,368
1328,2004,9,677751,1,13,9126
1329,2004,9,677751,2,18,24533
1330,2004,9,677751,1,64,29757
1331,2004,9,677751,2,75,26794
1332,2004,9,677751,3,88,21927
1333,2004,9,677744,1,35,1313
1334,2004,9,677744,2,90,25338
1335,2004,9,677750,1,25,26563
1336,2004,9,677750,0,60,21882
1337,2004,9,677750,1,69,22645
1338,2004,10,677753,1,24,24314
1339,2004,10,677753,2,45,24314
1340,2004,10,677754,1,54,25415
1341,2004,10,677754,2,85,202
1342,2004,10,677754,3,90,22574
1343,2004,10,677755,-1,26,23263
1344,2004,10,677755,0,33,152
1345,2004,10,677755,1,65,27744
1346,2004,10,677755,2,86,27744
1347,2004,10,677757,-1,44,25041
1348,2004,10,677752,1,54,22052
1349,2004,10,677752,2,70,21882
1350,2004,10,677752,1,80,22838
1351,2004,10,677752,2,90,1714
1352,2004,10,677756,-1,20,9122
1353,2004,10,677756,0,50,9079
1354,2004,10,677756,1,54,9079
1355,2004,10,677756,0,71,24866
1356,2004,10,677756,1,78,9079
1357,2004,10,677758,1,5,24843
1358,2004,10,677758,2,28,63
1359,2004,10,677758,3,52,63
1360,2004,10,677758,4,57,63
1361,2004,10,677759,1,45,27055
1362,2004,10,677759,0,78,23709
1363,2004,10,677759,-1,80,27646
1364,2004,10,677760,-1,10,22645
1365,2004,10,677760,-2,45,22575
1366,2004,11,677762,1,25,24552
1367,2004,11,677762,0,36,28615
1368,2004,11,677762,-1,50,30895
1369,2004,11,677762,-2,63,23506
1370,2004,11,677763,1,40,27336
1371,2004,11,677764,1,17,26128
1372,2004,11,677764,2,65,1757
1373,2004,11,677764,3,88,24786
1374,2004,11,677765,1,49,22833
1375,2004,11,677765,2,84,26912
1376,2004,11,677766,-1,15,26148
1377,2004,11,677766,-2,17,26119
1378,2004,11,677766,-1,45,26228
1379,2004,11,677766,0,45,26228
1380,2004,11,677766,1,57,26228
1381,2004,11,677766,2,62,26228
1382,2004,11,677766,1,75,6000
1383,2004,11,677768,1,1,22645
1384,2004,11,677768,2,2,9110
1385,2004,11,677768,3,25,26563
1386,2004,11,677768,2,30,294
1387,2004,11,677768,1,33,24364
1388,2004,11,677769,-1,22,1833
1389,2004,11,677769,0,74,26794
1390,2004,11,677761,-1,79,9122
1391,2004,11,677761,0,80,22888
1392,2004,11,677761,1,90,22888
1393,2004,11,677767,-1,56,144
1394,2004,11,677767,-2,59,144
1395,2004,12,677770,-1,13,29746
1396,2004,12,677770,0,59,22707
1397,2004,12,677771,1,3,24314
1398,2004,12,677771,2,80,25031
1399,2004,12,677771,3,90,29270
1400,2004,12,677772,-1,26,26536
1401,2004,12,677772,0,62,24378
1402,2004,12,677773,1,8,9122
1403,2004,12,677774,-1,25,25338
1404,2004,12,677774,0,48,23504
1405,2004,12,677774,1,53,22814
1406,2004,12,677774,2,88,23504
1407,2004,12,677774,3,89,9079
1408,2004,12,677775,-1,81,26356
1409,2004,12,677775,0,90,29031
1410,2004,12,677776,1,47,71
1411,2004,12,677776,0,79,27823
1412,2004,12,677776,-1,81,26563
1413,2004,12,677777,1,7,263
1414,2004,12,677777,2,38,25173
1415,2004,12,677777,3,56,27472
1416,2004,12,677777,4,80,111
1417,2004,13,677779,1,71,23141
1418,2004,13,677780,1,15,25338
1419,2004,13,677780,0,16,9122
1420,2004,13,677780,-1,20,23091
1421,2004,13,677780,0,38,1313
1422,2004,13,677780,-1,86,9122
1423,2004,13,677782,1,34,26128
1424,2004,13,677782,2,49,24058
1425,2004,13,677783,1,19,9039
1426,2004,13,677783,2,72,29746
1427,2004,13,677783,1,90,29757
1428,2004,13,677784,1,42,1185
1429,2004,13,677784,2,69,26228
1430,2004,13,677784,3,76,26228
1431,2004,13,677786,-1,42,26483
1432,2004,13,677786,0,50,22057
1433,2004,13,677786,-1,71,28615
1434,2004,13,677786,-2,83,512
1435,2004,13,677787,1,19,23709
1436,2004,13,677787,0,51,9079
1437,2004,13,677787,-1,53,25733
1438,2004,13,677787,0,72,27646
1439,2004,13,677781,1,66,24378
1440,2004,13,677781,0,76,29270
1441,2004,13,677781,-1,81,29270
1442,2004,13,677781,-2,82,25415
1443,2004,13,677785,-1,20,26807
1444,2004,13,677785,-2,35,1833
1445,2004,13,677785,-3,42,27558
1446,2004,13,677785,-4,47,24618
1447,2004,13,677785,-5,63,1833
1448,2004,13,677785,-6,83,27628
1449,2004,14,677788,1,19,1823
1450,2004,14,677789,-1,7,999
1451,2004,14,677789,0,12,24314
1452,2004,14,677789,1,27,510
1453,2004,14,677789,2,63,29270
1454,2004,14,677790,1,3,29619
1455,2004,14,677790,2,81,26482
1456,2004,14,677791,1,45,24866
1457,2004,14,677791,2,77,23753
1458,2004,14,677791,1,83,9126
1459,2004,14,677792,-1,27,22575
1460,2004,14,677792,-2,37,22645
1461,2004,14,677792,-3,71,26563
1462,2004,14,677793,-1,36,29700
1463,2004,14,677793,0,90,26483
1464,2004,14,677795,1,57,25173
1465,2004,14,677794,-1,1,1185
1466,2004,14,677794,0,40,27975
1467,2004,14,677794,1,45,63
1468,2004,14,677794,2,90,27628
1469,2004,14,677796,-1,56,1757
1470,2004,14,677796,0,81,29757
1471,2004,15,677797,1,44,23263
1472,2004,15,677797,2,70,23263
1473,2004,15,677797,3,87,23141
1474,2004,15,677798,1,14,24314
1475,2004,15,677798,2,35,368
1476,2004,15,677798,3,45,25031
1477,2004,15,677798,2,84,6000
1478,2004,15,677798,3,88,1666
1479,2004,15,677798,2,90,29846
1480,2004,15,677799,1,22,24378
1481,2004,15,677799,2,42,21734
1482,2004,15,677799,3,50,24378
1483,2004,15,677799,2,65,29757
1484,2004,15,677801,-1,40,63
1485,2004,15,677801,-2,44,71
1486,2004,15,677801,-1,46,26912
1487,2004,15,677801,-2,82,63
1488,2004,15,677802,-1,16,26483
1489,2004,15,677802,-2,47,26483
1490,2004,15,677802,-1,50,430
1491,2004,15,677802,0,68,1185
1492,2004,15,677802,-1,74,26483
1493,2004,15,677803,-1,36,25733
1494,2004,15,677803,-2,64,9079
1495,2004,15,677805,1,31,24533
1496,2004,15,677805,2,55,29735
1497,2004,15,677804,-1,20,23695
1498,2004,15,677804,0,28,9110
1499,2004,15,677804,1,38,22645
1500,2004,16,677807,-1,20,23709
1501,2004,16,677807,-2,23,23709
1502,2004,16,677807,-3,29,26356
1503,2004,16,677807,-4,58,26356
1504,2004,16,677807,-5,63,24533
1505,2004,16,677807,-6,87,26356
1506,2004,16,677809,-1,52,24840
1507,2004,16,677809,0,64,23091
1508,2004,16,677810,-1,4,27607
1509,2004,16,677810,0,46,9079
1510,2004,16,677810,1,89,28275
1511,2004,16,677811,1,38,260
1512,2004,16,677811,2,54,28615
1513,2004,16,677811,3,63,29031
1514,2004,16,677811,4,71,1654
1515,2004,16,677811,5,79,1654
1516,2004,16,677811,6,81,26483
1517,2004,16,677812,-1,19,22689
1518,2004,16,677812,-2,59,1757
1519,2004,16,677813,1,5,21734
1520,2004,16,677813,2,23,25173
1521,2004,16,677813,1,33,30194
1522,2004,16,677813,0,59,22675
1523,2004,16,677813,1,69,25271
1524,2004,16,677813,2,75,263
1525,2004,16,677813,3,81,25173
1526,2004,16,677814,1,23,29757
1527,2004,16,677814,0,26,25031
1528,2004,16,677814,-1,60,21698
1529,2004,16,677814,0,74,25274
1530,2004,16,677806,1,20,26148
1531,2004,16,677806,2,59,29255
1532,2004,16,677808,-1,17,22645
1533,2004,17,677815,-1,11,144
1534,2004,17,677816,-1,29,263
1535,2004,17,677816,-2,65,25173
1536,2004,17,677816,-1,67,24314
1537,2004,17,677816,0,88,29270
1538,2004,17,677817,-1,26,63
1539,2004,17,677817,-2,34,26807
1540,2004,17,677817,-1,83,30865
1541,2004,17,677818,-1,54,28615
1542,2004,17,677821,1,32,25120
1543,2004,17,677821,0,40,22042
1544,2004,17,677822,1,24,25017
1545,2004,17,677822,0,87,26778
1546,2004,17,677823,-1,48,378
1547,2004,17,677823,0,59,23156
1548,2004,17,677819,-1,57,25733
1549,2004,17,677819,0,69,29746
1550,2004,17,677820,1,14,27508
1551,2004,17,677820,2,26,27607
1552,2004,17,677820,3,37,1185
1553,2004,17,677820,4,40,1185
1554,2004,17,677820,5,67,26228
1555,2004,18,677830,1,22,24314
1556,2004,18,677830,2,48,27701
1557,2004,18,677830,3,55,25031
1558,2004,18,677824,-1,51,26536
1559,2004,18,677824,-2,60,1738
1560,2004,18,677824,-1,66,23859
1561,2004,18,677824,-2,84,1043
1562,2004,18,677826,-1,55,26073
1563,2004,18,677826,-2,60,25041
1564,2004,18,677826,-1,82,27812
1565,2004,18,677827,1,52,24523
1566,2004,18,677831,1,13,22052
1567,2004,18,677831,0,51,1242
1568,2004,18,677831,-1,54,25271
1569,2004,18,677831,-2,66,27472
1570,2004,18,677831,-1,90,26681
1571,2004,18,677832,1,48,22057
1572,2004,18,677832,0,51,29735
1573,2004,18,677832,1,67,22645
1574,2004,18,677828,-1,18,9079
1575,2004,18,677828,-2,36,25733
1576,2004,18,677828,-3,58,23504
1577,2004,18,677829,-1,3,28615
1578,2004,18,677829,-2,16,30895
