,Season,Gameday,Link,TeamH,TeamA,GD,GoalsH,GoalsA,ShotsH,ShotsA,PassesH,PassesA,PassQuH,PassQuA,PossesH,PossesA,ChallH,ChallA,FoulsH,FoulsA,OffsideH,OffsideA,CornersH,CornersA,ChancesH,ChancesA,Attendance,Last6-1,Last6-2,Last6-3,Last6-4,Last6-5,Last6-6
46,2004,6,677718,8,4,-3,1,4,,,,,,,,,,,,,,,3,3,3,9,25110,0.0,-2.0,-2.0,-3.0,-1.0,-2.0
47,2004,6,677719,58,2,1,1,0,,,,,,,,,,,,,,,4,8,5,5,34000,0.0,-1.0,2.0,-2.0,2.0,2.0
48,2004,6,677720,15,3,0,2,2,,,,,,,,,,,,,,,11,9,6,4,42600,1.0,0.0,3.0,-2.0,0.0,-2.0
49,2004,6,677721,24,37,1,2,1,,,,,,,,,,,,,,,6,3,11,5,18295,-1.0,3.0,0.0,-2.0,-1.0,2.0
50,2004,6,677723,11,9,3,3,0,,,,,,,,,,,,,,,5,8,8,2,44000,-2.0,-1.0,3.0,1.0,-2.0,-3.0
51,2004,6,677724,81,10,-1,1,2,,,,,,,,,,,,,,,7,2,6,8,17960,0.0,1.0,-1.0,2.0,-3.0,0.0
52,2004,6,677716,30,17,0,1,1,,,,,,,,,,,,,,,8,3,5,7,20300,,,,,,
53,2004,6,677722,12,29,1,2,1,,,,,,,,,,,,,,,8,5,6,5,43169,2.0,0.0,1.0,-2.0,-6.0,4.0
54,2004,7,677725,37,29,-2,0,2,,,,,,,,,,,,,,,6,5,2,5,30696,-3.0,2.0,-2.0,1.0,-4.0,3.0
55,2004,7,677726,7,30,-1,1,2,,,,,,,,,,,,,,,7,10,4,7,24000,,,,,,
56,2004,7,677727,17,81,0,2,2,,,,,,,,,,,,,,,4,7,7,8,73500,3.0,1.0,0.0,2.0,3.0,0.0
57,2004,7,677729,9,12,3,3,0,,,,,,,,,,,,,,,3,4,7,7,22500,-2.0,1.0,-3.0,-1.0,0.0,3.0
58,2004,7,677730,24,15,1,2,1,,,,,,,,,,,,,,,8,3,6,4,26726,2.0,-2.0,-2.0,1.0,2.0,2.0
59,2004,7,677731,3,58,-2,1,3,,,,,,,,,,,,,,,7,6,6,8,16700,2.0,0.0,-2.0,-1.0,,
60,2004,7,677733,4,14,-1,1,2,,,,,,,,,,,,,,,6,6,5,5,42100,2.0,0.0,1.0,-2.0,0.0,-1.0
61,2004,7,677728,10,11,-2,0,2,,,,,,,,,,,,,,,6,3,2,4,22748,-1.0,-3.0,0.0,-1.0,-1.0,1.0
62,2004,7,677732,2,8,1,3,2,,,,,,,,,,,,,,,4,8,7,6,61524,1.0,-2.0,-1.0,2.0,0.0,1.0
63,2004,8,677734,30,4,1,2,1,,,,,,,,,,,,,,,5,3,5,4,20300,,,,,,
64,2004,8,677735,14,2,-1,0,1,,,,,,,,,,,,,,,8,3,3,4,63000,1.0,-2.0,-1.0,0.0,-4.0,3.0
65,2004,8,677736,8,3,-1,0,1,,,,,,,,,,,,,,,7,7,3,9,24902,0.0,2.0,0.0,-1.0,-2.0,-1.0
66,2004,8,677739,29,9,2,3,1,,,,,,,,,,,,,,,4,0,9,5,47152,-3.0,-3.0,-3.0,0.0,-1.0,1.0
67,2004,8,677740,12,10,-2,0,2,,,,,,,,,,,,,,,5,3,7,7,44903,1.0,-1.0,-3.0,5.0,2.0,3.0
68,2004,8,677741,11,17,2,2,0,,,,,,,,,,,,,,,4,6,6,1,48000,2.0,1.0,1.0,-2.0,1.0,-1.0
69,2004,8,677742,81,7,3,3,0,,,,,,,,,,,,,,,4,3,6,2,21006,-2.0,2.0,-1.0,-1.0,0.0,0.0
70,2004,8,677737,58,24,3,3,0,,,,,,,,,,,,,,,5,8,5,5,34313,0.0,-1.0,-1.0,2.0,,
71,2004,8,677738,15,37,2,2,0,,,,,,,,,,,,,,,7,2,7,4,53466,0.0,1.0,-2.0,3.0,-2.0,-1.0
72,2004,9,677743,37,9,0,0,0,,,,,,,,,,,,,,,7,3,7,5,34843,-6.0,0.0,1.0,-1.0,-2.0,-1.0
73,2004,9,677745,17,12,-2,0,2,,,,,,,,,,,,,,,4,0,4,3,78000,2.0,1.0,0.0,0.0,1.0,1.0
74,2004,9,677746,10,29,1,1,0,,,,,,,,,,,,,,,6,1,4,5,21141,0.0,-1.0,-2.0,0.0,0.0,-2.0
75,2004,9,677747,15,58,-2,0,2,,,,,,,,,,,,,,,6,3,2,2,43506,1.0,-2.0,0.0,1.0,1.0,2.0
76,2004,9,677748,24,8,3,3,0,,,,,,,,,,,,,,,6,1,9,5,20187,-1.0,1.0,2.0,-2.0,0.0,-1.0
77,2004,9,677749,3,14,-2,0,2,,,,,,,,,,,,,,,5,11,2,8,29000,0.0,-1.0,-1.0,-1.0,-1.0,1.0
78,2004,9,677751,4,81,3,4,1,,,,,,,,,,,,,,,5,1,12,4,38800,-1.0,3.0,4.0,3.0,0.0,-1.0
79,2004,9,677744,7,11,2,2,0,,,,,,,,,,,,,,,2,4,6,4,25000,-1.0,-3.0,-2.0,-3.0,0.0,4.0
80,2004,9,677750,2,30,1,2,1,,,,,,,,,,,,,,,7,4,9,4,61524,,,,,,
81,2004,10,677753,14,24,2,2,0,,,,,,,,,,,,,,,6,3,7,3,37000,2.0,-1.0,2.0,1.0,1.0,0.0
82,2004,10,677754,8,15,3,3,0,,,,,,,,,,,,,,,3,5,7,4,30975,1.0,0.0,0.0,0.0,0.0,1.0
83,2004,10,677755,58,37,2,3,1,,,,,,,,,,,,,,,6,1,8,3,24536,-1.0,-1.0,1.0,1.0,0.0,0.0
84,2004,10,677757,29,17,-1,0,1,,,,,,,,,,,,,,,9,2,4,6,48428,4.0,0.0,1.0,0.0,-2.0,-2.0
85,2004,10,677752,30,3,2,3,1,,,,,,,,,,,,,,,1,5,8,2,20300,,,,,,
86,2004,10,677756,9,10,1,3,2,,,,,,,,,,,,,,,6,6,7,5,22500,2.0,0.0,3.0,1.0,0.0,-1.0
87,2004,10,677758,12,7,4,4,0,,,,,,,,,,,,,,,5,1,11,0,37967,0.0,3.0,-1.0,0.0,0.0,5.0
88,2004,10,677759,11,4,-1,1,2,,,,,,,,,,,,,,,5,4,7,5,41000,0.0,2.0,-1.0,-2.0,1.0,0.0
89,2004,10,677760,81,2,-2,0,2,,,,,,,,,,,,,,,6,7,4,7,32115,0.0,0.0,-1.0,-3.0,3.0,0.0
90,2004,11,677762,7,29,-2,1,3,,,,,,,,,,,,,,,6,11,5,13,23000,-1.0,0.0,0.0,-2.0,1.0,0.0
91,2004,11,677763,17,9,1,1,0,,,,,,,,,,,,,,,5,5,5,4,78000,-3.0,0.0,2.0,0.0,-4.0,0.0
92,2004,11,677764,58,8,3,3,0,,,,,,,,,,,,,,,6,3,11,4,28114,-2.0,0.0,1.0,0.0,2.0,1.0
93,2004,11,677765,15,14,2,2,0,,,,,,,,,,,,,,,3,5,5,2,53466,-3.0,0.0,-3.0,0.0,0.0,1.0
94,2004,11,677766,24,30,1,4,3,,,,,,,,,,,,,,,12,4,14,4,24951,,,,,,
95,2004,11,677768,2,11,1,3,2,,,,,,,,,,,,,,,6,5,5,5,61524,0.0,0.0,2.0,0.0,1.0,-3.0
96,2004,11,677769,4,12,0,1,1,,,,,,,,,,,,,,,9,2,11,1,42100,6.0,0.0,-1.0,1.0,-1.0,4.0
97,2004,11,677761,37,10,1,2,1,,,,,,,,,,,,,,,8,3,9,6,32351,0.0,0.0,1.0,-2.0,0.0,2.0
98,2004,11,677767,3,81,-2,0,2,,,,,,,,,,,,,,,9,3,7,7,16300,1.0,2.0,1.0,-2.0,0.0,0.0
99,2004,12,677770,30,15,0,1,1,,,,,,,,,,,,,,,7,2,5,2,20300,,,,,,
100,2004,12,677771,14,58,3,3,0,,,,,,,,,,,,,,,2,8,9,1,62000,2.0,0.0,0.0,0.0,4.0,0.0
101,2004,12,677772,8,37,0,1,1,,,,,,,,,,,,,,,5,6,10,7,22977,0.0,4.0,0.0,2.0,-1.0,1.0
102,2004,12,677773,10,17,1,1,0,,,,,,,,,,,,,,,5,5,8,6,26601,0.0,0.0,2.0,-2.0,-1.0,2.0
103,2004,12,677774,9,7,3,4,1,,,,,,,,,,,,,,,4,3,11,3,22500,-1.0,3.0,0.0,3.0,-2.0,1.0
104,2004,12,677775,29,4,0,1,1,,,,,,,,,,,,,,,6,2,5,2,47411,-4.0,-3.0,-2.0,-1.0,3.0,2.0
105,2004,12,677776,12,2,-1,1,2,,,,,,,,,,,,,,,1,5,4,4,53487,-3.0,0.0,2.0,-3.0,-2.0,0.0
106,2004,12,677777,11,3,4,4,0,,,,,,,,,,,,,,,4,9,6,5,46000,2.0,2.0,0.0,0.0,0.0,1.0
107,2004,13,677779,37,17,1,1,0,,,,,,,,,,,,,,,5,7,5,3,37417,0.0,0.0,0.0,-2.0,1.0,-3.0
108,2004,13,677780,7,10,-1,2,3,,,,,,,,,,,,,,,5,2,6,5,21000,0.0,-1.0,1.0,-2.0,,
109,2004,13,677782,58,30,2,2,0,,,,,,,,,,,,,,,9,4,10,3,31078,,,,,,
110,2004,13,677783,15,81,1,2,1,,,,,,,,,,,,,,,7,6,4,2,45595,2.0,-1.0,1.0,1.0,-2.0,-2.0
111,2004,13,677784,24,11,3,3,0,,,,,,,,,,,,,,,3,4,6,3,29076,-4.0,-1.0,-2.0,-1.0,-1.0,-2.0
112,2004,13,677786,2,29,-2,1,3,,,,,,,,,,,,,,,7,5,6,4,61524,3.0,2.0,-2.0,0.0,-2.0,0.0
113,2004,13,677787,4,9,0,2,2,,,,,,,,,,,,,,,11,1,12,5,38128,-4.0,2.0,-3.0,1.0,1.0,1.0
114,2004,13,677781,8,14,-2,1,3,,,,,,,,,,,,,,,2,5,2,5,32645,1.0,-2.0,-3.0,-3.0,-1.0,-3.0
115,2004,13,677785,3,12,-6,0,6,,,,,,,,,,,,,,,0,4,2,9,18000,3.0,-1.0,-2.0,0.0,0.0,1.0
116,2004,14,677788,30,8,1,1,0,,,,,,,,,,,,,,,6,3,12,5,20300,,,,,,
117,2004,14,677789,14,37,2,3,1,,,,,,,,,,,,,,,11,2,15,3,40000,2.0,3.0,1.0,2.0,0.0,3.0
118,2004,14,677790,17,7,2,2,0,,,,,,,,,,,,,,,5,8,8,4,76000,0.0,1.0,4.0,-2.0,0.0,1.0
119,2004,14,677791,10,4,1,2,1,,,,,,,,,,,,,,,2,9,9,6,26601,0.0,3.0,-2.0,0.0,-1.0,3.0
120,2004,14,677792,9,2,-3,0,3,,,,,,,,,,,,,,,7,6,7,8,22500,1.0,2.0,-2.0,1.0,-1.0,0.0
121,2004,14,677793,29,3,0,1,1,,,,,,,,,,,,,,,8,3,9,4,43382,0.0,1.0,1.0,2.0,1.0,0.0
122,2004,14,677795,11,15,1,1,0,,,,,,,,,,,,,,,2,5,4,3,46000,0.0,1.0,4.0,0.0,0.0,0.0
123,2004,14,677794,12,24,2,3,1,,,,,,,,,,,,,,,7,3,12,1,48246,2.0,-4.0,2.0,-1.0,0.0,1.0
124,2004,14,677796,81,58,0,1,1,,,,,,,,,,,,,,,1,8,4,3,22318,-2.0,2.0,0.0,1.0,-2.0,1.0
125,2004,15,677797,37,7,3,3,0,,,,,,,,,,,,,,,3,6,8,4,30741,-1.0,0.0,-2.0,3.0,-3.0,-2.0
126,2004,15,677798,14,30,2,4,2,,,,,,,,,,,,,,,7,4,8,2,49000,,,,,,
127,2004,15,677799,8,81,2,3,1,,,,,,,,,,,,,,,4,7,6,3,20356,1.0,2.0,-3.0,0.0,4.0,-1.0
128,2004,15,677801,15,12,-2,1,3,,,,,,,,,,,,,,,4,5,7,6,52155,3.0,-1.0,2.0,-1.0,1.0,0.0
129,2004,15,677802,24,29,-1,2,3,,,,,,,,,,,,,,,6,1,8,7,23886,-1.0,3.0,2.0,0.0,-2.0,-2.0
130,2004,15,677803,3,9,-2,0,2,,,,,,,,,,,,,,,8,5,5,7,15800,-2.0,-3.0,1.0,-2.0,-2.0,-3.0
131,2004,15,677805,4,17,2,2,0,,,,,,,,,,,,,,,8,2,9,4,40702,2.0,-1.0,1.0,-3.0,-1.0,0.0
132,2004,15,677800,58,11,0,0,0,,,,,,,,,,,,,,,4,2,4,2,33598,-1.0,-2.0,-1.0,-3.0,2.0,-1.0
133,2004,15,677804,2,10,1,2,1,,,,,,,,,,,,,,,3,1,6,4,61524,0.0,-1.0,1.0,0.0,1.0,0.0
134,2004,16,677807,7,4,-6,0,6,,,,,,,,,,,,,,,2,6,4,12,24500,0.0,-2.0,-1.0,3.0,-2.0,-1.0
135,2004,16,677809,10,3,0,1,1,,,,,,,,,,,,,,,7,2,6,2,21337,-3.0,3.0,0.0,-1.0,-1.0,-1.0
136,2004,16,677810,9,24,1,2,1,,,,,,,,,,,,,,,4,5,6,6,22500,2.0,1.0,0.0,-2.0,-2.0,1.0
137,2004,16,677811,29,15,6,6,0,,,,,,,,,,,,,,,7,0,9,6,40094,0.0,1.0,2.0,-1.0,-2.0,3.0
138,2004,16,677812,12,58,-2,0,2,,,,,,,,,,,,,,,7,2,6,5,50454,-1.0,-3.0,0.0,1.0,3.0,1.0
139,2004,16,677813,11,8,3,5,2,,,,,,,,,,,,,,,3,6,10,6,35000,0.0,0.0,-2.0,1.0,0.0,0.0
140,2004,16,677814,81,14,0,2,2,,,,,,,,,,,,,,,1,12,4,11,44359,-2.0,-1.0,-1.0,0.0,2.0,-2.0
141,2004,16,677806,37,30,2,2,0,,,,,,,,,,,,,,,4,2,9,4,46615,,,,,,
142,2004,16,677808,17,2,-1,0,1,,,,,,,,,,,,,,,8,4,4,5,83000,-1.0,0.0,0.0,0.0,0.0,-1.0
143,2004,17,677815,30,81,-1,0,1,,,,,,,,,,,,,,,9,3,4,5,20300,,,,,,
144,2004,17,677816,14,11,0,2,2,,,,,,,,,,,,,,,2,2,5,5,63000,-2.0,1.0,1.0,3.0,2.0,4.0
145,2004,17,677817,8,12,-1,1,2,,,,,,,,,,,,,,,6,2,6,6,25990,0.0,0.0,0.0,0.0,-3.0,-4.0
146,2004,17,677818,58,29,-1,0,1,,,,,,,,,,,,,,,6,5,5,4,43096,-2.0,1.0,-2.0,-1.0,-1.0,-4.0
147,2004,17,677821,3,17,0,1,1,,,,,,,,,,,,,,,12,4,8,4,21800,-3.0,1.0,-2.0,-1.0,-2.0,-2.0
148,2004,17,677822,2,7,0,1,1,,,,,,,,,,,,,,,12,5,10,2,60433,3.0,-1.0,3.0,-2.0,0.0,-2.0
149,2004,17,677823,4,37,0,1,1,,,,,,,,,,,,,,,14,5,14,4,39398,1.0,1.0,-1.0,2.0,1.0,-1.0
150,2004,17,677819,15,9,0,1,1,,,,,,,,,,,,,,,5,1,5,3,52211,0.0,-1.0,0.0,0.0,-5.0,-1.0
151,2004,17,677820,24,10,5,5,0,,,,,,,,,,,,,,,8,4,10,3,24013,2.0,-1.0,2.0,0.0,1.0,2.0
152,2004,18,677830,14,12,3,3,0,,,,,,,,,,,,,,,5,10,9,4,39000,2.0,1.0,2.0,0.0,3.0,0.0
153,2004,18,677824,81,37,-2,1,3,,,,,,,,,,,,,,,7,4,7,8,21647,2.0,-5.0,1.0,-1.0,-2.0,-2.0
154,2004,18,677825,3,7,0,0,0,,,,,,,,,,,,,,,9,6,6,6,22500,0.0,3.0,0.0,4.0,0.0,0.0
155,2004,18,677826,24,17,-1,1,2,,,,,,,,,,,,,,,8,2,4,3,29621,1.0,-2.0,-4.0,0.0,2.0,0.0
156,2004,18,677827,15,10,1,1,0,,,,,,,,,,,,,,,7,4,5,4,40633,0.0,-3.0,3.0,0.0,-2.0,2.0
157,2004,18,677831,30,11,-1,2,3,,,,,,,,,,,,,,,4,5,5,10,20300,-2.0,,,,,
158,2004,18,677832,2,4,1,2,1,,,,,,,,,,,,,,,9,4,5,5,61524,-1.0,0.0,-3.0,-1.0,0.0,-3.0
159,2004,18,677828,58,9,-3,0,3,,,,,,,,,,,,,,,5,2,3,6,38067,-1.0,0.0,-4.0,-1.0,2.0,-2.0
160,2004,18,677829,8,29,0,2,2,,,,,,,,,,,,,,,8,1,5,3,23262,0.0,0.0,0.0,-1.0,3.0,-2.0
161,2004,19,677833,12,30,1,2,1,,,,,,,,,,,,,,,3,3,7,5,44730,-1.0,,,,,
162,2004,19,677835,9,8,4,4,0,,,,,,,,,,,,,,,2,6,11,4,22500,0.0,-2.0,-1.0,-1.0,-2.0,1.0
163,2004,19,677836,10,58,-1,0,1,,,,,,,,,,,,,,,11,2,1,3,21439,1.0,-1.0,0.0,-2.0,1.0,-2.0
164,2004,19,677837,17,15,0,1,1,,,,,,,,,,,,,,,3,7,4,2,79500,1.0,2.0,-1.0,-1.0,1.0,2.0
165,2004,19,677838,7,24,1,1,0,,,,,,,,,,,,,,,9,2,5,7,20000,1.0,-4.0,1.0,0.0,0.0,3.0
166,2004,19,677840,37,2,2,2,0,,,,,,,,,,,,,,,0,8,2,5,37850,-1.0,-3.0,-2.0,0.0,-2.0,-3.0
167,2004,19,677841,11,81,-2,2,4,,,,,,,,,,,,,,,6,2,7,8,46765,0.0,-2.0,1.0,-1.0,2.0,0.0
168,2004,19,677834,29,14,0,0,0,,,,,,,,,,,,,,,2,3,6,3,74500,0.0,0.0,-3.0,-3.0,-2.0,-3.0
169,2004,19,677839,4,3,1,3,2,,,,,,,,,,,,,,,5,5,7,5,38345,4.0,-2.0,3.0,-1.0,0.0,1.0
170,2004,20,677842,11,37,0,1,1,,,,,,,,,,,,,,,5,5,4,2,32000,1.0,-1.0,2.0,1.0,0.0,1.0
171,2004,20,677844,58,17,-2,1,3,,,,,,,,,,,,,,,6,3,4,4,36523,0.0,0.0,-4.0,-2.0,-3.0,-4.0
172,2004,20,677845,8,10,0,1,1,,,,,,,,,,,,,,,6,4,5,5,22233,1.0,2.0,-3.0,2.0,1.0,-2.0
173,2004,20,677846,14,9,2,2,0,,,,,,,,,,,,,,,4,3,6,4,45000,-3.0,2.0,0.0,3.0,-1.0,2.0
174,2004,20,677847,30,29,-3,0,3,,,,,,,,,,,,,,,5,0,2,3,20300,0.0,,,,,
175,2004,20,677848,81,12,-2,1,3,,,,,,,,,,,,,,,7,5,7,6,22269,-1.0,-4.0,-2.0,-2.0,0.0,-2.0
176,2004,20,677849,3,2,0,2,2,,,,,,,,,,,,,,,7,6,4,7,20000,2.0,2.0,1.0,2.0,0.0,-2.0
177,2004,20,677843,15,7,1,3,2,,,,,,,,,,,,,,,6,0,7,3,40450,0.0,0.0,-3.0,1.0,0.0,-1.0
178,2004,20,677850,24,4,-1,2,3,,,,,,,,,,,,,,,2,12,4,8,24231,1.0,-2.0,-2.0,1.0,2.0,2.0
179,2004,21,677853,17,8,1,1,0,,,,,,,,,,,,,,,12,5,9,5,75500,0.0,3.0,-3.0,3.0,0.0,5.0
180,2004,21,677854,7,58,0,0,0,,,,,,,,,,,,,,,2,3,6,1,21000,0.0,3.0,-3.0,,,
181,2004,21,677855,4,15,2,2,0,,,,,,,,,,,,,,,6,5,9,2,40566,-2.0,1.0,0.0,-3.0,2.0,-1.0
182,2004,21,677856,2,24,3,3,0,,,,,,,,,,,,,,,8,2,8,2,61524,-3.0,0.0,0.0,1.0,1.0,-1.0
183,2004,21,677857,37,3,1,2,1,,,,,,,,,,,,,,,3,1,8,3,29215,1.0,1.0,-4.0,1.0,0.0,-1.0
184,2004,21,677858,12,11,1,2,1,,,,,,,,,,,,,,,5,4,4,2,48214,-2.0,1.0,0.0,0.0,1.0,-3.0
185,2004,21,677859,29,81,1,2,1,,,,,,,,,,,,,,,6,4,5,3,38518,0.0,3.0,1.0,2.0,2.0,0.0
186,2004,21,677851,9,30,2,2,0,,,,,,,,,,,,,,,7,5,7,1,22500,-2.0,,,,,
187,2004,21,677852,10,14,2,3,1,,,,,,,,,,,,,,,1,8,5,5,26601,-1.0,0.0,-4.0,-3.0,-1.0,0.0
188,2004,22,677860,12,37,1,2,1,,,,,,,,,,,,,,,8,8,9,9,50916,-1.0,1.0,-4.0,-2.0,2.0,0.0
189,2004,22,677861,8,7,2,3,1,,,,,,,,,,,,,,,3,3,13,3,22820,0.0,3.0,-2.0,-2.0,-5.0,0.0
190,2004,22,677862,14,17,5,5,0,,,,,,,,,,,,,,,4,3,12,1,53000,0.0,-2.0,3.0,-1.0,1.0,0.0
191,2004,22,677863,30,10,0,0,0,,,,,,,,,,,,,,,4,2,7,4,20300,0.0,,,,,
192,2004,22,677864,81,9,-2,2,4,,,,,,,,,,,,,,,9,3,7,9,20216,0.0,-1.0,2.0,1.0,-2.0,0.0
193,2004,22,677866,24,3,4,4,0,,,,,,,,,,,,,,,3,4,10,3,17836,1.0,-2.0,2.0,-1.0,1.0,4.0
194,2004,22,677868,58,4,-3,1,4,,,,,,,,,,,,,,,6,4,3,9,41862,-3.0,0.0,-4.0,1.0,0.0,-1.0
195,2004,22,677865,11,29,1,1,0,,,,,,,,,,,,,,,2,3,3,6,29000,0.0,-1.0,0.0,2.0,0.0,-2.0
196,2004,22,677867,15,2,-2,1,3,,,,,,,,,,,,,,,2,3,1,10,53148,-1.0,2.0,-1.0,0.0,-1.0,-2.0
